feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
conj< spider,0.926,0.001,0.764,0.027,27,Arthropod__phylum,taxongroup_comment
acl>obl>conj> spider,0.926,0.001,0.577,0.134,7,Arthropod__phylum,taxongroup_comment
conj> spider,0.916,0.001,0.764,0.027,24,Arthropod__phylum,taxongroup_comment
nmod< species,0.904,0.002,0.674,0.067,9,Arthropod__phylum,taxongroup_comment
appos>compound> spider,0.903,0.002,0.756,0.03,2,Arthropod__phylum,taxongroup_comment
conj<conj> orbweaver,0.903,0.002,0.577,0.134,2,Arthropod__phylum,taxongroup_comment
nmod< group,0.903,0.002,0.577,0.134,8,Arthropod__phylum,taxongroup_comment
cc> and,0.889,0.003,0.546,0.162,28,Arthropod__phylum,taxongroup_comment
nmod< ...,0.888,0.003,0.355,0.389,42,Arthropod__phylum,taxongroup_comment
conj< ...,0.884,0.004,0.546,0.162,22,Arthropod__phylum,taxongroup_comment
appos>nmod>compound> ...,0.877,0.004,0.577,0.134,1,Arthropod__phylum,taxongroup_comment
conj< include,0.877,0.004,0.577,0.134,2,Arthropod__phylum,taxongroup_comment
conj< tarantula,0.876,0.004,0.577,0.134,4,Arthropod__phylum,taxongroup_comment
cc> ...,0.875,0.004,0.577,0.134,1,Arthropod__phylum,taxongroup_comment
obl<nsubj:pass>amod> ...,0.871,0.005,0.655,0.078,3,Arthropod__phylum,taxongroup_comment
compound<nmod>case> to,0.868,0.005,0.577,0.134,2,Arthropod__phylum,taxongroup_comment
nmod< family,0.868,0.005,0.577,0.134,2,Arthropod__phylum,taxongroup_comment
nmod< those,0.865,0.006,0.577,0.134,2,Arthropod__phylum,taxongroup_comment
det> a,0.865,0.006,0.779,0.023,14,Arthropod__phylum,taxongroup_comment
nmod>conj> tarantula,0.863,0.006,0.756,0.03,2,Arthropod__phylum,taxongroup_comment
nmod<case> to,0.861,0.006,0.577,0.134,4,Arthropod__phylum,taxongroup_comment
nmod>conj> ...,0.857,0.006,0.709,0.049,13,Arthropod__phylum,taxongroup_comment
conj< insect,0.857,0.007,0.577,0.134,2,Arthropod__phylum,taxongroup_comment
conj<case> of,0.853,0.007,0.577,0.134,4,Arthropod__phylum,taxongroup_comment
conj<nsubj<obj> prey,0.85,0.007,0.577,0.134,3,Arthropod__phylum,taxongroup_comment
conj> ...,0.848,0.008,0.195,0.643,31,Arthropod__phylum,taxongroup_comment
