feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
appos<conj> Mexico,0.992,0.0,0.577,0.134,2,Arthropod__phylum,free_topic
appos<conj> Oceania,0.988,0.0,0.577,0.134,2,Arthropod__phylum,free_topic
appos<conj> Australia,0.985,0.0,0.577,0.134,3,Arthropod__phylum,free_topic
appos<conj> Africa,0.985,0.0,0.577,0.134,3,Arthropod__phylum,free_topic
appos<conj> Yamasaki,0.984,0.0,0.577,0.134,2,Arthropod__phylum,free_topic
appos<conj> ...,0.976,0.0,0.327,0.429,18,Arthropod__phylum,free_topic
compound<list<flat> Stirtonia,0.972,0.0,0.577,0.134,4,Arthropod__phylum,free_topic
compound<conj<conj> anteater,0.972,0.0,0.577,0.134,2,Arthropod__phylum,free_topic
compound<list<flat> victoria,0.97,0.0,0.577,0.134,2,Arthropod__phylum,free_topic
compound<conj<conj> fly,0.968,0.0,0.577,0.134,2,Arthropod__phylum,free_topic
appos<conj> America,0.968,0.0,0.577,0.134,5,Arthropod__phylum,free_topic
compound<conj<conj> possum,0.965,0.0,0.577,0.134,2,Arthropod__phylum,free_topic
compound<list<flat> varonai,0.965,0.0,0.577,0.134,2,Arthropod__phylum,free_topic
appos<conj> Petcharad,0.963,0.0,0.577,0.134,2,Arthropod__phylum,free_topic
appos<conj> Asia,0.963,0.0,0.577,0.134,2,Arthropod__phylum,free_topic
compound<conj<conj> ...,0.962,0.0,0.355,0.389,52,Arthropod__phylum,free_topic
compound<list<flat> †Stirtonia,0.959,0.0,0.577,0.134,2,Arthropod__phylum,free_topic
compound<list<flat> monkey,0.958,0.0,0.577,0.134,2,Arthropod__phylum,free_topic
compound<list<flat> marianae,0.954,0.0,0.577,0.134,2,Arthropod__phylum,free_topic
compound<list<flat> Genus,0.951,0.0,0.577,0.134,4,Arthropod__phylum,free_topic
conj> be,0.95,0.0,0.577,0.134,3,Arthropod__phylum,free_topic
compound<list<flat> ...,0.947,0.0,0.655,0.078,5,Arthropod__phylum,free_topic
