,token,token_form,concept_uri,arcpath,lemma,upos,widx,feat,elongation_x,elongation_y,group,relrole,comp_id,N_tokens
4,Mal-994a_49_crabs-39,crabs,Hermit_crab#superfamily,conj<amod>,terrestrial,ADJ,35,conj<amod> ...,0.5850049625359468,-0.10709452709186608,Arthropod__phylum,taxongroup_topic,1,17
7,Pre-0725_86_spiders-13,spiders,Spider#order,conj<amod>,trapdoor,ADJ,8,conj<amod> trapdoor,0.6013179027058384,-0.16782573256644442,Arthropod__phylum,taxongroup_topic,1,17
4,Amb-b5dc_24_spiders-10,spiders,Spider#order,conj<amod>,trapdoor,ADJ,5,conj<amod> trapdoor,0.6013179027058384,-0.16782573256644442,Arthropod__phylum,taxongroup_topic,1,17
6,Sol-e070_2_Arachnida-10,Arachnida,Arachnid#class,case>,in,ADP,7,case> in,0.4724786073636933,-0.07467210388957848,Arthropod__phylum,taxongroup_topic,1,17
7,Tho-4613_31_spiders-12,spiders,Crab_spider#family,case>,in,ADP,10,case> in,0.4724786073636933,-0.07467210388957848,Arthropod__phylum,taxongroup_topic,1,17
4,Jum-50eb_163_spiders-78,spiders,Jumping_spider#family,case>,of,ADP,73,case> of,0.516396694733684,-0.13182047857733709,Arthropod__phylum,taxongroup_topic,1,17
8,Fos-19c4_8_arthropods-11,arthropods,Arthropod#phylum,case>,by,ADP,10,case> by,0.55126756749495,-0.29775639883934885,Arthropod__phylum,taxongroup_topic,1,17
7,Eur-0e68_88_spider-12,spider,European_garden_spider#species,case>,against,ADP,8,case> ...,0.6398574931254215,-0.06190053799040677,Arthropod__phylum,taxongroup_topic,1,17
7,Ara-5ffe_3_spider-17,spider,European_garden_spider#species,conj<amod>,european,ADJ,11,conj<amod> european,0.41541708601291594,-0.15579305530040935,Arthropod__phylum,taxongroup_topic,1,17
7,Jum-50eb_163_spider-31,spider,Jumping_spider#family,case>,'s,PART,32,case> 's,0.4384866950015505,-0.4068657488897926,Arthropod__phylum,taxongroup_topic,1,17
11,Spi-b4d6_89_spiders-17,spiders,Spider#order,conj<amod>,sole,ADJ,13,conj<amod> ...,0.6195514301101102,-0.10371633614906062,Arthropod__phylum,taxongroup_topic,1,17
5,Orb-0601_36_spiders-8,spiders,Spider#order,case>,for,ADP,6,case> ...,0.5794672067402256,0.027226484888904036,Arthropod__phylum,taxongroup_topic,1,17
6,Ara-8421_139_spiders-17,spiders,Spider#order,case>,include,VERB,16,case> include,0.4771026724690996,-0.19896033809552552,Arthropod__phylum,taxongroup_topic,1,17
11,Pel-cab2_40_spider-44,spider,Spider#order,case>,include,VERB,41,case> include,0.4771026724690996,-0.19896033809552552,Arthropod__phylum,taxongroup_topic,1,17
8,Tar-bf27_156_tarantulas-18,tarantulas,Tarantula#family,case>,on,ADP,17,case> ...,0.5739406112496707,0.00425500795740933,Arthropod__phylum,taxongroup_topic,1,17
5,Tri-09f5_14_trilobites-11,trilobites,Trilobite#class,case>,in,ADP,10,case> in,0.4724786073636933,-0.07467210388957848,Arthropod__phylum,taxongroup_topic,1,17
4,Tri-09f5_420_trilobites-9,trilobites,Trilobite#class,case>,of,ADP,8,case> of,0.516396694733684,-0.13182047857733709,Arthropod__phylum,taxongroup_topic,1,17
7,Dol-b828_3_spiders-13,spiders,Spider#order,conj<conj>compound>,raft,NOUN,9,conj<conj>compound> ...,-0.3542714515455032,0.17815186369178732,Arthropod__phylum,taxongroup_topic,3,23
8,Dol-b828_3_spiders-10,spiders,Spider#order,conj<conj>compound>,dock,NOUN,12,conj<conj>compound> ...,-0.39266301722182895,0.17805139262222622,Arthropod__phylum,taxongroup_topic,3,23
7,Dol-b828_3_spiders-16,spiders,Dolomedes#genus,conj<conj>compound>,raft,NOUN,9,conj<conj>compound> ...,-0.3542714515455032,0.17815186369178732,Arthropod__phylum,taxongroup_topic,3,23
9,Dol-b828_3_spiders-16,spiders,Dolomedes#genus,conj<conj>compound>,dock,NOUN,12,conj<conj>compound> ...,-0.39266301722182895,0.17805139262222622,Arthropod__phylum,taxongroup_topic,3,23
7,Sol-e070_2_spiders-21,spiders,Solifugae#order,conj<conj>compound>,wind,NOUN,17,conj<conj>compound> ...,-0.40160551626969543,0.03341581145666182,Arthropod__phylum,taxongroup_topic,3,23
7,Spi-b4d6_248_spiders-8,spiders,Crab_spider#family,conj<conj>compound>,crab,NOUN,11,conj<conj>compound> ...,-0.2548024542913376,0.30906747146704333,Arthropod__phylum,taxongroup_topic,3,23
7,Spi-b4d6_248_spiders-5,spiders,Crab_spider#family,conj<conj>compound>,crab,NOUN,11,conj<conj>compound> ...,-0.2548024542913376,0.30906747146704333,Arthropod__phylum,taxongroup_topic,3,23
9,Spi-b4d6_388_spider-45,spider,Jumping_spider#family,conj<conj>compound>,jumping,NOUN,35,conj<conj>compound> ...,-0.31827591288831164,0.22145901007374538,Arthropod__phylum,taxongroup_topic,3,23
3,Spi-b4d6_7_arachnids-8,arachnids,Arachnid#class,case>,with,ADP,6,case> with,-0.5020263863547065,-0.24113032757222067,Arthropod__phylum,taxongroup_topic,3,23
4,Art-1308_60_arachnids-16,arachnids,Arachnid#class,conj<conj>compound>,horseshoe,NOUN,13,conj<conj>compound> ...,-0.20800457986056206,0.3261512886527525,Arthropod__phylum,taxongroup_topic,3,23
18,Slo-4b9b_203_arthropods-38,arthropods,Arthropod#phylum,conj<conj>compound>,animal,NOUN,41,conj<conj>compound> ...,-0.2389618022577667,0.269791300784315,Arthropod__phylum,taxongroup_topic,3,23
11,Par-e7cb_126_arthropods-19,arthropods,Arthropod#phylum,conj>,prey,NOUN,23,conj> ...,0.5207996525258717,0.04901805423821411,Arthropod__phylum,taxongroup_topic,3,23
3,Hun-23f5_33_spider-6,spider,Huntsman_spider#family,case>,'s,PART,7,case> 's,-0.38587310287019183,-0.11237433239517867,Arthropod__phylum,taxongroup_topic,3,23
8,Sol-e070_2_scorpions-18,scorpions,Scorpion#order,conj<conj>compound>,sun,NOUN,20,conj<conj>compound> sun,-0.3866530861476203,0.10040375028453163,Arthropod__phylum,taxongroup_topic,3,23
