feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
nmod< ...,0.974,0.0,0.764,0.027,7,Arthropod__phylum,adaptation_topic
nmod< species,0.958,0.0,0.577,0.134,2,Arthropod__phylum,adaptation_topic
nmod< predator,0.93,0.001,0.577,0.134,3,Arthropod__phylum,adaptation_topic
cop> be,0.927,0.001,0.845,0.008,3,Arthropod__phylum,adaptation_topic
conj> ...,0.925,0.001,0.854,0.007,15,Arthropod__phylum,adaptation_topic
case> such,0.88,0.004,0.577,0.134,2,Arthropod__phylum,adaptation_topic
case> of,0.863,0.006,0.577,0.134,8,Arthropod__phylum,adaptation_topic
conj<conj> beetle,0.84,0.009,0.577,0.134,2,Arthropod__phylum,adaptation_topic
nmod<det> ...,0.831,0.011,0.577,0.134,1,Arthropod__phylum,adaptation_topic
conj<conj> millipede,0.83,0.011,0.577,0.134,3,Arthropod__phylum,adaptation_topic
conj<conj> spider,0.829,0.011,0.546,0.162,7,Arthropod__phylum,adaptation_topic
conj<conj> centipede,0.828,0.011,0.577,0.134,3,Arthropod__phylum,adaptation_topic
conj< ...,0.813,0.014,0.723,0.043,15,Arthropod__phylum,adaptation_topic
nmod<det> the,0.809,0.015,0.577,0.134,6,Arthropod__phylum,adaptation_topic
compound> camel,-0.79,0.02,-0.756,0.03,2,Arthropod__phylum,adaptation_topic
nmod> ...,0.785,0.021,0.751,0.032,10,Arthropod__phylum,adaptation_topic
conj<compound> ...,0.783,0.022,0.733,0.039,3,Arthropod__phylum,adaptation_topic
conj<nsubj>det> the,0.782,0.022,0.756,0.03,2,Arthropod__phylum,adaptation_topic
nsubj> ...,0.779,0.023,0.845,0.008,3,Arthropod__phylum,adaptation_topic
nsubj<amod> sticky,-0.776,0.024,-0.577,0.134,2,Arthropod__phylum,adaptation_topic
cc> ...,0.772,0.025,0.577,0.134,1,Arthropod__phylum,adaptation_topic
conj> spider,0.767,0.026,0.825,0.012,4,Arthropod__phylum,adaptation_topic
cc> and,0.761,0.028,0.546,0.162,8,Arthropod__phylum,adaptation_topic
nmod>nmod>case> of,0.749,0.032,0.756,0.03,2,Arthropod__phylum,adaptation_topic
nsubj<obl> ...,0.749,0.033,0.732,0.039,6,Arthropod__phylum,adaptation_topic
amod> broad,-0.746,0.034,-0.756,0.03,6,Arthropod__phylum,adaptation_topic
