feat	count	weight	rel_role	group_name
amod> ...	28.0	0.569	adaptation_comment	Arthropod__phylum
nsubj> ...	15.0	0.254	adaptation_comment	Arthropod__phylum
cop> ...	15.0	0.98	adaptation_comment	Arthropod__phylum
cop> be	15.0	0.98	adaptation_comment	Arthropod__phylum
case> ...	13.0	0.824	adaptation_comment	Arthropod__phylum
nsubj< ...	12.0	0.419	adaptation_comment	Arthropod__phylum
det> ...	11.0	0.719	adaptation_comment	Arthropod__phylum
nmod>conj> ...	10.0	0.621	adaptation_comment	Arthropod__phylum
nmod>case> ...	9.0	0.747	adaptation_comment	Arthropod__phylum
compound> ...	9.0	0.396	adaptation_comment	Arthropod__phylum
nmod> ...	9.0	0.485	adaptation_comment	Arthropod__phylum
nsubj<conj> ...	7.0	0.311	adaptation_comment	Arthropod__phylum
conj> ...	7.0	0.969	adaptation_comment	Arthropod__phylum
nsubj>compound> ...	6.0	0.639	adaptation_comment	Arthropod__phylum
det> the	6.0	0.751	adaptation_comment	Arthropod__phylum
acl:relcl> ...	6.0	0.399	adaptation_comment	Arthropod__phylum
nsubj<conj>cc> ...	6.0	0.41	adaptation_comment	Arthropod__phylum
acl:relcl>nsubj> ...	6.0	0.25	adaptation_comment	Arthropod__phylum
obl< ...	6.0	0.206	adaptation_comment	Arthropod__phylum
advmod> ...	5.0	0.414	adaptation_comment	Arthropod__phylum
nsubj<obj> ...	5.0	0.499	adaptation_comment	Arthropod__phylum
case> of	5.0	0.817	adaptation_comment	Arthropod__phylum
nsubj>det> ...	5.0	0.417	adaptation_comment	Arthropod__phylum
nsubj>amod> ...	5.0	0.277	adaptation_comment	Arthropod__phylum
nmod< ...	5.0	0.493	adaptation_comment	Arthropod__phylum
acl:relcl>nsubj> that	5.0	0.325	adaptation_comment	Arthropod__phylum
conj>cc> ...	5.0	0.401	adaptation_comment	Arthropod__phylum
nmod>case> such	4.0	0.699	adaptation_comment	Arthropod__phylum
obj< ...	4.0	0.261	adaptation_comment	Arthropod__phylum
nsubj<conj>cc> and	4.0	0.418	adaptation_comment	Arthropod__phylum
nsubj<conj>amod> ...	4.0	0.373	adaptation_comment	Arthropod__phylum
nmod>case> of	4.0	0.812	adaptation_comment	Arthropod__phylum
nmod>case>fixed> as	4.0	0.389	adaptation_comment	Arthropod__phylum
nsubj<cop> be	4.0	0.586	adaptation_comment	Arthropod__phylum
nsubj<aux> ...	4.0	0.467	adaptation_comment	Arthropod__phylum
nmod>conj>cc> and	4.0	0.188	adaptation_comment	Arthropod__phylum
nmod>conj>cc> ...	4.0	0.196	adaptation_comment	Arthropod__phylum
nsubj<cop> ...	4.0	0.586	adaptation_comment	Arthropod__phylum
nmod>case>fixed> ...	4.0	0.389	adaptation_comment	Arthropod__phylum
nsubj>det> the	4.0	0.353	adaptation_comment	Arthropod__phylum
advcl> ...	3.0	0.408	adaptation_comment	Arthropod__phylum
det> a	3.0	0.75	adaptation_comment	Arthropod__phylum
nsubj>nmod>case> ...	3.0	0.375	adaptation_comment	Arthropod__phylum
nsubj>nmod> ...	3.0	0.243	adaptation_comment	Arthropod__phylum
compound< ...	3.0	0.411	adaptation_comment	Arthropod__phylum
obj<acl<conj> ...	3.0	0.26	adaptation_comment	Arthropod__phylum
obl<aux:pass> be	3.0	0.309	adaptation_comment	Arthropod__phylum
nmod>compound> ...	3.0	0.485	adaptation_comment	Arthropod__phylum
obl<aux:pass> ...	3.0	0.309	adaptation_comment	Arthropod__phylum
nmod<obj< ...	3.0	0.624	adaptation_comment	Arthropod__phylum
nmod<det> ...	3.0	0.443	adaptation_comment	Arthropod__phylum
nsubj<obl>case> ...	3.0	0.478	adaptation_comment	Arthropod__phylum
nmod>amod> ...	3.0	0.288	adaptation_comment	Arthropod__phylum
acl:relcl>obj> ...	3.0	0.402	adaptation_comment	Arthropod__phylum
amod< ...	3.0	0.184	adaptation_comment	Arthropod__phylum
nsubj<obl> ...	3.0	0.191	adaptation_comment	Arthropod__phylum
nsubj>amod> most	3.0	0.314	adaptation_comment	Arthropod__phylum
nsubj<obj>conj> ...	3.0	0.294	adaptation_comment	Arthropod__phylum
conj< ...	3.0	0.683	adaptation_comment	Arthropod__phylum
amod> other	2.0	0.594	adaptation_comment	Arthropod__phylum
conj>obl>case> ...	2.0	0.19	adaptation_comment	Arthropod__phylum
nsubj<acl:relcl> ...	2.0	0.437	adaptation_comment	Arthropod__phylum
nsubj<acl:relcl>nsubj> ...	2.0	0.414	adaptation_comment	Arthropod__phylum
compound>conj>cc> ...	2.0	0.419	adaptation_comment	Arthropod__phylum
nsubj<acl:relcl>obj> ...	2.0	0.223	adaptation_comment	Arthropod__phylum
nsubj<obj>det> the	2.0	0.384	adaptation_comment	Arthropod__phylum
obl<nsubj:pass> ...	2.0	0.379	adaptation_comment	Arthropod__phylum
advcl>nsubj> ...	2.0	0.311	adaptation_comment	Arthropod__phylum
nsubj<conj>cc> or	2.0	0.511	adaptation_comment	Arthropod__phylum
nsubj<obj>compound> ...	2.0	0.246	adaptation_comment	Arthropod__phylum
nsubj<obj>conj> spider	2.0	0.299	adaptation_comment	Arthropod__phylum
nsubj< include	2.0	0.576	adaptation_comment	Arthropod__phylum
nmod<acl:relcl<amod> ...	2.0	0.696	adaptation_comment	Arthropod__phylum
nmod<det> the	2.0	0.538	adaptation_comment	Arthropod__phylum
compound>conj> ...	2.0	0.277	adaptation_comment	Arthropod__phylum
obj<acl< ...	2.0	0.282	adaptation_comment	Arthropod__phylum
advcl>mark> ...	2.0	0.571	adaptation_comment	Arthropod__phylum
nmod>det> ...	2.0	1.005	adaptation_comment	Arthropod__phylum
nsubj<obj>det> ...	2.0	0.445	adaptation_comment	Arthropod__phylum
acl:relcl>obl>case> in	2.0	0.42	adaptation_comment	Arthropod__phylum
nsubj<conj>obj> ...	2.0	0.161	adaptation_comment	Arthropod__phylum
nsubj> species	2.0	0.326	adaptation_comment	Arthropod__phylum
nsubj<advcl>obl> ...	2.0	0.188	adaptation_comment	Arthropod__phylum
nsubj<advcl>obj> ...	2.0	0.287	adaptation_comment	Arthropod__phylum
nsubj<advcl> ...	2.0	0.677	adaptation_comment	Arthropod__phylum
nsubj<advcl>mark> ...	2.0	0.737	adaptation_comment	Arthropod__phylum
obl<obj> ...	2.0	0.277	adaptation_comment	Arthropod__phylum
nsubj<amod> ...	2.0	0.193	adaptation_comment	Arthropod__phylum
acl:relcl>obl>case> ...	2.0	0.552	adaptation_comment	Arthropod__phylum
obj<nsubj> ...	2.0	0.561	adaptation_comment	Arthropod__phylum
acl:relcl>obl> ...	2.0	0.319	adaptation_comment	Arthropod__phylum
nmod<obj<nsubj> ...	2.0	0.264	adaptation_comment	Arthropod__phylum
conj<nsubj> ...	2.0	0.477	adaptation_comment	Arthropod__phylum
amod<case> ...	2.0	0.711	adaptation_comment	Arthropod__phylum
appos< ...	2.0	0.258	adaptation_comment	Arthropod__phylum
amod<nmod<advmod> ...	2.0	0.375	adaptation_comment	Arthropod__phylum
nmod<conj<mark> ...	2.0	0.276	adaptation_comment	Arthropod__phylum
conj>obl> ...	2.0	0.336	adaptation_comment	Arthropod__phylum
nmod>det> the	2.0	0.919	adaptation_comment	Arthropod__phylum
nsubj<acl:relcl>nsubj> that	2.0	0.522	adaptation_comment	Arthropod__phylum
amod<nsubj<mark> ...	2.0	0.182	adaptation_comment	Arthropod__phylum
amod> many	2.0	0.596	adaptation_comment	Arthropod__phylum
xcomp<obl> ...	2.0	0.331	adaptation_comment	Arthropod__phylum
advcl>obl>case> ...	2.0	0.548	adaptation_comment	Arthropod__phylum
xcomp<obl>case> ...	2.0	0.188	adaptation_comment	Arthropod__phylum
amod< species	2.0	0.195	adaptation_comment	Arthropod__phylum
nmod<amod> ...	2.0	0.759	adaptation_comment	Arthropod__phylum
advcl>obl> ...	2.0	0.652	adaptation_comment	Arthropod__phylum
conj>cc> and	2.0	0.474	adaptation_comment	Arthropod__phylum
nsubj> they	2.0	0.282	adaptation_comment	Arthropod__phylum
obj<acl<nmod> ...	2.0	0.267	adaptation_comment	Arthropod__phylum
nsubj<advcl>obj> prey	2.0	0.28	adaptation_comment	Arthropod__phylum
parataxis<nsubj>conj> ...	2.0	0.4	adaptation_comment	Arthropod__phylum
mark> ...	2.0	0.466	adaptation_comment	Arthropod__phylum
acl:relcl>obj> they	2.0	0.522	adaptation_comment	Arthropod__phylum
acl:relcl>xcomp> ...	1.0	0.248	adaptation_comment	Arthropod__phylum
nsubj<advcl<advcl< ...	1.0	0.158	adaptation_comment	Arthropod__phylum
nsubj<advcl< ...	1.0	0.414	adaptation_comment	Arthropod__phylum
nsubj<mark> ...	1.0	0.576	adaptation_comment	Arthropod__phylum
acl:relcl>xcomp>mark> ...	1.0	0.403	adaptation_comment	Arthropod__phylum
nsubj<nsubj> ...	1.0	0.288	adaptation_comment	Arthropod__phylum
obj<acl:relcl< ...	1.0	0.437	adaptation_comment	Arthropod__phylum
obj<acl:relcl<amod> ...	1.0	0.179	adaptation_comment	Arthropod__phylum
nmod<case> ...	1.0	0.514	adaptation_comment	Arthropod__phylum
nmod<obj<mark> ...	1.0	0.314	adaptation_comment	Arthropod__phylum
conj<obl< ...	1.0	0.42	adaptation_comment	Arthropod__phylum
conj<obl<nsubj> ...	1.0	0.374	adaptation_comment	Arthropod__phylum
conj<obl<obl> ...	1.0	0.33	adaptation_comment	Arthropod__phylum
amod>advmod> ...	1.0	0.193	adaptation_comment	Arthropod__phylum
obl<obj>nmod:poss> they	1.0	0.384	adaptation_comment	Arthropod__phylum
obl<obj> exoskeleton	1.0	0.453	adaptation_comment	Arthropod__phylum
nsubj>nmod>case> of	1.0	0.438	adaptation_comment	Arthropod__phylum
nmod<obj<xcomp< ...	1.0	0.565	adaptation_comment	Arthropod__phylum
nmod:poss> ...	1.0	0.602	adaptation_comment	Arthropod__phylum
obl<compound:prt> ...	1.0	0.126	adaptation_comment	Arthropod__phylum
obl<nsubj:pass>det> ...	1.0	0.504	adaptation_comment	Arthropod__phylum
obl<mark> ...	1.0	0.609	adaptation_comment	Arthropod__phylum
obl<ccomp< ...	1.0	0.256	adaptation_comment	Arthropod__phylum
obl<ccomp<nsubj> ...	1.0	0.445	adaptation_comment	Arthropod__phylum
nmod<cc> ...	1.0	0.222	adaptation_comment	Arthropod__phylum
nsubj<acl:relcl>conj> ...	1.0	0.206	adaptation_comment	Arthropod__phylum
nmod<cop> ...	1.0	0.33	adaptation_comment	Arthropod__phylum
conj<case> ...	1.0	0.464	adaptation_comment	Arthropod__phylum
nmod<nsubj> ...	1.0	0.21	adaptation_comment	Arthropod__phylum
nmod<advmod> ...	1.0	0.426	adaptation_comment	Arthropod__phylum
nmod<acl:relcl< ...	1.0	0.317	adaptation_comment	Arthropod__phylum
nmod<conj<obl> ...	1.0	0.499	adaptation_comment	Arthropod__phylum
nmod<conj< ...	1.0	0.341	adaptation_comment	Arthropod__phylum
mark> to	1.0	0.456	adaptation_comment	Arthropod__phylum
nsubj<advmod> ...	1.0	0.181	adaptation_comment	Arthropod__phylum
nsubj<nmod>nmod> ...	1.0	0.218	adaptation_comment	Arthropod__phylum
nsubj<nmod> ...	1.0	0.199	adaptation_comment	Arthropod__phylum
nsubj<nmod>compound> ...	1.0	0.351	adaptation_comment	Arthropod__phylum
nsubj<nmod>case> ...	1.0	0.566	adaptation_comment	Arthropod__phylum
advcl<cop> be	1.0	0.37	adaptation_comment	Arthropod__phylum
nsubj<conj>compound> ...	1.0	0.393	adaptation_comment	Arthropod__phylum
mark> while	1.0	0.42	adaptation_comment	Arthropod__phylum
nsubj>nmod>case> such	1.0	0.275	adaptation_comment	Arthropod__phylum
nsubj<acl:relcl>obl> ...	1.0	0.405	adaptation_comment	Arthropod__phylum
conj<obl<obj> ...	1.0	0.257	adaptation_comment	Arthropod__phylum
conj<nmod:poss> ...	1.0	0.411	adaptation_comment	Arthropod__phylum
nsubj>nmod>compound> ...	1.0	0.447	adaptation_comment	Arthropod__phylum
acl:relcl>cop> ...	1.0	0.191	adaptation_comment	Arthropod__phylum
obj<acl<det> ...	1.0	0.253	adaptation_comment	Arthropod__phylum
obj<acl<amod> ...	1.0	0.314	adaptation_comment	Arthropod__phylum
obj<mark> ...	1.0	0.46	adaptation_comment	Arthropod__phylum
obj<acl<nsubj< ...	1.0	0.737	adaptation_comment	Arthropod__phylum
parataxis<nsubj> ...	1.0	0.615	adaptation_comment	Arthropod__phylum
parataxis<nsubj>nmod> ...	1.0	0.165	adaptation_comment	Arthropod__phylum
parataxis< ...	1.0	0.862	adaptation_comment	Arthropod__phylum
parataxis<obj> ...	1.0	0.174	adaptation_comment	Arthropod__phylum
nsubj>case> ...	1.0	0.239	adaptation_comment	Arthropod__phylum
nsubj>nummod> ...	1.0	0.231	adaptation_comment	Arthropod__phylum
acl:relcl>advcl> ...	1.0	0.55	adaptation_comment	Arthropod__phylum
conj<conj> ...	1.0	0.673	adaptation_comment	Arthropod__phylum
obj<nsubj>nmod> ...	1.0	0.424	adaptation_comment	Arthropod__phylum
obl<aux> ...	1.0	0.828	adaptation_comment	Arthropod__phylum
conj>cc>fixed> ...	1.0	0.367	adaptation_comment	Arthropod__phylum
conj>det> ...	1.0	0.268	adaptation_comment	Arthropod__phylum
obl<conj< ...	1.0	0.388	adaptation_comment	Arthropod__phylum
obl<conj<conj> ...	1.0	0.296	adaptation_comment	Arthropod__phylum
obl<cc> ...	1.0	0.482	adaptation_comment	Arthropod__phylum
obj<advcl> ...	1.0	0.406	adaptation_comment	Arthropod__phylum
conj<conj>cc> ...	1.0	0.334	adaptation_comment	Arthropod__phylum
obj<advcl>obj> ...	1.0	0.417	adaptation_comment	Arthropod__phylum
acl> ...	1.0	0.701	adaptation_comment	Arthropod__phylum
acl>advcl>mark> ...	1.0	0.585	adaptation_comment	Arthropod__phylum
acl>advcl> ...	1.0	0.714	adaptation_comment	Arthropod__phylum
acl>advcl>obj> ...	1.0	0.222	adaptation_comment	Arthropod__phylum
conj<nsubj>amod> ...	1.0	0.183	adaptation_comment	Arthropod__phylum
conj<nsubj>compound> ...	1.0	0.433	adaptation_comment	Arthropod__phylum
conj<aux> ...	1.0	0.298	adaptation_comment	Arthropod__phylum
nsubj>nmod>det> ...	1.0	0.181	adaptation_comment	Arthropod__phylum
nmod<obj<aux> ...	1.0	0.234	adaptation_comment	Arthropod__phylum
conj<amod> ...	1.0	0.774	adaptation_comment	Arthropod__phylum
advcl<nsubj>compound> ...	1.0	0.27	adaptation_comment	Arthropod__phylum
advcl<nsubj> ...	1.0	0.396	adaptation_comment	Arthropod__phylum
advcl<nsubj>nmod> ...	1.0	0.151	adaptation_comment	Arthropod__phylum
advcl<cop> ...	1.0	0.37	adaptation_comment	Arthropod__phylum
advcl< ...	1.0	0.372	adaptation_comment	Arthropod__phylum
nsubj>appos>compound> ...	1.0	0.428	adaptation_comment	Arthropod__phylum
nsubj>appos> ...	1.0	0.254	adaptation_comment	Arthropod__phylum
