feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
nmod< bat,0.981,0.0,0.577,0.134,2,Bat__order,taxongroup_comment
nmod< ...,0.957,0.0,0.826,0.012,36,Bat__order,taxongroup_comment
list<list> dracula,0.955,0.0,0.577,0.134,3,Bat__order,taxongroup_comment
list<list> extant,0.953,0.0,0.577,0.134,3,Bat__order,taxongroup_comment
nmod< group,0.951,0.0,0.577,0.134,3,Bat__order,taxongroup_comment
list<list> archaeodapte,0.946,0.0,0.577,0.134,3,Bat__order,taxongroup_comment
list<list> rotundus,0.946,0.0,0.577,0.134,3,Bat__order,taxongroup_comment
list<list> bat,0.943,0.0,0.577,0.134,8,Bat__order,taxongroup_comment
list<list> puntajudensis,0.943,0.0,0.577,0.134,3,Bat__order,taxongroup_comment
list<list> stocki,0.942,0.0,0.577,0.134,3,Bat__order,taxongroup_comment
appos<appos> bat,0.939,0.001,0.774,0.024,19,Bat__order,taxongroup_comment
list<list> extinct,0.937,0.001,0.577,0.134,9,Bat__order,taxongroup_comment
nmod< species,0.916,0.001,0.682,0.062,10,Bat__order,taxongroup_comment
appos<appos<advcl> live,0.91,0.002,0.577,0.134,4,Bat__order,taxongroup_comment
nsubj<appos> bat,0.907,0.002,0.756,0.03,2,Bat__order,taxongroup_comment
appos>compound> ...,0.907,0.002,0.764,0.027,9,Bat__order,taxongroup_comment
nsubj<obl>det> ...,0.9,0.002,0.577,0.134,1,Bat__order,taxongroup_comment
obj<conj>compound> horseshoe,0.896,0.003,0.577,0.134,3,Bat__order,taxongroup_comment
list<list> australis,0.896,0.003,0.577,0.134,2,Bat__order,taxongroup_comment
nmod<conj> bat,0.895,0.003,0.577,0.134,3,Bat__order,taxongroup_comment
compound>conj>cc> or,0.893,0.003,0.756,0.03,2,Bat__order,taxongroup_comment
obl<nmod<nmod> ...,0.887,0.003,0.577,0.134,3,Bat__order,taxongroup_comment
appos<appos>amod> Siberian,0.881,0.004,0.577,0.134,3,Bat__order,taxongroup_comment
conj<conj>appos> ziama,0.88,0.004,0.577,0.134,2,Bat__order,taxongroup_comment
appos<nmod<det> ...,-0.878,0.004,-0.577,0.134,1,Bat__order,taxongroup_comment
appos<appos> auritus,0.876,0.004,0.577,0.134,4,Bat__order,taxongroup_comment
nmod<obj< ...,0.874,0.005,0.577,0.134,8,Bat__order,taxongroup_comment
appos<compound> ...,-0.873,0.005,-0.764,0.027,3,Bat__order,taxongroup_comment
case> from,0.872,0.005,0.741,0.035,11,Bat__order,taxongroup_comment
list<list>compound> vampire,0.867,0.005,0.577,0.134,6,Bat__order,taxongroup_comment
nmod< type,0.867,0.005,0.764,0.027,3,Bat__order,taxongroup_comment
nmod< those,0.863,0.006,0.577,0.134,2,Bat__order,taxongroup_comment
obj<acl< ...,-0.862,0.006,-0.655,0.078,3,Bat__order,taxongroup_comment
appos>compound> Syconycteris,0.859,0.006,0.764,0.027,3,Bat__order,taxongroup_comment
nmod<obj< have,0.855,0.007,0.577,0.134,3,Bat__order,taxongroup_comment
list<list>amod> Desmodus,0.853,0.007,0.577,0.134,6,Bat__order,taxongroup_comment
appos<conj>det> the,0.852,0.007,0.764,0.027,10,Bat__order,taxongroup_comment
list<list>compound> Desmodus,0.849,0.008,0.577,0.134,9,Bat__order,taxongroup_comment
conj<conj>appos> pearsoni,0.843,0.009,0.577,0.134,3,Bat__order,taxongroup_comment
nmod> bat,0.84,0.009,0.866,0.005,10,Bat__order,taxongroup_comment
appos<appos>amod> eare,0.839,0.009,0.577,0.134,3,Bat__order,taxongroup_comment
list<list>compound> ...,0.837,0.01,0.577,0.134,1,Bat__order,taxongroup_comment
compound<appos<nsubj< ...,0.836,0.01,0.764,0.027,3,Bat__order,taxongroup_comment
conj<appos>appos> rotundus,0.834,0.01,0.756,0.03,2,Bat__order,taxongroup_comment
conj<appos>appos> hilli,0.833,0.01,0.577,0.134,3,Bat__order,taxongroup_comment
nmod<amod> largest,0.832,0.01,0.577,0.134,4,Bat__order,taxongroup_comment
appos>compound> R.,0.83,0.011,0.805,0.016,23,Bat__order,taxongroup_comment
nmod<amod> common,0.83,0.011,0.577,0.134,2,Bat__order,taxongroup_comment
nmod>case> such,0.83,0.011,0.764,0.027,14,Bat__order,taxongroup_comment
case> by,0.827,0.011,0.577,0.134,4,Bat__order,taxongroup_comment
conj<obl<nsubj> ...,0.826,0.012,0.764,0.027,4,Bat__order,taxongroup_comment
