feat	count	weight	rel_role	group_name
amod< ...	19.0	0.161	adaptation_comment	Bat__order
amod<case> ...	10.0	0.635	adaptation_comment	Bat__order
amod> ...	9.0	0.84	adaptation_comment	Bat__order
case> ...	8.0	0.832	adaptation_comment	Bat__order
compound< ...	8.0	0.266	adaptation_comment	Bat__order
amod<det> ...	8.0	0.473	adaptation_comment	Bat__order
compound<case> ...	8.0	0.183	adaptation_comment	Bat__order
cop> be	7.0	0.321	adaptation_comment	Bat__order
conj> ...	7.0	0.877	adaptation_comment	Bat__order
nsubj> ...	7.0	0.564	adaptation_comment	Bat__order
cop> ...	7.0	0.281	adaptation_comment	Bat__order
amod<nmod<nmod> ...	5.0	0.487	adaptation_comment	Bat__order
conj>cc> ...	5.0	0.658	adaptation_comment	Bat__order
amod<nmod< ...	5.0	0.3	adaptation_comment	Bat__order
amod<amod> ...	5.0	0.204	adaptation_comment	Bat__order
advmod> ...	5.0	0.455	adaptation_comment	Bat__order
obl< ...	4.0	0.284	adaptation_comment	Bat__order
amod<compound> ...	4.0	0.272	adaptation_comment	Bat__order
obl<obl>case> ...	4.0	0.471	adaptation_comment	Bat__order
compound<nmod< ...	4.0	0.418	adaptation_comment	Bat__order
obl<obl> ...	4.0	0.42	adaptation_comment	Bat__order
amod<case> of	4.0	0.641	adaptation_comment	Bat__order
amod< structure	4.0	0.305	adaptation_comment	Bat__order
conj>cc> and	4.0	0.844	adaptation_comment	Bat__order
nmod< ...	4.0	0.444	adaptation_comment	Bat__order
det> ...	4.0	0.812	adaptation_comment	Bat__order
compound<obl< ...	4.0	0.344	adaptation_comment	Bat__order
amod<obl< ...	4.0	0.402	adaptation_comment	Bat__order
nsubj:pass<obl>case> ...	3.0	0.309	adaptation_comment	Bat__order
nsubj:pass<obl> ...	3.0	0.356	adaptation_comment	Bat__order
nsubj< ...	3.0	0.572	adaptation_comment	Bat__order
nsubj:pass< ...	3.0	0.335	adaptation_comment	Bat__order
nsubj:pass<aux:pass> ...	3.0	0.338	adaptation_comment	Bat__order
compound< site	3.0	0.424	adaptation_comment	Bat__order
amod<case> with	3.0	0.682	adaptation_comment	Bat__order
amod<det> the	3.0	0.481	adaptation_comment	Bat__order
nmod> ...	3.0	0.264	adaptation_comment	Bat__order
nmod>case> ...	3.0	0.608	adaptation_comment	Bat__order
amod<obj< ...	3.0	0.264	adaptation_comment	Bat__order
obl<nsubj> ...	3.0	0.784	adaptation_comment	Bat__order
amod<acl:relcl>nmod> ...	3.0	0.334	adaptation_comment	Bat__order
det> this	3.0	0.711	adaptation_comment	Bat__order
amod<det> a	3.0	0.494	adaptation_comment	Bat__order
compound> ...	3.0	0.277	adaptation_comment	Bat__order
nsubj:pass<aux:pass> be	3.0	0.338	adaptation_comment	Bat__order
nsubj> bat	3.0	0.507	adaptation_comment	Bat__order
amod<nmod<nsubj> ...	3.0	0.347	adaptation_comment	Bat__order
nsubj>compound> ...	3.0	0.647	adaptation_comment	Bat__order
amod<cc> and	2.0	0.326	adaptation_comment	Bat__order
obl>case> ...	2.0	0.336	adaptation_comment	Bat__order
obl> ...	2.0	0.504	adaptation_comment	Bat__order
nsubj>nmod> ...	2.0	0.435	adaptation_comment	Bat__order
obl<obj> ...	2.0	0.354	adaptation_comment	Bat__order
obl<obj>det> ...	2.0	0.253	adaptation_comment	Bat__order
compound<obl<nsubj> ...	2.0	0.417	adaptation_comment	Bat__order
compound<nmod:poss> ...	2.0	0.12	adaptation_comment	Bat__order
nmod<nmod>case> ...	2.0	0.313	adaptation_comment	Bat__order
amod<conj> ...	2.0	0.293	adaptation_comment	Bat__order
obl<obl>compound> ...	2.0	0.357	adaptation_comment	Bat__order
compound<compound> winter	2.0	0.302	adaptation_comment	Bat__order
advcl>obl>case> as	2.0	0.371	adaptation_comment	Bat__order
amod<nsubj> ...	2.0	0.405	adaptation_comment	Bat__order
appos< ...	2.0	0.469	adaptation_comment	Bat__order
amod<nsubj>amod> ...	2.0	0.334	adaptation_comment	Bat__order
obl<cc> ...	2.0	0.404	adaptation_comment	Bat__order
obl<advmod> ...	2.0	0.323	adaptation_comment	Bat__order
nmod<det> ...	2.0	0.564	adaptation_comment	Bat__order
nmod<nmod> ...	2.0	0.392	adaptation_comment	Bat__order
amod<conj>cc> ...	2.0	0.37	adaptation_comment	Bat__order
nsubj>nmod>case> ...	2.0	0.5	adaptation_comment	Bat__order
amod<case> to	2.0	0.639	adaptation_comment	Bat__order
amod<cc> ...	2.0	0.326	adaptation_comment	Bat__order
compound<nmod>case> ...	2.0	0.407	adaptation_comment	Bat__order
compound<nmod> ...	2.0	0.317	adaptation_comment	Bat__order
nsubj> majority	2.0	0.601	adaptation_comment	Bat__order
nsubj<parataxis>obl> ...	2.0	0.514	adaptation_comment	Bat__order
amod<conj>cc> and	2.0	0.37	adaptation_comment	Bat__order
nsubj<obj>nmod> ...	2.0	0.376	adaptation_comment	Bat__order
nsubj<obj> ...	2.0	0.331	adaptation_comment	Bat__order
cc> and	2.0	0.583	adaptation_comment	Bat__order
amod<nmod>case> ...	2.0	0.181	adaptation_comment	Bat__order
conj< ...	2.0	0.487	adaptation_comment	Bat__order
cc> ...	2.0	0.529	adaptation_comment	Bat__order
compound<compound> ...	2.0	0.358	adaptation_comment	Bat__order
amod<nmod>compound> ...	2.0	0.189	adaptation_comment	Bat__order
amod<nmod> ...	2.0	0.514	adaptation_comment	Bat__order
amod<nmod>conj> ...	2.0	0.201	adaptation_comment	Bat__order
nsubj>amod> ...	2.0	0.255	adaptation_comment	Bat__order
obl<cc> and	2.0	0.366	adaptation_comment	Bat__order
advcl>advcl>advmod> ...	2.0	0.619	adaptation_comment	Bat__order
advcl>obl> ...	2.0	0.37	adaptation_comment	Bat__order
advcl>obl>case> ...	2.0	0.428	adaptation_comment	Bat__order
nsubj:pass<obl>case> in	2.0	0.325	adaptation_comment	Bat__order
nsubj>nmod>case> of	2.0	0.5	adaptation_comment	Bat__order
amod<conj< ...	2.0	0.263	adaptation_comment	Bat__order
amod<obl<acl:relcl< ...	2.0	0.708	adaptation_comment	Bat__order
amod<obl<nsubj> ...	2.0	0.324	adaptation_comment	Bat__order
amod<nmod< one	2.0	0.288	adaptation_comment	Bat__order
amod<nmod<cop> be	2.0	0.161	adaptation_comment	Bat__order
amod<nmod<cop> ...	2.0	0.161	adaptation_comment	Bat__order
amod<nsubj< ...	2.0	0.161	adaptation_comment	Bat__order
amod<nmod<nmod> number	2.0	0.452	adaptation_comment	Bat__order
amod<nsubj<obj> ...	2.0	0.259	adaptation_comment	Bat__order
amod<obj<nsubj> ...	2.0	0.223	adaptation_comment	Bat__order
compound<case> to	2.0	0.214	adaptation_comment	Bat__order
nmod>det> ...	2.0	0.266	adaptation_comment	Bat__order
amod<nmod<nsubj> it	2.0	0.417	adaptation_comment	Bat__order
nsubj>det> ...	2.0	0.452	adaptation_comment	Bat__order
conj>conj>cc> ...	1.0	0.457	adaptation_comment	Bat__order
compound<obl<aux> ...	1.0	0.242	adaptation_comment	Bat__order
conj>advmod> ...	1.0	0.301	adaptation_comment	Bat__order
conj>conj> ...	1.0	0.344	adaptation_comment	Bat__order
conj>cop> ...	1.0	0.335	adaptation_comment	Bat__order
compound<obl<obj> ...	1.0	0.344	adaptation_comment	Bat__order
compound<obl<conj> ...	1.0	0.421	adaptation_comment	Bat__order
compound<obl<obl> ...	1.0	0.483	adaptation_comment	Bat__order
compound<obl<xcomp< ...	1.0	0.388	adaptation_comment	Bat__order
compound<conj>nmod> ...	1.0	0.206	adaptation_comment	Bat__order
compound<conj> ...	1.0	0.252	adaptation_comment	Bat__order
