token	relrole	arcpath	lemma	upos	widx	token
Mex-2908_47_migration-3	adaptation_comment	nsubj<mark>	while	SCONJ	1	Mex-2908_47_migration-3
Mex-2908_47_migration-3	adaptation_comment	det>	this	DET	2	Mex-2908_47_migration-3
Mex-2908_47_migration-3	adaptation_comment	nsubj<cop>	be	AUX	4	Mex-2908_47_migration-3
Mex-2908_47_migration-3	adaptation_comment	nsubj<advmod>	extremely	ADV	5	Mex-2908_47_migration-3
Mex-2908_47_migration-3	adaptation_comment	nsubj<	extensive	ADJ	6	Mex-2908_47_migration-3
Mex-2908_47_migration-3	adaptation_comment	nsubj<advcl<nsubj>	way	NOUN	9	Mex-2908_47_migration-3
Mex-2908_47_migration-3	adaptation_comment	nsubj<advcl<aux>	must	AUX	10	Mex-2908_47_migration-3
Mex-2908_47_migration-3	adaptation_comment	nsubj<advcl<	exist	VERB	11	Mex-2908_47_migration-3
Mex-2908_47_migration-3	adaptation_comment	nsubj<advcl<obl>	bat	NOUN	14	Mex-2908_47_migration-3
Mex-2908_47_migration-3	adaptation_comment	nsubj<advcl<advcl>	congregate	VERB	17	Mex-2908_47_migration-3
Hum13cf_11_migration-24	adaptation_comment	obl<advmod>	seasonally	ADV	1	Hum13cf_11_migration-24
Hum13cf_11_migration-24	adaptation_comment	obl<advmod>obl>	tropic	NOUN	4	Hum13cf_11_migration-24
Hum13cf_11_migration-24	adaptation_comment	obl<obl>case>	to	ADP	5	Hum13cf_11_migration-24
Hum13cf_11_migration-24	adaptation_comment	obl<obl>nmod:poss>	they	PRON	6	Hum13cf_11_migration-24
Hum13cf_11_migration-24	adaptation_comment	obl<obl>amod>	northern	ADJ	7	Hum13cf_11_migration-24
Hum13cf_11_migration-24	adaptation_comment	obl<obl>compound>	feeding	NOUN	8	Hum13cf_11_migration-24
Hum13cf_11_migration-24	adaptation_comment	obl<obl>	grounds	NOUN	9	Hum13cf_11_migration-24
Hum13cf_11_migration-24	adaptation_comment	obl<cc>	and	CCONJ	11	Hum13cf_11_migration-24
Hum13cf_11_migration-24	adaptation_comment	obl<obl>case>	during	ADP	12	Hum13cf_11_migration-24
Hum13cf_11_migration-24	adaptation_comment	obl<obl>det>	the	DET	13	Hum13cf_11_migration-24
Hum13cf_11_migration-24	adaptation_comment	obl<obl>compound>	summer	NOUN	14	Hum13cf_11_migration-24
Hum13cf_11_migration-24	adaptation_comment	obl<obl>	month	NOUN	15	Hum13cf_11_migration-24
Hum13cf_11_migration-24	adaptation_comment	obl<nsubj>	they	PRON	16	Hum13cf_11_migration-24
Hum13cf_11_migration-24	adaptation_comment	obl<aux>	must	AUX	17	Hum13cf_11_migration-24
Hum13cf_11_migration-24	adaptation_comment	obl<	feed	VERB	18	Hum13cf_11_migration-24
Hum13cf_11_migration-24	adaptation_comment	obl<advmod>	intensely	ADV	19	Hum13cf_11_migration-24
Hum13cf_11_migration-24	adaptation_comment	obl<obl>case>	in	ADP	20	Hum13cf_11_migration-24
Hum13cf_11_migration-24	adaptation_comment	obl<obl>	preparation	NOUN	21	Hum13cf_11_migration-24
