rel_role	adaptation_comment	adaptation_topic	free_topic	location_comment	location_topic	taxongroup_comment	taxongroup_topic	group	N
adaptation_comment	1.0	0.0	0.001	0.025	0.0	0.0	0.0	Amphibian__class	73
adaptation_topic	0.0	1.0	0.0	0.0	0.036	0.0	0.0	Amphibian__class	174
free_topic	0.001	0.0	1.0	0.0	0.0	0.0	0.0	Amphibian__class	577
location_comment	0.025	0.0	0.0	1.0	0.0	0.028	0.0	Amphibian__class	63
location_topic	0.0	0.036	0.0	0.0	1.0	0.0	0.008	Amphibian__class	133
taxongroup_comment	0.0	0.0	0.0	0.028	0.0	1.0	0.0	Amphibian__class	388
taxongroup_topic	0.0	0.0	0.0	0.0	0.008	0.0	1.0	Amphibian__class	399
