feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
appos<conj>compound> european,0.939,0.001,0.577,0.134,2,Amphibian__class,location_topic
appos<appos> ...,0.923,0.001,0.577,0.134,4,Amphibian__class,location_topic
appos<appos> frog,0.923,0.001,0.577,0.134,4,Amphibian__class,location_topic
appos<case> as,0.909,0.002,0.577,0.134,2,Amphibian__class,location_topic
nsubj<det> the,0.902,0.002,0.756,0.03,2,Amphibian__class,location_topic
appos<conj>compound> ...,0.895,0.003,0.577,0.134,1,Amphibian__class,location_topic
conj<appos<conj> ...,0.891,0.003,0.436,0.28,11,Amphibian__class,location_topic
nmod<amod> ...,0.866,0.005,0.577,0.134,10,Amphibian__class,location_topic
nmod<nmod> ...,0.865,0.005,0.577,0.134,4,Amphibian__class,location_topic
appos<conj>compound> Holarctic,0.864,0.006,0.577,0.134,2,Amphibian__class,location_topic
nmod<amod> many,0.84,0.009,0.577,0.134,2,Amphibian__class,location_topic
nsubj<amod> ...,0.838,0.009,0.756,0.03,4,Amphibian__class,location_topic
case> to,0.832,0.01,0.577,0.134,2,Amphibian__class,location_topic
nmod<det> the,0.826,0.011,0.577,0.134,11,Amphibian__class,location_topic
nmod< habitat,0.813,0.014,0.577,0.134,2,Amphibian__class,location_topic
conj> frog,0.813,0.014,0.846,0.008,8,Amphibian__class,location_topic
nmod<amod> other,0.808,0.015,0.577,0.134,2,Amphibian__class,location_topic
appos<conj>compound> grass,0.807,0.015,0.577,0.134,2,Amphibian__class,location_topic
nmod<det> a,0.807,0.015,0.218,0.604,7,Amphibian__class,location_topic
case> in,0.807,0.016,0.577,0.134,3,Amphibian__class,location_topic
case> of,0.805,0.016,0.327,0.429,22,Amphibian__class,location_topic
nmod< ...,0.803,0.016,0.577,0.134,20,Amphibian__class,location_topic
case> such,0.801,0.017,0.655,0.078,4,Amphibian__class,location_topic
appos<nsubj< make,0.78,0.022,0.577,0.134,2,Amphibian__class,location_topic
nmod< species,0.773,0.025,0.218,0.604,6,Amphibian__class,location_topic
nmod< amphibian,0.77,0.026,0.577,0.134,3,Amphibian__class,location_topic
nsubj:pass<aux:pass> be,-0.765,0.027,-0.764,0.027,5,Amphibian__class,location_topic
nsubj<obl>case> to,0.752,0.032,0.577,0.134,3,Amphibian__class,location_topic
appos<conj> ...,0.751,0.032,0.756,0.03,2,Amphibian__class,location_topic
appos<appos>amod> ...,0.737,0.037,0.577,0.134,4,Amphibian__class,location_topic
nsubj<obl>case> ...,0.737,0.037,0.577,0.134,5,Amphibian__class,location_topic
nsubj<obl>case> in,0.736,0.037,0.577,0.134,4,Amphibian__class,location_topic
conj>compound> ...,0.731,0.039,0.756,0.03,6,Amphibian__class,location_topic
conj<appos>compound> ...,0.73,0.04,0.577,0.134,1,Amphibian__class,location_topic
conj>amod> ...,0.729,0.04,0.791,0.019,9,Amphibian__class,location_topic
appos> conservation,0.728,0.041,0.577,0.134,2,Amphibian__class,location_topic
appos<conj> salamander,0.724,0.042,0.63,0.094,2,Amphibian__class,location_topic
advmod> especially,0.671,0.068,0.764,0.027,3,Amphibian__class,location_topic
appos<conj> frog,0.662,0.074,0.577,0.134,4,Amphibian__class,location_topic
nsubj<obl>det> a,0.653,0.079,0.577,0.134,2,Amphibian__class,location_topic
