feat	count	weight	rel_role	group_name
case> ...	26.0	0.954	adaptation_comment	Amphibian__class
obl< ...	18.0	0.436	adaptation_comment	Amphibian__class
nsubj<obj>conj> ...	13.0	0.603	adaptation_comment	Amphibian__class
amod> ...	13.0	0.682	adaptation_comment	Amphibian__class
nmod> ...	11.0	0.436	adaptation_comment	Amphibian__class
nmod>case> ...	11.0	0.789	adaptation_comment	Amphibian__class
advmod> ...	10.0	0.47	adaptation_comment	Amphibian__class
obj< ...	10.0	0.334	adaptation_comment	Amphibian__class
nsubj< ...	10.0	0.688	adaptation_comment	Amphibian__class
obl<obl> ...	10.0	0.305	adaptation_comment	Amphibian__class
obl<obl>case> ...	10.0	0.32	adaptation_comment	Amphibian__class
det> ...	8.0	0.916	adaptation_comment	Amphibian__class
conj< ...	8.0	0.579	adaptation_comment	Amphibian__class
compound> ...	8.0	0.513	adaptation_comment	Amphibian__class
nmod< ...	8.0	0.442	adaptation_comment	Amphibian__class
cc> ...	7.0	0.673	adaptation_comment	Amphibian__class
obl<mark> ...	7.0	0.54	adaptation_comment	Amphibian__class
nmod>compound> ...	7.0	0.349	adaptation_comment	Amphibian__class
conj> ...	7.0	1.014	adaptation_comment	Amphibian__class
obl<obl>det> ...	7.0	0.433	adaptation_comment	Amphibian__class
conj>cc> ...	7.0	0.556	adaptation_comment	Amphibian__class
amod< ...	7.0	0.177	adaptation_comment	Amphibian__class
obj<nsubj> ...	7.0	0.273	adaptation_comment	Amphibian__class
nsubj<obj> ...	6.0	0.258	adaptation_comment	Amphibian__class
conj>cc> and	6.0	0.659	adaptation_comment	Amphibian__class
det> a	6.0	0.947	adaptation_comment	Amphibian__class
amod<det> ...	6.0	0.497	adaptation_comment	Amphibian__class
nmod>amod> ...	6.0	0.26	adaptation_comment	Amphibian__class
obl<nsubj> ...	6.0	0.671	adaptation_comment	Amphibian__class
nmod<amod> ...	5.0	0.542	adaptation_comment	Amphibian__class
case> from	5.0	0.986	adaptation_comment	Amphibian__class
nmod<det> ...	5.0	0.533	adaptation_comment	Amphibian__class
cop> be	5.0	0.444	adaptation_comment	Amphibian__class
compound< ...	5.0	0.356	adaptation_comment	Amphibian__class
cc> and	5.0	0.79	adaptation_comment	Amphibian__class
obl<advmod> ...	5.0	0.295	adaptation_comment	Amphibian__class
obj<nsubj>amod> ...	5.0	0.31	adaptation_comment	Amphibian__class
nmod<det> the	5.0	0.583	adaptation_comment	Amphibian__class
obj<mark> ...	5.0	0.514	adaptation_comment	Amphibian__class
obj<conj> ...	5.0	0.458	adaptation_comment	Amphibian__class
nsubj> ...	5.0	0.34	adaptation_comment	Amphibian__class
cop> ...	5.0	0.472	adaptation_comment	Amphibian__class
obl<advcl< ...	5.0	0.388	adaptation_comment	Amphibian__class
nmod>case> of	5.0	0.86	adaptation_comment	Amphibian__class
obl<obl>det> the	5.0	0.453	adaptation_comment	Amphibian__class
obl<obl>amod> ...	5.0	0.379	adaptation_comment	Amphibian__class
nmod>compound> honey	4.0	0.337	adaptation_comment	Amphibian__class
