feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
obj< deter,0.952,0.0,0.577,0.134,2,Amphibian__class,adaptation_comment
det> the,0.883,0.004,0.756,0.03,2,Amphibian__class,adaptation_comment
case> by,0.855,0.007,0.756,0.03,2,Amphibian__class,adaptation_comment
case> in,0.845,0.008,0.756,0.03,2,Amphibian__class,adaptation_comment
amod> ...,0.828,0.011,0.815,0.014,13,Amphibian__class,adaptation_comment
nsubj<advcl>mark> ...,-0.825,0.012,-0.845,0.008,3,Amphibian__class,adaptation_comment
obj<nsubj> they,0.801,0.017,0.577,0.134,2,Amphibian__class,adaptation_comment
case> through,0.772,0.025,0.764,0.027,4,Amphibian__class,adaptation_comment
nmod< ...,0.766,0.027,0.674,0.067,8,Amphibian__class,adaptation_comment
compound> ...,-0.766,0.027,-0.639,0.088,6,Amphibian__class,adaptation_comment
cc> and,0.734,0.038,0.825,0.012,5,Amphibian__class,adaptation_comment
obj<conj> ...,0.732,0.039,0.764,0.027,5,Amphibian__class,adaptation_comment
conj> compare,0.731,0.039,0.577,0.134,2,Amphibian__class,adaptation_comment
obl<advcl<nsubj> ...,0.729,0.04,0.577,0.134,1,Amphibian__class,adaptation_comment
case> during,0.698,0.054,0.655,0.078,3,Amphibian__class,adaptation_comment
conj> ...,0.697,0.055,0.678,0.065,5,Amphibian__class,adaptation_comment
obj<nsubj> ...,0.691,0.058,0.385,0.346,5,Amphibian__class,adaptation_comment
obl<obl>case> in,0.686,0.06,0.655,0.078,4,Amphibian__class,adaptation_comment
case> of,0.677,0.065,0.577,0.134,3,Amphibian__class,adaptation_comment
obl<aux> ...,0.676,0.066,0.756,0.03,2,Amphibian__class,adaptation_comment
obl<nsubj> ...,0.665,0.072,0.546,0.162,6,Amphibian__class,adaptation_comment
obl<obl>case> ...,0.654,0.079,0.764,0.027,6,Amphibian__class,adaptation_comment
obj<advcl< ...,0.65,0.081,0.655,0.078,4,Amphibian__class,adaptation_comment
case> from,0.642,0.086,0.577,0.134,5,Amphibian__class,adaptation_comment
obl<mark> after,0.641,0.087,0.577,0.134,2,Amphibian__class,adaptation_comment
obj< ...,0.64,0.088,0.183,0.665,6,Amphibian__class,adaptation_comment
obj<advcl<cop> be,-0.638,0.089,-0.546,0.162,3,Amphibian__class,adaptation_comment
obj<mark> to,-0.616,0.104,-0.62,0.101,3,Amphibian__class,adaptation_comment
nmod<nmod<obj< ...,-0.616,0.104,-0.577,0.134,3,Amphibian__class,adaptation_comment
nmod<det> the,0.615,0.105,0.577,0.134,5,Amphibian__class,adaptation_comment
obl<mark> ...,0.605,0.112,0.62,0.101,3,Amphibian__class,adaptation_comment
conj< ...,0.605,0.112,0.825,0.012,8,Amphibian__class,adaptation_comment
obl< go,0.599,0.117,0.591,0.123,4,Amphibian__class,adaptation_comment
nsubj< include,0.589,0.125,0.577,0.134,4,Amphibian__class,adaptation_comment
nsubj<obj>conj> spider,0.587,0.126,0.577,0.134,2,Amphibian__class,adaptation_comment
obj<nsubj>amod> ...,0.582,0.13,0.577,0.134,5,Amphibian__class,adaptation_comment
nmod<amod> common,0.573,0.138,0.577,0.134,2,Amphibian__class,adaptation_comment
nmod>case> of,0.568,0.142,0.514,0.192,5,Amphibian__class,adaptation_comment
nsubj<obj>conj> ...,0.568,0.142,0.436,0.28,11,Amphibian__class,adaptation_comment
nmod>case> ...,0.55,0.157,0.327,0.429,4,Amphibian__class,adaptation_comment
obl<obl>amod> ...,0.526,0.181,0.577,0.134,5,Amphibian__class,adaptation_comment
nsubj> newt,0.478,0.231,0.412,0.31,2,Amphibian__class,adaptation_comment
nmod> be,0.477,0.232,0.514,0.192,4,Amphibian__class,adaptation_comment
det> a,0.456,0.257,0.309,0.457,6,Amphibian__class,adaptation_comment
nmod>compound> ...,0.449,0.265,0.296,0.476,3,Amphibian__class,adaptation_comment
nmod> ...,0.444,0.27,0.385,0.346,5,Amphibian__class,adaptation_comment
conj>cc> ...,0.441,0.274,0.412,0.31,1,Amphibian__class,adaptation_comment
