feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
conj> turtle,0.981,0.0,0.577,0.134,3,Amphibian__class,free_topic
conj> crustacean,0.981,0.0,0.577,0.134,4,Amphibian__class,free_topic
conj> mammal,0.975,0.0,0.436,0.28,7,Amphibian__class,free_topic
conj>nmod>conj> ...,0.966,0.0,0.577,0.134,4,Amphibian__class,free_topic
conj<compound> ...,0.925,0.001,0.655,0.078,11,Amphibian__class,free_topic
conj>amod> ...,0.923,0.001,0.327,0.429,8,Amphibian__class,free_topic
conj> bird,0.908,0.002,0.218,0.604,8,Amphibian__class,free_topic
nmod< %,0.905,0.002,0.577,0.134,3,Amphibian__class,free_topic
conj> insect,0.889,0.003,0.109,0.797,5,Amphibian__class,free_topic
nmod< ...,0.876,0.004,0.436,0.28,39,Amphibian__class,free_topic
conj>amod> small,0.876,0.004,0.577,0.134,4,Amphibian__class,free_topic
compound<compound> ...,0.864,0.006,0.655,0.078,11,Amphibian__class,free_topic
nmod<case> to,0.853,0.007,0.577,0.134,5,Amphibian__class,free_topic
appos<appos>compound> ...,0.851,0.007,0.764,0.027,4,Amphibian__class,free_topic
nsubj<amod> largest,-0.849,0.008,-0.756,0.03,2,Amphibian__class,free_topic
conj>nmod>amod> ...,0.847,0.008,0.218,0.604,4,Amphibian__class,free_topic
appos<appos>conj> ...,0.846,0.008,0.577,0.134,3,Amphibian__class,free_topic
acl:relcl>obj> ...,-0.845,0.008,-0.577,0.134,3,Amphibian__class,free_topic
nmod< amphibian,0.843,0.009,0.764,0.027,3,Amphibian__class,free_topic
conj<conj>compound> freshwater,0.84,0.009,0.756,0.03,2,Amphibian__class,free_topic
conj<conj>appos> ...,0.835,0.01,0.577,0.134,5,Amphibian__class,free_topic
conj<obl>case> as,0.835,0.01,0.756,0.03,2,Amphibian__class,free_topic
conj<obl<nsubj> ...,-0.832,0.01,-0.655,0.078,8,Amphibian__class,free_topic
nmod< species,0.831,0.011,0.577,0.134,19,Amphibian__class,free_topic
nmod<amod> several,0.83,0.011,0.577,0.134,2,Amphibian__class,free_topic
appos<appos> salamander,0.827,0.011,0.577,0.134,2,Amphibian__class,free_topic
nmod<case> of,0.824,0.012,0.436,0.28,6,Amphibian__class,free_topic
nmod< family,0.823,0.012,0.764,0.027,3,Amphibian__class,free_topic
appos<conj> salamander,0.821,0.012,0.577,0.134,2,Amphibian__class,free_topic
appos<appos> ...,0.82,0.013,0.655,0.078,15,Amphibian__class,free_topic
conj> frog,0.819,0.013,0.218,0.604,3,Amphibian__class,free_topic
obj<advcl<nsubj> ...,-0.814,0.014,-0.577,0.134,3,Amphibian__class,free_topic
nmod<case> in,0.812,0.014,0.577,0.134,4,Amphibian__class,free_topic
nmod<case> ...,0.81,0.015,0.577,0.134,4,Amphibian__class,free_topic
nmod<conj<conj> bird,0.81,0.015,0.655,0.078,3,Amphibian__class,free_topic
obl< include,0.801,0.017,0.756,0.03,2,Amphibian__class,free_topic
nmod<conj<conj> ...,0.8,0.017,0.518,0.188,22,Amphibian__class,free_topic
nmod<conj<conj> deer,0.8,0.017,0.577,0.134,2,Amphibian__class,free_topic
appos<appos> Ambystoma,0.796,0.018,0.577,0.134,4,Amphibian__class,free_topic
conj<compound> house,0.796,0.018,0.577,0.134,2,Amphibian__class,free_topic
nmod<amod> new,0.794,0.019,0.577,0.134,2,Amphibian__class,free_topic
conj> ...,0.788,0.02,0.109,0.797,36,Amphibian__class,free_topic
nmod<det> the,0.786,0.021,0.577,0.134,14,Amphibian__class,free_topic
nmod<det> a,0.781,0.022,0.577,0.134,15,Amphibian__class,free_topic
nmod<det> ...,0.78,0.022,0.577,0.134,1,Amphibian__class,free_topic
nmod< young,0.78,0.023,0.577,0.134,3,Amphibian__class,free_topic
nmod<obl<nsubj> ...,0.777,0.023,0.577,0.134,3,Amphibian__class,free_topic
conj<nmod<flat> ...,0.771,0.025,0.577,0.134,3,Amphibian__class,free_topic
conj<nmod<cc> and,0.762,0.028,0.577,0.134,4,Amphibian__class,free_topic
conj<compound> field,0.761,0.028,0.577,0.134,6,Amphibian__class,free_topic
nmod< crisis,0.757,0.03,0.577,0.134,2,Amphibian__class,free_topic
conj<obl>conj> ...,0.749,0.033,0.577,0.134,3,Amphibian__class,free_topic
nmod<amod> many,0.748,0.033,0.577,0.134,2,Amphibian__class,free_topic
compound<cc> ...,0.746,0.034,0.577,0.134,2,Amphibian__class,free_topic
obj<advcl>obj> ...,-0.745,0.034,-0.436,0.28,5,Amphibian__class,free_topic
nmod<amod> damage,0.742,0.035,0.577,0.134,2,Amphibian__class,free_topic
conj<compound> society,0.739,0.036,0.577,0.134,2,Amphibian__class,free_topic
nmod<case> into,0.738,0.037,0.577,0.134,2,Amphibian__class,free_topic
obl<obl>case> ...,0.735,0.038,0.756,0.03,2,Amphibian__class,free_topic
conj< bird,0.734,0.038,0.655,0.078,10,Amphibian__class,free_topic
nsubj<advcl<xcomp> explore,0.734,0.038,0.577,0.134,2,Amphibian__class,free_topic
nsubj<obj>compound> ...,0.724,0.042,0.577,0.134,4,Amphibian__class,free_topic
conj<compound> Audubon,0.723,0.043,0.577,0.134,2,Amphibian__class,free_topic
nsubj<conj>aux> ...,0.721,0.044,0.577,0.134,1,Amphibian__class,free_topic
obl<conj>advmod> ...,0.72,0.044,0.546,0.162,3,Amphibian__class,free_topic
nmod< genus,0.719,0.044,0.577,0.134,2,Amphibian__class,free_topic
nsubj:pass<xcomp>obl> ...,-0.715,0.046,-0.577,0.134,3,Amphibian__class,free_topic
appos<conj> ...,0.715,0.046,0.327,0.429,3,Amphibian__class,free_topic
conj<obl<nsubj> it,-0.715,0.046,-0.655,0.078,3,Amphibian__class,free_topic
obj<parataxis<obl> ...,0.715,0.046,0.577,0.134,4,Amphibian__class,free_topic
conj<appos> ...,0.713,0.047,0.464,0.247,13,Amphibian__class,free_topic
obl<nsubj>amod> ...,0.71,0.049,0.577,0.134,7,Amphibian__class,free_topic
nmod>compound> North,-0.709,0.049,-0.577,0.134,2,Amphibian__class,free_topic
conj< reptiles,0.708,0.05,0.546,0.162,9,Amphibian__class,free_topic
nsubj<advcl<xcomp> ...,0.705,0.051,0.577,0.134,1,Amphibian__class,free_topic
nmod<nmod> ...,0.705,0.051,0.577,0.134,8,Amphibian__class,free_topic
nsubj<obj>det> ...,-0.704,0.051,-0.577,0.134,1,Amphibian__class,free_topic
appos<appos> agama,0.703,0.052,0.577,0.134,3,Amphibian__class,free_topic
conj<nsubj> example,0.699,0.054,0.577,0.134,3,Amphibian__class,free_topic
nmod<obj<nsubj> ...,-0.698,0.054,-0.577,0.134,3,Amphibian__class,free_topic
conj<nmod<nsubj> ...,-0.697,0.055,-0.577,0.134,3,Amphibian__class,free_topic
nsubj<advcl<nsubj> reptiles,-0.697,0.055,-0.577,0.134,2,Amphibian__class,free_topic
conj< guide,0.694,0.056,0.577,0.134,6,Amphibian__class,free_topic
conj<nmod< predator,0.694,0.056,0.577,0.134,2,Amphibian__class,free_topic
nsubj<obj>det> a,-0.694,0.056,-0.577,0.134,9,Amphibian__class,free_topic
nmod<conj> ...,0.69,0.058,0.577,0.134,3,Amphibian__class,free_topic
conj<conj> ...,0.69,0.058,0.736,0.038,232,Amphibian__class,free_topic
conj<case> include,0.688,0.059,0.577,0.134,7,Amphibian__class,free_topic
conj<obl<obl> variety,0.687,0.06,0.577,0.134,2,Amphibian__class,free_topic
conj<obl<obl> ...,0.683,0.062,0.577,0.134,1,Amphibian__class,free_topic
conj< frog,0.683,0.062,0.577,0.134,15,Amphibian__class,free_topic
nmod<amod> ...,0.681,0.063,0.436,0.28,24,Amphibian__class,free_topic
conj< mammal,0.68,0.064,0.655,0.078,9,Amphibian__class,free_topic
compound<nmod>case> in,0.679,0.064,0.63,0.094,2,Amphibian__class,free_topic
appos<appos>flat> opacum,0.675,0.066,0.577,0.134,2,Amphibian__class,free_topic
obj<mark> ...,0.675,0.066,0.577,0.134,4,Amphibian__class,free_topic
appos<appos>flat> maculatum,0.674,0.067,0.577,0.134,2,Amphibian__class,free_topic
conj< fish,0.672,0.068,0.655,0.078,9,Amphibian__class,free_topic
conj<conj>nmod> bird,-0.672,0.068,-0.63,0.094,2,Amphibian__class,free_topic
conj<nmod< species,0.671,0.068,0.577,0.134,3,Amphibian__class,free_topic
conj<appos<advmod> only,0.671,0.069,0.577,0.134,4,Amphibian__class,free_topic
flat< AmphibiaWeb,0.67,0.069,0.577,0.134,2,Amphibian__class,free_topic
conj<obj<cc> and,0.669,0.069,0.764,0.027,3,Amphibian__class,free_topic
nsubj>amod> ...,-0.668,0.07,-0.655,0.078,10,Amphibian__class,free_topic
conj< invertebrate,0.667,0.071,0.655,0.078,7,Amphibian__class,free_topic
nsubj< salamander,0.667,0.071,0.756,0.03,2,Amphibian__class,free_topic
conj<case> such,0.666,0.071,0.546,0.162,14,Amphibian__class,free_topic
conj<appos>compound> ...,0.665,0.072,0.577,0.134,2,Amphibian__class,free_topic
nmod<obl< ...,0.664,0.073,0.577,0.134,9,Amphibian__class,free_topic
nsubj<obj>det> the,-0.663,0.073,-0.577,0.134,3,Amphibian__class,free_topic
conj<conj> snake,0.663,0.073,0.791,0.019,11,Amphibian__class,free_topic
obj<mark> to,0.662,0.074,0.577,0.134,2,Amphibian__class,free_topic
conj<appos>compound> Hemidactylus,0.661,0.074,0.577,0.134,2,Amphibian__class,free_topic
compound> spadefoot,-0.66,0.075,-0.674,0.067,4,Amphibian__class,free_topic
acl>obl>compound> ...,-0.658,0.076,-0.577,0.134,3,Amphibian__class,free_topic
compound<cc> and,0.657,0.076,0.577,0.134,3,Amphibian__class,free_topic
nmod<nummod> ...,-0.657,0.076,-0.327,0.429,8,Amphibian__class,free_topic
conj<obj> ...,0.657,0.077,0.769,0.026,5,Amphibian__class,free_topic
appos<appos>flat> ...,0.656,0.077,0.577,0.134,4,Amphibian__class,free_topic
obj<advmod> also,0.653,0.079,0.655,0.078,3,Amphibian__class,free_topic
nmod:poss> ...,-0.651,0.08,-0.733,0.039,4,Amphibian__class,free_topic
appos<nsubj> ...,0.65,0.081,0.577,0.134,1,Amphibian__class,free_topic
conj<nmod< amphibian,0.647,0.083,0.577,0.134,3,Amphibian__class,free_topic
compound<nmod< ...,-0.645,0.084,-0.764,0.027,6,Amphibian__class,free_topic
conj<conj> frog,0.643,0.086,0.791,0.019,18,Amphibian__class,free_topic
nmod>det> ...,0.642,0.086,0.577,0.134,1,Amphibian__class,free_topic
conj<nmod<conj< ...,0.642,0.086,0.577,0.134,5,Amphibian__class,free_topic
conj<case> like,0.641,0.087,0.577,0.134,4,Amphibian__class,free_topic
compound<nmod>case> ...,0.641,0.087,0.63,0.094,6,Amphibian__class,free_topic
nmod>acl>obl> ...,-0.641,0.087,-0.546,0.162,3,Amphibian__class,free_topic
nmod<nummod> two,-0.641,0.087,-0.577,0.134,2,Amphibian__class,free_topic
nsubj:pass<obl>case> for,0.639,0.088,0.577,0.134,2,Amphibian__class,free_topic
appos>appos> ...,-0.637,0.089,-0.701,0.053,5,Amphibian__class,free_topic
conj<nmod< feed,0.635,0.091,0.63,0.094,2,Amphibian__class,free_topic
conj<case> of,0.633,0.092,0.546,0.162,16,Amphibian__class,free_topic
nmod>case> from,0.633,0.092,0.546,0.162,5,Amphibian__class,free_topic
conj<conj>cc> as,0.629,0.095,0.577,0.134,2,Amphibian__class,free_topic
