	kldiv	group	g_N
kldiv_adaptation_comment	1.7573486541585681	Amphibian__class	1807
kldiv_adaptation_topic	0.8109383835906646	Amphibian__class	1807
kldiv_free_topic	0.32066353351998506	Amphibian__class	1807
kldiv_location_comment	1.6461660364504387	Amphibian__class	1807
kldiv_location_topic	1.0062867165277973	Amphibian__class	1807
kldiv_taxongroup_comment	0.41946639493910765	Amphibian__class	1807
kldiv_taxongroup_topic	0.3694324964428961	Amphibian__class	1807
