source	adaptation_comment	adaptation_topic	free_topic	location_comment	location_topic	taxongroup_comment	taxongroup_topic	group	N
adaptation_comment	26.56	3.42	20.12	0.0	2.41	20.92	26.56	Mammal__class	185
adaptation_topic	0.0	34.16	26.2	0.0	1.55	10.96	27.14	Mammal__class	341
free_topic	0.0	0.75	65.74	0.0	0.13	12.56	20.82	Mammal__class	984
location_comment	0.0	1.46	26.54	26.54	1.84	24.38	19.23	Mammal__class	129
location_topic	0.0	1.03	12.3	0.0	56.43	6.41	23.83	Mammal__class	214
taxongroup_comment	0.0	0.07	0.47	0.0	0.01	81.46	17.99	Mammal__class	461
taxongroup_topic	0.0	0.13	1.68	0.0	0.02	9.77	88.41	Mammal__class	455
