feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
nmod< lb,0.995,0.0,0.577,0.134,2,Mammal__class,location_topic
cc> and,0.935,0.001,0.77,0.025,12,Mammal__class,location_topic
conj< ...,0.902,0.002,0.801,0.017,13,Mammal__class,location_topic
conj< pika,0.902,0.002,0.577,0.134,4,Mammal__class,location_topic
conj< range,0.901,0.002,0.577,0.134,2,Mammal__class,location_topic
nsubj<ccomp< ...,0.895,0.003,0.546,0.162,4,Mammal__class,location_topic
conj> hare,0.89,0.003,0.577,0.134,9,Mammal__class,location_topic
nmod< ...,0.882,0.004,-0.091,0.83,19,Mammal__class,location_topic
nmod<appos> lb,-0.879,0.004,-0.577,0.134,2,Mammal__class,location_topic
conj<case> ...,0.878,0.004,0.764,0.027,4,Mammal__class,location_topic
nsubj:pass<obl>case> to,0.873,0.005,0.577,0.134,3,Mammal__class,location_topic
nsubj<obl>conj> hare,0.869,0.005,0.436,0.28,7,Mammal__class,location_topic
nsubj:pass<obl> ...,0.866,0.005,0.577,0.134,13,Mammal__class,location_topic
nmod<det> a,0.866,0.005,0.577,0.134,6,Mammal__class,location_topic
nmod<appos> kg,-0.861,0.006,-0.577,0.134,2,Mammal__class,location_topic
cc> ...,0.859,0.006,0.655,0.078,3,Mammal__class,location_topic
nmod<nmod> elephant,0.854,0.007,0.577,0.134,2,Mammal__class,location_topic
nsubj:pass<obl>case> ...,0.851,0.007,0.577,0.134,6,Mammal__class,location_topic
nmod<det> the,0.85,0.007,0.577,0.134,10,Mammal__class,location_topic
conj<nsubj<obj> haplotype,0.847,0.008,0.577,0.134,2,Mammal__class,location_topic
nmod<det> ...,0.844,0.008,0.577,0.134,2,Mammal__class,location_topic
nsubj:pass<advmod> ...,0.838,0.009,0.577,0.134,6,Mammal__class,location_topic
nmod< species,0.823,0.012,0.436,0.28,3,Mammal__class,location_topic
conj< part,0.823,0.012,0.577,0.134,2,Mammal__class,location_topic
obl<mark> ...,0.822,0.012,0.577,0.134,2,Mammal__class,location_topic
nsubj:pass<obl> part,0.821,0.012,0.577,0.134,2,Mammal__class,location_topic
nsubj:pass<aux:pass> be,0.821,0.012,0.082,0.847,15,Mammal__class,location_topic
conj<case> such,0.821,0.013,0.577,0.134,2,Mammal__class,location_topic
nmod< subspecy,0.819,0.013,0.577,0.134,2,Mammal__class,location_topic
nsubj<aux> can,0.815,0.014,0.577,0.134,3,Mammal__class,location_topic
nmod<case> ...,0.814,0.014,0.327,0.429,7,Mammal__class,location_topic
nmod<case> in,0.812,0.014,0.577,0.134,3,Mammal__class,location_topic
conj<case> of,0.809,0.015,0.577,0.134,2,Mammal__class,location_topic
