feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
conj<case> ...,0.975,0.0,0.577,0.134,4,Mammal__class,taxongroup_topic
conj<conj> savan,0.972,0.0,0.577,0.134,6,Mammal__class,taxongroup_topic
conj<case> of,0.971,0.0,0.577,0.134,6,Mammal__class,taxongroup_topic
conj<case> like,0.968,0.0,0.577,0.134,3,Mammal__class,taxongroup_topic
conj<case> with,0.966,0.0,0.577,0.134,2,Mammal__class,taxongroup_topic
conj<conj> hare,0.966,0.0,0.764,0.027,24,Mammal__class,taxongroup_topic
conj<case> Antelope,0.959,0.0,0.577,0.134,2,Mammal__class,taxongroup_topic
conj> species,0.956,0.0,0.577,0.134,2,Mammal__class,taxongroup_topic
nsubj<ccomp< ...,0.956,0.0,0.577,0.134,1,Mammal__class,taxongroup_topic
appos<conj>amod> Manchurian,0.955,0.0,0.577,0.134,2,Mammal__class,taxongroup_topic
appos<conj>amod> fagani,0.953,0.0,0.577,0.134,2,Mammal__class,taxongroup_topic
conj<case> such,0.952,0.0,0.436,0.28,12,Mammal__class,taxongroup_topic
conj<case> between,0.951,0.0,0.577,0.134,3,Mammal__class,taxongroup_topic
conj<case> in,0.946,0.0,0.577,0.134,2,Mammal__class,taxongroup_topic
appos<conj>amod> european,0.946,0.0,0.577,0.134,2,Mammal__class,taxongroup_topic
appos<conj>amod> coreanus,0.944,0.0,0.577,0.134,2,Mammal__class,taxongroup_topic
list<flat> jackrabbit,0.943,0.0,0.577,0.134,4,Mammal__class,taxongroup_topic
list<flat> Lepus,0.936,0.001,0.577,0.134,2,Mammal__class,taxongroup_topic
appos<conj>cc> Lepus,0.931,0.001,0.577,0.134,10,Mammal__class,taxongroup_topic
conj<conj> prey,0.931,0.001,0.577,0.134,4,Mammal__class,taxongroup_topic
conj<nmod< species,0.931,0.001,0.577,0.134,4,Mammal__class,taxongroup_topic
appos<conj>amod> Ethiopian,0.924,0.001,0.577,0.134,2,Mammal__class,taxongroup_topic
conj<conj> fish,0.924,0.001,0.764,0.027,6,Mammal__class,taxongroup_topic
nmod< strategy,0.924,0.001,0.577,0.134,2,Mammal__class,taxongroup_topic
appos>flat> sinensis,-0.921,0.001,-0.577,0.134,2,Mammal__class,taxongroup_topic
conj> hare,0.92,0.001,0.577,0.134,12,Mammal__class,taxongroup_topic
conj<det> ...,0.919,0.001,0.577,0.134,2,Mammal__class,taxongroup_topic
conj> savan,0.918,0.001,0.577,0.134,2,Mammal__class,taxongroup_topic
list<flat> Tarimolagus,0.914,0.001,0.577,0.134,2,Mammal__class,taxongroup_topic
list<flat> Tamaulipas,0.913,0.002,0.577,0.134,2,Mammal__class,taxongroup_topic
conj> ...,0.912,0.002,0.436,0.28,26,Mammal__class,taxongroup_topic
conj<appos>compound> ...,0.912,0.002,0.546,0.162,8,Mammal__class,taxongroup_topic
flat< Granada,-0.91,0.002,-0.577,0.134,2,Mammal__class,taxongroup_topic
conj<nmod<amod> nuclear,0.909,0.002,0.577,0.134,2,Mammal__class,taxongroup_topic
list<flat> Yarkand,0.909,0.002,0.577,0.134,2,Mammal__class,taxongroup_topic
conj< reptile,0.907,0.002,0.577,0.134,3,Mammal__class,taxongroup_topic
list<flat> hare,0.904,0.002,0.577,0.134,2,Mammal__class,taxongroup_topic
conj<case> along,0.901,0.002,0.577,0.134,2,Mammal__class,taxongroup_topic
conj<nmod<amod> ...,0.901,0.002,0.546,0.162,11,Mammal__class,taxongroup_topic
