token	relrole	arcpath	lemma	upos	widx	token
Aar-5e58_2_nocturnal-18	adaptation_comment	amod<appos<nsubj>	aardvark	NOUN	2	Aar-5e58_2_nocturnal-18
Aar-5e58_2_nocturnal-18	adaptation_comment	amod<appos<cop>	be	AUX	11	Aar-5e58_2_nocturnal-18
Aar-5e58_2_nocturnal-18	adaptation_comment	amod<appos<det>	a	DET	12	Aar-5e58_2_nocturnal-18
Aar-5e58_2_nocturnal-18	adaptation_comment	amod<appos<	medium	NOUN	13	Aar-5e58_2_nocturnal-18
Aar-5e58_2_nocturnal-18	adaptation_comment	amod<appos<acl>	-size	VERB	14	Aar-5e58_2_nocturnal-18
Aar-5e58_2_nocturnal-18	adaptation_comment	amod<amod>	mammal	ADJ	19	Aar-5e58_2_nocturnal-18
Aar-5e58_2_nocturnal-18	adaptation_comment	amod<	native	NOUN	20	Aar-5e58_2_nocturnal-18
Aar-5e58_2_nocturnal-18	adaptation_comment	amod<nmod>case>	to	ADP	21	Aar-5e58_2_nocturnal-18
Aar-5e58_2_nocturnal-18	adaptation_comment	amod<nmod>	Africa	PROPN	22	Aar-5e58_2_nocturnal-18
Aar-5e58_199_nocturnal-7	adaptation_comment	amod<nmod<obj<	have	VERB	3	Aar-5e58_199_nocturnal-7
Aar-5e58_199_nocturnal-7	adaptation_comment	amod<nmod<	similarity	NOUN	4	Aar-5e58_199_nocturnal-7
Aar-5e58_199_nocturnal-7	adaptation_comment	amod<case>	with	ADP	5	Aar-5e58_199_nocturnal-7
Aar-5e58_199_nocturnal-7	adaptation_comment	amod<nmod:poss>	its	PRON	6	Aar-5e58_199_nocturnal-7
Aar-5e58_199_nocturnal-7	adaptation_comment	amod<	mission	NOUN	8	Aar-5e58_199_nocturnal-7
Afr-7494_86_herbivorous-6	adaptation_comment	nsubj>det>	the	DET	1	Afr-7494_86_herbivorous-6
Afr-7494_86_herbivorous-6	adaptation_comment	nsubj>amod>	african	ADJ	2	Afr-7494_86_herbivorous-6
Afr-7494_86_herbivorous-6	adaptation_comment	nsubj>compound>	bush	NOUN	3	Afr-7494_86_herbivorous-6
Afr-7494_86_herbivorous-6	adaptation_comment	nsubj>	elephant	NOUN	4	Afr-7494_86_herbivorous-6
Afr-7494_86_herbivorous-6	adaptation_comment	cop>	be	AUX	5	Afr-7494_86_herbivorous-6
Afr-7494_249_social-2	adaptation_comment	amod<det>	the	DET	1	Afr-7494_249_social-2
Afr-7494_249_social-2	adaptation_comment	amod<	behavior	NOUN	3	Afr-7494_249_social-2
Afr-7494_249_social-2	adaptation_comment	amod<nmod>nmod>	elephant	NOUN	5	Afr-7494_249_social-2
Afr-7494_249_social-2	adaptation_comment	amod<nmod>case>	in	ADP	6	Afr-7494_249_social-2
