feat	count	weight	rel_role	group_name
amod< ...	20.0	0.36	adaptation_comment	Lizard__suborder
amod> ...	14.0	1.186	adaptation_comment	Lizard__suborder
case> ...	14.0	0.847	adaptation_comment	Lizard__suborder
conj<nsubj<conj> ...	13.0	0.623	adaptation_comment	Lizard__suborder
cop> be	12.0	0.225	adaptation_comment	Lizard__suborder
cop> ...	12.0	0.225	adaptation_comment	Lizard__suborder
nsubj> ...	12.0	0.347	adaptation_comment	Lizard__suborder
amod< lizard	11.0	0.348	adaptation_comment	Lizard__suborder
conj> ...	11.0	1.117	adaptation_comment	Lizard__suborder
amod<det> ...	10.0	0.537	adaptation_comment	Lizard__suborder
conj>cc> ...	9.0	0.601	adaptation_comment	Lizard__suborder
amod<det> the	8.0	0.537	adaptation_comment	Lizard__suborder
obl< ...	8.0	0.447	adaptation_comment	Lizard__suborder
conj>cc> and	8.0	0.718	adaptation_comment	Lizard__suborder
cc> ...	7.0	0.683	adaptation_comment	Lizard__suborder
conj< ...	7.0	0.776	adaptation_comment	Lizard__suborder
amod<case> ...	7.0	0.555	adaptation_comment	Lizard__suborder
compound> ...	7.0	0.421	adaptation_comment	Lizard__suborder
obl<nsubj> ...	6.0	0.806	adaptation_comment	Lizard__suborder
nmod< ...	6.0	0.482	adaptation_comment	Lizard__suborder
det> ...	6.0	0.55	adaptation_comment	Lizard__suborder
nsubj< ...	5.0	0.761	adaptation_comment	Lizard__suborder
obj< ...	5.0	0.352	adaptation_comment	Lizard__suborder
appos> ...	5.0	0.727	adaptation_comment	Lizard__suborder
nsubj:pass<advmod> ...	4.0	0.502	adaptation_comment	Lizard__suborder
obl<advmod> ...	4.0	0.342	adaptation_comment	Lizard__suborder
amod<conj<conj> ...	4.0	0.147	adaptation_comment	Lizard__suborder
amod<nsubj< ...	4.0	0.22	adaptation_comment	Lizard__suborder
amod<nmod< ...	4.0	0.189	adaptation_comment	Lizard__suborder
obj<nsubj> ...	4.0	0.324	adaptation_comment	Lizard__suborder
appos> principles	4.0	0.631	adaptation_comment	Lizard__suborder
conj<mark> ...	4.0	0.43	adaptation_comment	Lizard__suborder
case> as	4.0	0.93	adaptation_comment	Lizard__suborder
obl<acl:relcl<amod> ...	4.0	0.347	adaptation_comment	Lizard__suborder
appos>appos> ...	4.0	0.207	adaptation_comment	Lizard__suborder
obl<conj> ...	4.0	0.269	adaptation_comment	Lizard__suborder
nmod>case> ...	4.0	0.916	adaptation_comment	Lizard__suborder
nmod>amod> ...	4.0	0.472	adaptation_comment	Lizard__suborder
cc> and	4.0	0.79	adaptation_comment	Lizard__suborder
nmod> ...	4.0	0.838	adaptation_comment	Lizard__suborder
case> from	3.0	0.878	adaptation_comment	Lizard__suborder
conj>obj> ...	3.0	0.374	adaptation_comment	Lizard__suborder
nmod<case> ...	3.0	0.789	adaptation_comment	Lizard__suborder
amod<obj<obl> ...	3.0	0.409	adaptation_comment	Lizard__suborder
amod<appos>flat> vivipara	3.0	0.191	adaptation_comment	Lizard__suborder
amod<obl< ...	3.0	0.471	adaptation_comment	Lizard__suborder
amod<conj< ...	3.0	0.239	adaptation_comment	Lizard__suborder
obl<aux> ...	3.0	0.368	adaptation_comment	Lizard__suborder
nsubj<advmod> ...	3.0	0.683	adaptation_comment	Lizard__suborder
obj<nsubj>compound> ...	3.0	0.417	adaptation_comment	Lizard__suborder
obl< act	3.0	0.458	adaptation_comment	Lizard__suborder
obl<acl:relcl< ...	3.0	0.278	adaptation_comment	Lizard__suborder
amod<appos>flat> ...	3.0	0.191	adaptation_comment	Lizard__suborder
amod<appos> ...	3.0	0.287	adaptation_comment	Lizard__suborder
amod<nsubj<cop> be	3.0	0.339	adaptation_comment	Lizard__suborder
obj<advmod> ...	3.0	0.564	adaptation_comment	Lizard__suborder
case> of	3.0	0.85	adaptation_comment	Lizard__suborder
advmod> ...	3.0	0.331	adaptation_comment	Lizard__suborder
amod<nsubj<cop> ...	3.0	0.339	adaptation_comment	Lizard__suborder
