	kldiv	group	g_N
kldiv_adaptation_comment	1.526864957120739	Lizard__suborder	1673
kldiv_adaptation_topic	1.0448632816630714	Lizard__suborder	1673
kldiv_free_topic	0.21003150480764346	Lizard__suborder	1673
kldiv_location_comment	2.5354502616801153	Lizard__suborder	1673
kldiv_location_topic	1.2785021897270998	Lizard__suborder	1673
kldiv_taxongroup_comment	0.5590527699622065	Lizard__suborder	1673
kldiv_taxongroup_topic	0.47064433320939764	Lizard__suborder	1673
