source	adaptation_comment	adaptation_topic	free_topic	location_comment	location_topic	taxongroup_comment	taxongroup_topic	group	N
adaptation_comment	94.67	0.83	0.0	0.0	0.04	3.63	0.84	Accipitridae__family	165
adaptation_topic	0.0	94.93	0.0	0.0	0.01	0.95	4.1	Accipitridae__family	227
free_topic	1.09	25.47	25.47	0.0	3.62	18.87	25.47	Accipitridae__family	394
location_comment	3.53	23.37	0.61	28.29	1.48	28.29	14.42	Accipitridae__family	126
location_topic	0.0	0.71	0.01	0.0	61.96	9.29	28.04	Accipitridae__family	168
taxongroup_comment	0.02	3.18	0.15	0.0	0.94	76.41	19.3	Accipitridae__family	418
taxongroup_topic	0.02	8.12	0.08	0.0	2.06	10.01	79.71	Accipitridae__family	376
