feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
nmod< ...,0.922,0.001,0.846,0.008,14,Accipitridae__family,adaptation_comment
nsubj:pass<obl>case> include,0.918,0.001,0.756,0.03,2,Accipitridae__family,adaptation_comment
nsubj<obj>amod> ...,0.918,0.001,0.845,0.008,3,Accipitridae__family,adaptation_comment
conj> prey,0.896,0.003,0.756,0.03,2,Accipitridae__family,adaptation_comment
amod< ...,0.877,0.004,0.546,0.162,7,Accipitridae__family,adaptation_comment
conj>amod> Eurasian,0.862,0.006,0.756,0.03,2,Accipitridae__family,adaptation_comment
amod>conj>cc> and,0.861,0.006,0.845,0.008,3,Accipitridae__family,adaptation_comment
nsubj<obj>conj> bear,0.861,0.006,0.756,0.03,2,Accipitridae__family,adaptation_comment
conj<conj>amod> ...,0.859,0.006,0.577,0.134,9,Accipitridae__family,adaptation_comment
conj<compound> ...,0.857,0.007,0.77,0.025,4,Accipitridae__family,adaptation_comment
case> of,0.855,0.007,0.786,0.021,16,Accipitridae__family,adaptation_comment
nsubj<obj>conj> ...,0.839,0.009,0.873,0.005,29,Accipitridae__family,adaptation_comment
obl<nsubj>det> the,0.838,0.009,0.764,0.027,3,Accipitridae__family,adaptation_comment
parataxis>aux:pass> be,0.838,0.009,0.764,0.027,3,Accipitridae__family,adaptation_comment
nsubj<obj>conj> eagle,0.827,0.011,0.756,0.03,6,Accipitridae__family,adaptation_comment
obl<nsubj:pass>nummod> ...,0.823,0.012,0.764,0.027,3,Accipitridae__family,adaptation_comment
nsubj<obj>conj> owl,0.813,0.014,0.756,0.03,6,Accipitridae__family,adaptation_comment
nsubj<obl>case> ...,0.809,0.015,0.577,0.134,8,Accipitridae__family,adaptation_comment
nsubj<obj>conj> cougar,0.805,0.016,0.577,0.134,2,Accipitridae__family,adaptation_comment
det> these,0.804,0.016,0.756,0.03,2,Accipitridae__family,adaptation_comment
nmod<obj< have,0.799,0.017,0.756,0.03,2,Accipitridae__family,adaptation_comment
nsubj<obj>conj> crocodile,0.798,0.018,0.577,0.134,3,Accipitridae__family,adaptation_comment
case> with,0.797,0.018,0.655,0.078,3,Accipitridae__family,adaptation_comment
nsubj<advmod> ...,0.793,0.019,0.577,0.134,6,Accipitridae__family,adaptation_comment
nsubj<obj>conj> wolf,0.793,0.019,0.577,0.134,3,Accipitridae__family,adaptation_comment
obj<advcl<obl> ...,0.79,0.02,0.577,0.134,3,Accipitridae__family,adaptation_comment
nmod<case> with,0.782,0.022,0.756,0.03,2,Accipitridae__family,adaptation_comment
cop> be,0.78,0.022,0.54,0.167,30,Accipitridae__family,adaptation_comment
nsubj<obj>conj> bobcat,0.776,0.024,0.577,0.134,2,Accipitridae__family,adaptation_comment
nsubj<obj>conj> fox,0.776,0.024,0.63,0.094,2,Accipitridae__family,adaptation_comment
nmod<amod> ...,0.77,0.025,0.756,0.03,6,Accipitridae__family,adaptation_comment
case> like,0.769,0.026,0.577,0.134,2,Accipitridae__family,adaptation_comment
parataxis>obl>amod> ...,0.765,0.027,0.756,0.03,4,Accipitridae__family,adaptation_comment
nsubj>conj>cc> and,0.761,0.028,0.764,0.027,6,Accipitridae__family,adaptation_comment
appos> sparrowhawk,0.755,0.03,0.63,0.094,2,Accipitridae__family,adaptation_comment
nmod> species,0.75,0.032,0.732,0.039,3,Accipitridae__family,adaptation_comment
nsubj<advcl> ...,0.749,0.032,0.655,0.078,5,Accipitridae__family,adaptation_comment
nsubj<conj>det> the,0.746,0.033,0.577,0.134,4,Accipitridae__family,adaptation_comment
nsubj< include,0.744,0.034,0.873,0.005,17,Accipitridae__family,adaptation_comment
conj>det> the,-0.742,0.035,-0.756,0.03,2,Accipitridae__family,adaptation_comment
nmod<obl< ...,0.74,0.036,0.655,0.078,3,Accipitridae__family,adaptation_comment
nmod>det> the,0.74,0.036,0.7,0.053,20,Accipitridae__family,adaptation_comment
amod>conj> avian,0.737,0.037,0.63,0.094,2,Accipitridae__family,adaptation_comment
conj>amod> ...,0.736,0.037,0.849,0.008,13,Accipitridae__family,adaptation_comment
amod> sexual,-0.736,0.037,-0.756,0.03,4,Accipitridae__family,adaptation_comment
nsubj<obj>conj> hawk,0.726,0.041,0.577,0.134,2,Accipitridae__family,adaptation_comment
nsubj>det> the,0.721,0.044,0.772,0.025,8,Accipitridae__family,adaptation_comment
nmod< range,0.717,0.045,0.63,0.094,2,Accipitridae__family,adaptation_comment
nsubj<conj>appos> ...,0.712,0.047,0.546,0.162,5,Accipitridae__family,adaptation_comment
obj<advmod> ...,0.708,0.05,0.733,0.039,6,Accipitridae__family,adaptation_comment
nmod<obj< ...,0.706,0.051,0.733,0.039,3,Accipitridae__family,adaptation_comment
nsubj<conj> bird,0.701,0.053,0.756,0.03,2,Accipitridae__family,adaptation_comment
conj<nsubj> ...,0.697,0.055,0.536,0.171,5,Accipitridae__family,adaptation_comment
nsubj<appos>det> the,0.693,0.057,0.577,0.134,3,Accipitridae__family,adaptation_comment
nmod<nsubj< ...,0.687,0.06,0.733,0.039,4,Accipitridae__family,adaptation_comment
nmod<amod> early,0.683,0.062,0.63,0.094,2,Accipitridae__family,adaptation_comment
nsubj<obj>conj> tayra,0.683,0.062,0.577,0.134,2,Accipitridae__family,adaptation_comment
nsubj:pass<obl> ...,0.683,0.062,0.577,0.134,6,Accipitridae__family,adaptation_comment
det> a,0.678,0.065,0.7,0.053,15,Accipitridae__family,adaptation_comment
conj<aux:pass> be,0.675,0.066,0.507,0.2,3,Accipitridae__family,adaptation_comment
nsubj<obl>case> in,0.675,0.066,0.577,0.134,4,Accipitridae__family,adaptation_comment
nsubj<obj>appos> ...,0.673,0.068,0.218,0.604,5,Accipitridae__family,adaptation_comment
conj<conj>cc> and,0.667,0.071,0.577,0.134,3,Accipitridae__family,adaptation_comment
nmod>case> of,0.663,0.073,0.647,0.083,48,Accipitridae__family,adaptation_comment
nsubj<advcl>obl> ...,-0.662,0.074,-0.514,0.192,3,Accipitridae__family,adaptation_comment
nmod> ...,0.659,0.075,0.554,0.154,51,Accipitridae__family,adaptation_comment
nmod<det> a,0.658,0.076,0.577,0.134,4,Accipitridae__family,adaptation_comment
amod> only,0.651,0.08,0.764,0.027,3,Accipitridae__family,adaptation_comment
conj<det> ...,0.649,0.081,0.577,0.134,1,Accipitridae__family,adaptation_comment
nsubj<conj>appos> Buteo,0.646,0.083,0.504,0.203,2,Accipitridae__family,adaptation_comment
nmod< effect,0.639,0.088,0.733,0.039,3,Accipitridae__family,adaptation_comment
conj>obl>case> as,-0.635,0.091,-0.63,0.094,2,Accipitridae__family,adaptation_comment
amod> know,0.634,0.092,0.729,0.04,4,Accipitridae__family,adaptation_comment
conj>cc> and,0.631,0.093,0.704,0.051,9,Accipitridae__family,adaptation_comment
nsubj< sparrowhawk,0.626,0.097,0.514,0.192,3,Accipitridae__family,adaptation_comment
obl<advmod> ...,0.619,0.101,0.406,0.318,10,Accipitridae__family,adaptation_comment
nmod>advmod> ...,0.605,0.112,0.733,0.039,3,Accipitridae__family,adaptation_comment
nsubj<obj>appos> eagle,0.596,0.119,0.504,0.203,2,Accipitridae__family,adaptation_comment
conj>cc> but,0.595,0.12,0.436,0.28,3,Accipitridae__family,adaptation_comment
nmod>nmod> ...,0.591,0.123,0.764,0.027,4,Accipitridae__family,adaptation_comment
nsubj<conj> ...,0.588,0.125,0.764,0.027,16,Accipitridae__family,adaptation_comment
nsubj<obj>parataxis> ...,-0.587,0.126,-0.63,0.094,4,Accipitridae__family,adaptation_comment
conj>obl>conj> ...,0.586,0.126,0.577,0.134,3,Accipitridae__family,adaptation_comment
nmod>amod> Eurasian,0.586,0.127,0.733,0.039,3,Accipitridae__family,adaptation_comment
conj> ...,0.582,0.13,0.552,0.156,17,Accipitridae__family,adaptation_comment
obl<aux> may,0.58,0.131,0.577,0.134,2,Accipitridae__family,adaptation_comment
conj> eagle,0.58,0.132,0.655,0.078,3,Accipitridae__family,adaptation_comment
nsubj<appos>conj> ...,0.58,0.132,0.577,0.134,2,Accipitridae__family,adaptation_comment
nmod>nmod>case> ...,0.578,0.133,0.577,0.134,3,Accipitridae__family,adaptation_comment
acl> ...,0.576,0.135,0.355,0.389,6,Accipitridae__family,adaptation_comment
nsubj<cop> be,0.576,0.135,0.791,0.019,16,Accipitridae__family,adaptation_comment
nmod>conj>compound> ...,0.573,0.137,0.655,0.078,8,Accipitridae__family,adaptation_comment
nsubj<obj> fox,0.572,0.138,0.577,0.134,2,Accipitridae__family,adaptation_comment
nsubj>amod> common,0.566,0.144,0.62,0.101,3,Accipitridae__family,adaptation_comment
nsubj>conj> eagle,0.565,0.144,0.733,0.039,3,Accipitridae__family,adaptation_comment
nsubj:pass<obl>case> ...,0.565,0.144,0.577,0.134,2,Accipitridae__family,adaptation_comment
parataxis>obl>det> the,0.564,0.145,0.504,0.203,2,Accipitridae__family,adaptation_comment
nsubj< ...,0.556,0.153,0.514,0.192,17,Accipitridae__family,adaptation_comment
nsubj<appos>conj> eagle,0.555,0.153,0.577,0.134,2,Accipitridae__family,adaptation_comment
obl<obl>amod> ...,0.555,0.154,0.514,0.192,3,Accipitridae__family,adaptation_comment
nmod>case> on,0.552,0.156,0.62,0.101,3,Accipitridae__family,adaptation_comment
nmod<case> ...,0.55,0.158,0.577,0.134,3,Accipitridae__family,adaptation_comment
nsubj>det> ...,0.549,0.159,0.504,0.203,2,Accipitridae__family,adaptation_comment
nsubj:pass<aux:pass> be,0.546,0.161,0.577,0.134,5,Accipitridae__family,adaptation_comment
nsubj<conj>amod> red,0.544,0.163,0.577,0.134,2,Accipitridae__family,adaptation_comment
acl:relcl>obl>case> ...,-0.54,0.167,-0.463,0.248,6,Accipitridae__family,adaptation_comment
nmod<det> the,0.539,0.168,0.592,0.122,5,Accipitridae__family,adaptation_comment
nmod>nmod>case> of,0.539,0.168,0.412,0.31,3,Accipitridae__family,adaptation_comment
conj>compound> ...,0.536,0.171,0.483,0.226,6,Accipitridae__family,adaptation_comment
conj>advmod> ...,0.534,0.173,0.44,0.275,6,Accipitridae__family,adaptation_comment
nmod:poss> ...,0.533,0.174,0.507,0.2,3,Accipitridae__family,adaptation_comment
amod> ...,0.532,0.175,0.542,0.165,74,Accipitridae__family,adaptation_comment
acl:relcl>nsubj> that,0.529,0.178,0.365,0.374,5,Accipitridae__family,adaptation_comment
nmod>amod>advmod> ...,0.527,0.179,0.504,0.203,2,Accipitridae__family,adaptation_comment
parataxis>nsubj:pass>compound> ...,0.526,0.181,0.63,0.094,4,Accipitridae__family,adaptation_comment
nmod>amod>advmod> long,0.525,0.181,0.504,0.203,2,Accipitridae__family,adaptation_comment
conj>acl:relcl> ...,0.523,0.184,0.507,0.2,3,Accipitridae__family,adaptation_comment
obl< prey,-0.518,0.188,-0.63,0.094,2,Accipitridae__family,adaptation_comment
obj<advcl>mark> ...,0.516,0.19,0.514,0.192,3,Accipitridae__family,adaptation_comment
nsubj<conj>amod> grizzly,0.516,0.19,0.577,0.134,2,Accipitridae__family,adaptation_comment
nsubj>amod> Eurasian,-0.505,0.202,-0.483,0.225,3,Accipitridae__family,adaptation_comment
nsubj<conj>amod> golden,0.505,0.202,0.577,0.134,3,Accipitridae__family,adaptation_comment
nsubj<amod> ...,0.502,0.204,0.409,0.314,8,Accipitridae__family,adaptation_comment
conj<obl>det> ...,0.5,0.207,0.412,0.31,1,Accipitridae__family,adaptation_comment
nmod>conj> ...,0.496,0.212,0.773,0.024,18,Accipitridae__family,adaptation_comment
amod> natural,0.494,0.214,0.472,0.237,9,Accipitridae__family,adaptation_comment
obl<obl> ...,0.494,0.214,0.619,0.102,8,Accipitridae__family,adaptation_comment
nsubj<obl>amod> ...,-0.492,0.215,-0.577,0.134,3,Accipitridae__family,adaptation_comment
obl<aux:pass> be,0.49,0.217,0.562,0.147,9,Accipitridae__family,adaptation_comment
conj<conj>appos> ...,0.488,0.219,0.412,0.31,3,Accipitridae__family,adaptation_comment
obl<obl>nmod> ...,0.481,0.227,0.296,0.476,3,Accipitridae__family,adaptation_comment
conj<xcomp>obl> ...,0.478,0.231,0.452,0.261,3,Accipitridae__family,adaptation_comment
nmod>conj>cc> ...,0.474,0.235,0.412,0.31,1,Accipitridae__family,adaptation_comment
amod> other,0.474,0.235,0.319,0.441,14,Accipitridae__family,adaptation_comment
nmod>nmod>det> the,0.47,0.24,0.504,0.203,2,Accipitridae__family,adaptation_comment
nmod>det> this,0.468,0.242,0.378,0.356,2,Accipitridae__family,adaptation_comment
nmod<obj<mark> ...,0.468,0.243,0.546,0.162,3,Accipitridae__family,adaptation_comment
obj<advcl<conj> harrier,0.467,0.243,0.412,0.31,2,Accipitridae__family,adaptation_comment
det> the,0.463,0.248,0.575,0.136,29,Accipitridae__family,adaptation_comment
obl<nsubj:pass>amod> golden,0.461,0.25,0.412,0.31,2,Accipitridae__family,adaptation_comment
nmod>case> to,0.456,0.256,0.504,0.203,2,Accipitridae__family,adaptation_comment
conj< ...,0.456,0.256,0.519,0.188,14,Accipitridae__family,adaptation_comment
nmod>acl:relcl>obl> ...,0.455,0.257,0.327,0.429,3,Accipitridae__family,adaptation_comment
