feat	count	weight	rel_role	group_name
amod> ...	139.0	0.62	adaptation_comment	Accipitridae__family
nmod> ...	78.0	0.521	adaptation_comment	Accipitridae__family
nmod>case> ...	78.0	0.747	adaptation_comment	Accipitridae__family
nsubj<obj>conj> ...	59.0	0.915	adaptation_comment	Accipitridae__family
det> ...	50.0	0.529	adaptation_comment	Accipitridae__family
nmod>case> of	48.0	0.798	adaptation_comment	Accipitridae__family
case> ...	47.0	0.803	adaptation_comment	Accipitridae__family
nmod>amod> ...	41.0	0.396	adaptation_comment	Accipitridae__family
nsubj< ...	40.0	0.642	adaptation_comment	Accipitridae__family
cop> be	30.0	0.426	adaptation_comment	Accipitridae__family
cop> ...	30.0	0.426	adaptation_comment	Accipitridae__family
nsubj> ...	30.0	0.474	adaptation_comment	Accipitridae__family
det> the	29.0	0.586	adaptation_comment	Accipitridae__family
nsubj<conj> ...	29.0	0.279	adaptation_comment	Accipitridae__family
nmod>det> ...	26.0	0.655	adaptation_comment	Accipitridae__family
conj> ...	24.0	0.843	adaptation_comment	Accipitridae__family
obl< ...	22.0	0.378	adaptation_comment	Accipitridae__family
nmod>conj> ...	22.0	0.347	adaptation_comment	Accipitridae__family
nsubj<conj>amod> ...	21.0	0.403	adaptation_comment	Accipitridae__family
nmod>det> the	20.0	0.655	adaptation_comment	Accipitridae__family
amod>advmod> ...	20.0	0.088	adaptation_comment	Accipitridae__family
nsubj<obj> ...	19.0	0.222	adaptation_comment	Accipitridae__family
nmod< ...	19.0	0.388	adaptation_comment	Accipitridae__family
nmod>compound> ...	18.0	0.298	adaptation_comment	Accipitridae__family
conj>cc> ...	17.0	0.519	adaptation_comment	Accipitridae__family
nsubj< include	17.0	0.64	adaptation_comment	Accipitridae__family
obj< ...	16.0	0.268	adaptation_comment	Accipitridae__family
nsubj<cop> ...	16.0	0.331	adaptation_comment	Accipitridae__family
nsubj>amod> ...	16.0	0.187	adaptation_comment	Accipitridae__family
case> of	16.0	0.796	adaptation_comment	Accipitridae__family
nsubj<cop> be	16.0	0.339	adaptation_comment	Accipitridae__family
det> a	15.0	0.593	adaptation_comment	Accipitridae__family
conj>amod> ...	15.0	0.421	adaptation_comment	Accipitridae__family
conj<conj> ...	15.0	0.665	adaptation_comment	Accipitridae__family
nmod>conj>cc> ...	14.0	0.322	adaptation_comment	Accipitridae__family
amod> other	14.0	0.59	adaptation_comment	Accipitridae__family
conj< ...	14.0	0.453	adaptation_comment	Accipitridae__family
nmod>conj>cc> and	13.0	0.323	adaptation_comment	Accipitridae__family
nsubj<conj>cc> ...	13.0	0.556	adaptation_comment	Accipitridae__family
nsubj<conj>cc> and	13.0	0.523	adaptation_comment	Accipitridae__family
nsubj<obl>case> ...	12.0	0.468	adaptation_comment	Accipitridae__family
obl<advmod> ...	12.0	0.226	adaptation_comment	Accipitridae__family
nsubj<appos> ...	12.0	0.485	adaptation_comment	Accipitridae__family
acl:relcl> ...	12.0	0.542	adaptation_comment	Accipitridae__family
obj<advcl<conj> ...	11.0	0.225	adaptation_comment	Accipitridae__family
acl:relcl>nsubj> ...	11.0	0.282	adaptation_comment	Accipitridae__family
compound> ...	11.0	0.398	adaptation_comment	Accipitridae__family
nsubj<obl> ...	11.0	0.269	adaptation_comment	Accipitridae__family
nsubj>det> ...	10.0	0.401	adaptation_comment	Accipitridae__family
nsubj<amod> ...	10.0	0.239	adaptation_comment	Accipitridae__family
obl<aux:pass> ...	9.0	0.396	adaptation_comment	Accipitridae__family
nsubj>conj> ...	9.0	0.405	adaptation_comment	Accipitridae__family
conj>cc> and	9.0	0.617	adaptation_comment	Accipitridae__family
conj<conj>amod> ...	9.0	0.636	adaptation_comment	Accipitridae__family
obl<aux:pass> be	9.0	0.396	adaptation_comment	Accipitridae__family
appos> ...	9.0	0.551	adaptation_comment	Accipitridae__family
amod>advmod> most	9.0	0.159	adaptation_comment	Accipitridae__family
nmod<det> ...	9.0	0.251	adaptation_comment	Accipitridae__family
obl<obl>case> ...	8.0	0.267	adaptation_comment	Accipitridae__family
nmod>conj>compound> ...	8.0	0.222	adaptation_comment	Accipitridae__family
acl:relcl>obl> ...	8.0	0.247	adaptation_comment	Accipitridae__family
nmod:poss> ...	8.0	0.475	adaptation_comment	Accipitridae__family
obl<obl> ...	8.0	0.57	adaptation_comment	Accipitridae__family
cc> ...	8.0	0.446	adaptation_comment	Accipitridae__family
nmod>conj>amod> ...	8.0	0.423	adaptation_comment	Accipitridae__family
acl:relcl>obl>case> ...	8.0	0.474	adaptation_comment	Accipitridae__family
obl<nsubj:pass> ...	8.0	0.412	adaptation_comment	Accipitridae__family
nmod<amod> ...	8.0	0.479	adaptation_comment	Accipitridae__family
nsubj>det> the	8.0	0.386	adaptation_comment	Accipitridae__family
nsubj<appos>compound> ...	7.0	0.281	adaptation_comment	Accipitridae__family
advmod> ...	7.0	0.389	adaptation_comment	Accipitridae__family
nsubj<conj>appos> ...	7.0	0.292	adaptation_comment	Accipitridae__family
nsubj>conj>amod> ...	7.0	0.215	adaptation_comment	Accipitridae__family
