rel_role	adaptation_comment	adaptation_topic	free_topic	location_comment	location_topic	taxongroup_comment	taxongroup_topic	group	N
adaptation_comment	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Accipitridae__family	165
adaptation_topic	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Accipitridae__family	227
free_topic	0.0	0.0	1.0	0.0	0.0	0.0	0.0	Accipitridae__family	394
location_comment	0.0	0.0	0.0	1.0	0.0	0.004	0.0	Accipitridae__family	126
location_topic	0.0	0.0	0.0	0.0	1.0	0.0	0.015	Accipitridae__family	168
taxongroup_comment	0.0	0.0	0.0	0.004	0.0	1.0	0.0	Accipitridae__family	418
taxongroup_topic	0.0	0.0	0.0	0.0	0.015	0.0	1.0	Accipitridae__family	376
