relation	btoken	rtoken	btag	bloc	rtag	rloc	rdist	bterm	rterm	tagscore
location	Lem-06b1_2_lemming-2	Lem-06b1_2_tundra-16	Lem-06b1_2_lemming-2_5165	2	Lem-06b1_2_tundra-16_4539	2	0	lemmings	tundra	100.0
location	Nak-3bf1_89_rat-5	Nak-3bf1_89_grasslands-15	Nak-3bf1_89_rat-5_5250	89	Nak-3bf1_89_grasslands-15_3810	89	0	naked mole rat	tropical grassland	100.0
location	Sno-0a8f_11_lemmings-17	Sno-0a8f_11_tundra-15	Sno-0a8f_11_lemmings-17_5165	11	Sno-0a8f_11_tundra-15_4539	11	0	lemmings	tundra	100.0
location	Arc-cf8f_32_lemmings-12	Arc-cf8f_32_tundra-10	Arc-cf8f_32_lemmings-12_5165	32	Arc-cf8f_32_tundra-10_4539	32	0	lemmings	tundra	100.0
location	Lon-b0af_375_lemming-26	Lon-b0af_375_tundra-5	Lon-b0af_375_lemming-26_5165	375	Lon-b0af_375_tundra-5_4539	375	0	lemmings	tundra	100.0
location	Sno-0a8f_400_lemmings-22	Sno-0a8f_400_tundra-54	Sno-0a8f_400_lemmings-22_5165	400	Sno-0a8f_400_tundra-54_4539	400	0	lemmings	tundra	100.0
location	Sno-0a8f_316_lemmings-13	Sno-0a8f_316_tundra-19	Sno-0a8f_316_lemmings-13_5165	316	Sno-0a8f_316_tundra-19_4539	316	0	lemmings	tundra	100.0
location	Sno-0a8f_399_lemmings-13	Sno-0a8f_399_tundra-30	Sno-0a8f_399_lemmings-13_5165	399	Sno-0a8f_399_tundra-30_4539	399	0	lemmings	tundra	100.0
location	Eur-9ec0_33_mice-2	Eur-9ec0_33_hedgerows-12	Eur-9ec0_33_mice-2_2148	33	Eur-9ec0_33_hedgerows-12_4519	33	0	Harvest mouse	hedgerows	100.0
location	Eur-3a81_48_vole-11	Eur-3a81_48_wetlands-3	Eur-3a81_48_vole-11_2257	48	Eur-3a81_48_wetlands-3_4542	48	0	European water vole	wetlands	100.0
location	Sno-0a8f_403_squirrels-16	Sno-0a8f_403_tundra-6	Sno-0a8f_403_squirrels-16_1549	403	Sno-0a8f_403_tundra-6_4539	403	0	Arctic ground squirrel	tundra	100.0
location	Lon-b0af_336_vole-34	Lon-b0af_336_tundra-36	Lon-b0af_336_vole-34_4970	336	Lon-b0af_336_tundra-36_4539	336	0	field vole	tundra	100.0
location	Lon-b0af_336_vole-25	Lon-b0af_336_tundra-36	Lon-b0af_336_vole-25_4970	336	Lon-b0af_336_tundra-36_4539	336	0	field vole	tundra	100.0
location	Lon-b0af_336_vole-37	Lon-b0af_336_tundra-36	Lon-b0af_336_vole-37_4970	336	Lon-b0af_336_tundra-36_4539	336	0	field vole	tundra	100.0
location	Eur-3a81_227_beavers-2	Eur-3a81_227_wetland-8	Eur-3a81_227_beavers-2_4255	227	Eur-3a81_227_wetland-8_4542	227	0	beavers	wetlands	100.0
location	Red-a286_28_squirrel-3	Red-a286_28_forest-9	Red-a286_28_squirrel-3_5408	28	Red-a286_28_forest-9_4536	28	0	red squirrel	coniferous forest	100.0
location	Haz-b2c1_7_dormouse-6	Haz-b2c1_7_hedgerows-31	Haz-b2c1_7_dormouse-6_5085	7	Haz-b2c1_7_hedgerows-31_4519	7	0	dormouse	hedgerows	100.0
location	Haz-b2c1_7_dormouse-10	Haz-b2c1_7_hedgerows-31	Haz-b2c1_7_dormouse-10_5085	7	Haz-b2c1_7_hedgerows-31_4519	7	0	dormouse	hedgerows	100.0
location	Eur-9931_202_himalayana-39	Eur-9931_202_mountain-28	Eur-9931_202_himalayana-39_2532	202	Eur-9931_202_mountain-28_4527	202	0	Marmota himalayana	mountains	87.0
location	Eur-987c_28_voles-5	Eur-987c_28_rivers-14	Eur-987c_28_voles-5_4964	28	Eur-987c_28_rivers-14_4533	28	0	water vole	rivers and streams	83.0
location	Eur-987c_34_voles-17	Eur-987c_34_wetland-7	Eur-987c_34_voles-17_4964	34	Eur-987c_34_wetland-7_4542	34	0	water vole	wetlands	83.0
location	Arc-00d6_25_squirrel-4	Arc-00d6_25_tundra-8	Arc-00d6_25_squirrel-4_4625	25	Arc-00d6_25_tundra-8_4539	25	0	arctic ground squirrel	tundra	66.0
location	Spe-0787_28_squirrel-36	Spe-0787_28_Mountain-53	Spe-0787_28_squirrel-36_4625	28	Spe-0787_28_Mountain-53_4527	28	0	arctic ground squirrel	mountains	66.0
location	Spe-0787_28_squirrel-24	Spe-0787_28_Mountain-53	Spe-0787_28_squirrel-24_4625	28	Spe-0787_28_Mountain-53_4527	28	0	arctic ground squirrel	mountains	66.0
location	Arc-00d6_22_squirrel-4	Arc-00d6_22_tundra-12	Arc-00d6_22_squirrel-4_4625	22	Arc-00d6_22_tundra-12_4539	22	0	arctic ground squirrel	tundra	66.0
location	Spe-0787_28_squirrel-18	Spe-0787_28_Mountain-53	Spe-0787_28_squirrel-18_4625	28	Spe-0787_28_Mountain-53_4527	28	0	arctic ground squirrel	mountains	66.0
location	Pra-7b55_153_squirrel-11	Pra-7b55_153_mountain-13	Pra-7b55_153_squirrel-11_4625	153	Pra-7b55_153_mountain-13_4527	153	0	arctic ground squirrel	mountains	66.0
location	Spe-0787_28_squirrel-11	Spe-0787_28_Mountain-53	Spe-0787_28_squirrel-11_4625	28	Spe-0787_28_Mountain-53_4527	28	0	arctic ground squirrel	mountains	66.0
location	Spe-0787_28_squirrel-55	Spe-0787_28_Mountain-53	Spe-0787_28_squirrel-55_4625	28	Spe-0787_28_Mountain-53_4527	28	0	arctic ground squirrel	mountains	66.0
location	Spe-0787_28_squirrel-30	Spe-0787_28_Mountain-53	Spe-0787_28_squirrel-30_4625	28	Spe-0787_28_Mountain-53_4527	28	0	arctic ground squirrel	mountains	66.0
location	Arc-00d6_22_squirrel-4	Arc-00d6_22_tundra-30	Arc-00d6_22_squirrel-4_4625	22	Arc-00d6_22_tundra-30_4539	22	0	arctic ground squirrel	tundra	66.0
location	Spe-0787_28_squirrel-42	Spe-0787_28_Mountain-53	Spe-0787_28_squirrel-42_4625	28	Spe-0787_28_Mountain-53_4527	28	0	arctic ground squirrel	mountains	66.0
location	Arc-00d6_22_squirrel-4	Arc-00d6_22_mountain-20	Arc-00d6_22_squirrel-4_4625	22	Arc-00d6_22_mountain-20_4527	22	0	arctic ground squirrel	mountains	66.0
location	Coy-1bf1_262_dogs-40	Coy-1bf1_262_deserts-59	Coy-1bf1_262_dogs-40_2482	262	Coy-1bf1_262_deserts-59_3805	262	0	Gunnisons prairie dog	desert	66.0
location	Pra-7b55_11_squirrel-11	Pra-7b55_11_mountain-13	Pra-7b55_11_squirrel-11_4625	11	Pra-7b55_11_mountain-13_4527	11	0	arctic ground squirrel	mountains	66.0
location	Bea-4f7a_128_Beavers-1	Bea-4f7a_128_rivers-8	Bea-4f7a_128_Beavers-1_4255	128	Bea-4f7a_128_rivers-8_4533	128	0	beavers	rivers and streams	66.0
location	Spe-0787_28_squirrel-62	Spe-0787_28_Mountain-53	Spe-0787_28_squirrel-62_4625	28	Spe-0787_28_Mountain-53_4527	28	0	arctic ground squirrel	mountains	66.0
location	Gun3bf2_2_squirrels-8	Gun3bf2_2_Mountains-18	Gun3bf2_2_squirrels-8_1549	2	Gun3bf2_2_Mountains-18_1366	2	0	Arctic ground squirrel	Mountains	66.0
location	Spe-0787_28_squirrel-48	Spe-0787_28_Mountain-53	Spe-0787_28_squirrel-48_1549	28	Spe-0787_28_Mountain-53_4527	28	0	Arctic ground squirrel	mountains	66.0
location	Spe-0787_28_squirrels-8	Spe-0787_28_Mountain-53	Spe-0787_28_squirrels-8_1549	28	Spe-0787_28_Mountain-53_4527	28	0	Arctic ground squirrel	mountains	66.0
location	Spe-0787_28_squirrel-68	Spe-0787_28_Mountain-53	Spe-0787_28_squirrel-68_1549	28	Spe-0787_28_Mountain-53_4527	28	0	Arctic ground squirrel	mountains	66.0
location	Arc-00d6_22_squirrel-4	Arc-00d6_22_tundra-35	Arc-00d6_22_squirrel-4_4625	22	Arc-00d6_22_tundra-35_4539	22	0	arctic ground squirrel	tundra	66.0
location	Arc5e38_1_squirrels-3	Arc5e38_1_tundra-10	Arc5e38_1_squirrels-3_1549	1	Arc5e38_1_tundra-10_4539	1	0	Arctic ground squirrel	tundra	66.0
location	Bea-4f7a_128_Beavers-1	Bea-4f7a_128_lakes-12	Bea-4f7a_128_Beavers-1_4255	128	Bea-4f7a_128_lakes-12_4522	128	0	beavers	lakes and ponds	66.0
location	Bea-4f7a_7_Beavers-1	Bea-4f7a_7_lakes-18	Bea-4f7a_7_Beavers-1_4255	7	Bea-4f7a_7_lakes-18_4522	7	0	beavers	lakes and ponds	66.0
location	Bea-4f7a_7_Beavers-1	Bea-4f7a_7_rivers-14	Bea-4f7a_7_Beavers-1_4255	7	Bea-4f7a_7_rivers-14_4533	7	0	beavers	rivers and streams	66.0
location	Eur-3a81_227_beavers-2	Eur-3a81_226_wetland-19	Eur-3a81_227_beavers-2_4255	227	Eur-3a81_226_wetland-19_4542	226	1	beavers	wetlands	50.0
