rel_role	adaptation_comment	adaptation_topic	free_topic	location_comment	location_topic	taxongroup_comment	taxongroup_topic	group	N
adaptation_comment	1.0	0.0	0.0	0.001	0.0	0.001	0.0	Snake__suborder	82
adaptation_topic	0.0	1.0	0.005	0.017	0.022	0.002	0.005	Snake__suborder	108
free_topic	0.0	0.005	1.0	0.03	0.002	0.0	0.009	Snake__suborder	874
location_comment	0.001	0.017	0.03	1.0	0.0	0.001	0.006	Snake__suborder	73
location_topic	0.0	0.022	0.002	0.0	1.0	0.0	0.014	Snake__suborder	137
taxongroup_comment	0.001	0.002	0.0	0.001	0.0	1.0	0.033	Snake__suborder	209
taxongroup_topic	0.0	0.005	0.009	0.006	0.014	0.033	1.0	Snake__suborder	197
