feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
nmod< ...,0.965,0.0,0.577,0.134,9,Snake__suborder,adaptation_topic
nmod< case,0.955,0.0,0.577,0.134,2,Snake__suborder,adaptation_topic
nmod< snake,0.952,0.0,0.577,0.134,5,Snake__suborder,adaptation_topic
conj< python,0.947,0.0,0.577,0.134,2,Snake__suborder,adaptation_topic
nmod< species,0.941,0.0,0.577,0.134,2,Snake__suborder,adaptation_topic
compound> king,-0.926,0.001,-0.866,0.005,4,Snake__suborder,adaptation_topic
conj> ...,0.922,0.001,0.873,0.005,16,Snake__suborder,adaptation_topic
case> such,0.909,0.002,0.655,0.078,10,Snake__suborder,adaptation_topic
nmod<case> for,0.905,0.002,0.577,0.134,3,Snake__suborder,adaptation_topic
case> ...,0.9,0.002,0.548,0.16,7,Snake__suborder,adaptation_topic
conj<conj> crocodile,0.897,0.003,0.546,0.162,6,Snake__suborder,adaptation_topic
nsubj<xcomp>obl> ...,0.893,0.003,0.764,0.027,4,Snake__suborder,adaptation_topic
nmod< predator,0.891,0.003,0.577,0.134,5,Snake__suborder,adaptation_topic
conj<case> such,0.888,0.003,0.436,0.28,4,Snake__suborder,adaptation_topic
nsubj:pass<obl> ...,0.883,0.004,0.577,0.134,3,Snake__suborder,adaptation_topic
case> of,0.878,0.004,0.577,0.134,11,Snake__suborder,adaptation_topic
conj<case> ...,0.876,0.004,0.327,0.429,4,Snake__suborder,adaptation_topic
nsubj<obl>case> ...,0.868,0.005,0.709,0.049,6,Snake__suborder,adaptation_topic
compound> python,-0.857,0.007,-0.756,0.03,2,Snake__suborder,adaptation_topic
appos<conj<conj> ...,0.85,0.007,0.577,0.134,5,Snake__suborder,adaptation_topic
nmod<det> a,0.849,0.008,0.577,0.134,2,Snake__suborder,adaptation_topic
cc> and,0.848,0.008,0.166,0.694,13,Snake__suborder,adaptation_topic
conj<det> the,0.846,0.008,0.577,0.134,3,Snake__suborder,adaptation_topic
nsubj<obl>det> ...,0.845,0.008,0.577,0.134,4,Snake__suborder,adaptation_topic
conj>amod> smooth,0.84,0.009,0.756,0.03,2,Snake__suborder,adaptation_topic
nmod<det> ...,0.829,0.011,0.577,0.134,2,Snake__suborder,adaptation_topic
nsubj<obl>det> the,0.819,0.013,0.327,0.429,4,Snake__suborder,adaptation_topic
conj<conj> hawk,0.815,0.014,0.577,0.134,2,Snake__suborder,adaptation_topic
appos<conj<conj> crocodile,0.815,0.014,0.577,0.134,2,Snake__suborder,adaptation_topic
nmod<det> the,0.811,0.015,0.577,0.134,9,Snake__suborder,adaptation_topic
nsubj<obl> snake,0.811,0.015,0.756,0.03,2,Snake__suborder,adaptation_topic
conj<conj> leopard,0.81,0.015,0.436,0.28,5,Snake__suborder,adaptation_topic
conj<appos> ...,0.806,0.016,0.577,0.134,5,Snake__suborder,adaptation_topic
obj<nsubj> ...,0.793,0.019,0.732,0.039,3,Snake__suborder,adaptation_topic
conj<conj> dog,0.791,0.019,0.436,0.28,5,Snake__suborder,adaptation_topic
conj<list> ...,0.788,0.02,0.577,0.134,4,Snake__suborder,adaptation_topic
nmod<amod> ...,0.788,0.02,0.577,0.134,5,Snake__suborder,adaptation_topic
conj<conj> cheeta,0.787,0.02,0.577,0.134,2,Snake__suborder,adaptation_topic
conj<conj> hyena,0.784,0.021,0.436,0.28,4,Snake__suborder,adaptation_topic
nmod<case> ...,0.781,0.022,0.577,0.134,5,Snake__suborder,adaptation_topic
nmod> snake,0.778,0.023,0.577,0.134,2,Snake__suborder,adaptation_topic
conj< leopard,0.777,0.023,0.756,0.03,2,Snake__suborder,adaptation_topic
nsubj<conj>obl> ...,0.773,0.025,0.764,0.027,3,Snake__suborder,adaptation_topic
nsubj<obj>nmod:poss> ...,0.772,0.025,0.577,0.134,1,Snake__suborder,adaptation_topic
nmod<amod> large,0.759,0.029,0.577,0.134,2,Snake__suborder,adaptation_topic
conj<conj> lions,0.759,0.029,0.436,0.28,3,Snake__suborder,adaptation_topic
nsubj<obl>case> in,0.756,0.03,0.577,0.134,3,Snake__suborder,adaptation_topic
nsubj<advmod> ...,0.724,0.042,0.546,0.162,5,Snake__suborder,adaptation_topic
amod> african,0.724,0.042,0.109,0.797,3,Snake__suborder,adaptation_topic
nsubj:pass<obl>case> ...,0.722,0.043,0.577,0.134,3,Snake__suborder,adaptation_topic
