feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
nmod<det> a,0.948,0.0,0.866,0.005,4,Snake__suborder,location_topic
nmod< species,0.912,0.002,0.825,0.012,5,Snake__suborder,location_topic
nsubj:pass<obl>case> ...,0.906,0.002,0.733,0.039,7,Snake__suborder,location_topic
conj> snake,0.879,0.004,0.577,0.134,2,Snake__suborder,location_topic
conj>amod> ...,0.875,0.004,0.577,0.134,3,Snake__suborder,location_topic
conj> ...,0.862,0.006,0.674,0.067,8,Snake__suborder,location_topic
nsubj<obj>nmod> ...,0.829,0.011,0.756,0.03,6,Snake__suborder,location_topic
conj<obl< ...,0.816,0.014,0.655,0.078,4,Snake__suborder,location_topic
nsubj:pass<conj>amod> ...,0.804,0.016,0.764,0.027,3,Snake__suborder,location_topic
case> such,0.803,0.016,0.764,0.027,4,Snake__suborder,location_topic
nsubj<nmod>case> in,0.8,0.017,0.577,0.134,2,Snake__suborder,location_topic
nmod<amod> ...,0.793,0.019,0.764,0.027,4,Snake__suborder,location_topic
nsubj< ...,0.787,0.021,0.894,0.003,25,Snake__suborder,location_topic
compound< population,0.774,0.024,0.577,0.134,3,Snake__suborder,location_topic
nsubj:pass<obl> ...,0.768,0.026,0.518,0.188,11,Snake__suborder,location_topic
nsubj<nmod>case> ...,0.762,0.028,0.577,0.134,2,Snake__suborder,location_topic
obl<conj> ...,0.761,0.028,0.62,0.101,3,Snake__suborder,location_topic
nsubj:pass<obl>conj> ...,0.755,0.03,0.764,0.027,13,Snake__suborder,location_topic
nmod> Florida,0.753,0.031,0.577,0.134,2,Snake__suborder,location_topic
appos> Gallery,0.739,0.036,0.577,0.134,2,Snake__suborder,location_topic
nsubj<obj>amod> ...,0.731,0.039,0.733,0.039,5,Snake__suborder,location_topic
nsubj:pass<aux:pass> be,0.722,0.043,0.748,0.033,12,Snake__suborder,location_topic
conj>compound> ...,0.721,0.043,0.764,0.027,3,Snake__suborder,location_topic
nmod< ...,0.709,0.049,0.655,0.078,13,Snake__suborder,location_topic
nsubj:pass<obl>conj> Islands,0.707,0.05,0.577,0.134,5,Snake__suborder,location_topic
conj<conj> crocodile,0.706,0.05,0.577,0.134,3,Snake__suborder,location_topic
nmod> ...,0.705,0.051,0.481,0.227,5,Snake__suborder,location_topic
obl<obl> ...,0.702,0.052,0.62,0.101,3,Snake__suborder,location_topic
nmod<det> the,0.701,0.053,0.655,0.078,15,Snake__suborder,location_topic
nmod:poss< ...,0.695,0.056,0.655,0.078,5,Snake__suborder,location_topic
obj<nsubj> ...,0.693,0.057,0.327,0.429,4,Snake__suborder,location_topic
nsubj<obl>case> ...,0.679,0.064,0.764,0.027,9,Snake__suborder,location_topic
conj<obl<aux:pass> be,0.671,0.068,0.436,0.28,4,Snake__suborder,location_topic
obl<nsubj> python,0.665,0.072,0.63,0.094,2,Snake__suborder,location_topic
nsubj< have,0.649,0.082,0.436,0.28,3,Snake__suborder,location_topic
nsubj<obl>case> in,0.641,0.087,0.764,0.027,6,Snake__suborder,location_topic
nsubj<appos>conj> ...,0.641,0.087,0.577,0.134,3,Snake__suborder,location_topic
appos< ...,-0.634,0.091,-0.733,0.039,3,Snake__suborder,location_topic
nmod<case> ...,0.621,0.1,0.592,0.122,5,Snake__suborder,location_topic
nmod> island,0.62,0.101,0.577,0.134,2,Snake__suborder,location_topic
det> the,0.615,0.105,0.476,0.233,50,Snake__suborder,location_topic
conj<case> ...,0.612,0.107,0.481,0.227,6,Snake__suborder,location_topic
nmod<case> in,0.608,0.11,0.63,0.094,2,Snake__suborder,location_topic
acl>obl>case> ...,0.602,0.114,0.504,0.203,2,Snake__suborder,location_topic
nsubj<advmod> also,0.6,0.116,0.764,0.027,3,Snake__suborder,location_topic
nsubj<advcl> ...,0.599,0.117,0.823,0.012,6,Snake__suborder,location_topic
nsubj<obj>conj> ...,0.598,0.117,0.577,0.134,4,Snake__suborder,location_topic
case> of,0.596,0.119,0.514,0.192,16,Snake__suborder,location_topic
nsubj<obl>det> all,0.594,0.121,0.577,0.134,2,Snake__suborder,location_topic
