	kldiv	group	g_N
kldiv_adaptation_comment	1.4989830584815749	Snake__suborder	1680
kldiv_adaptation_topic	1.2434350304489081	Snake__suborder	1680
kldiv_free_topic	0.1523274564864063	Snake__suborder	1680
kldiv_location_comment	1.5031549957068648	Snake__suborder	1680
kldiv_location_topic	1.0173429798289284	Snake__suborder	1680
kldiv_taxongroup_comment	0.7371296819140677	Snake__suborder	1680
kldiv_taxongroup_topic	0.7887950096093226	Snake__suborder	1680
