,token,token_form,concept_uri,arcpath,lemma,upos,widx,feat,elongation_x,elongation_y,group,relrole,comp_id,N_tokens
11,Gra-2e39_17_snake-24,snake,Grass_Snake#species,appos>,Natrix,PROPN,25,appos> Natrix,0.43717170262822236,-0.1683316445560168,Snake__suborder,taxongroup_topic,3,19
2,Gra-2e39_2_snake-3,snake,Snake#suborder,appos>,Natrix,PROPN,5,appos> Natrix,0.43717170262822236,-0.1683316445560168,Snake__suborder,taxongroup_topic,3,19
13,Gra-2e39_29_snakes-2,snakes,Snake#suborder,nsubj<conj>,need,VERB,17,nsubj<conj> ...,0.4215386718540449,0.16742487540848955,Snake__suborder,taxongroup_topic,3,19
7,Nat-1c9a_15_snake-8,snake,Snake#suborder,appos>compound>,N.,NOUN,10,appos>compound> ...,0.38974882754394147,-0.17956875828753238,Snake__suborder,taxongroup_topic,3,19
8,Nat-1c9a_15_snake-8,snake,Snake#suborder,appos>,natrix,NOUN,11,appos> natrix,0.36401985762037387,-0.22857843475758202,Snake__suborder,taxongroup_topic,3,19
5,Gra-2e39_10_snake-3,snake,Grass_Snake#species,nsubj<conj>,green,ADJ,7,nsubj<conj> ...,0.23691757627519539,-0.06829535907310548,Snake__suborder,taxongroup_topic,3,19
7,Gra-2e39_26_snakes-2,snakes,Snake#suborder,nsubj<conj>,find,VERB,9,nsubj<conj> ...,0.41600148778170676,0.3077036284067318,Snake__suborder,taxongroup_topic,3,19
11,Gra-2e39_71_snakes-13,snakes,Grass_Snake#species,nsubj<conj>,be,VERB,27,nsubj<conj> ...,0.39966988005520854,0.23889500781087103,Snake__suborder,taxongroup_topic,3,19
11,Eur-bc75_357_snake-16,snake,Grass_Snake#species,appos>,natrix,NUM,19,appos> natrix,0.36401985762037387,-0.22857843475758202,Snake__suborder,taxongroup_topic,3,19
14,Boa-7d46_98_pythons-22,pythons,Python_genus#genus,appos>compound>,python,NOUN,24,appos>compound> python,0.0929915912590939,0.23034342965979906,Snake__suborder,taxongroup_topic,3,19
15,Boa-7d46_98_pythons-22,pythons,Python_genus#genus,appos>,regius,NOUN,25,appos> ...,0.461664715589877,-0.12394062576657781,Snake__suborder,taxongroup_topic,3,19
4,Cen-cfeb_2_python-5,python,Python_genus#genus,appos>compound>,python,NOUN,7,appos>compound> python,0.0929915912590939,0.23034342965979906,Snake__suborder,taxongroup_topic,3,19
5,Cen-cfeb_2_python-5,python,Python_genus#genus,appos>,seba,NOUN,8,appos> ...,0.42434829542510627,-0.21796739965571502,Snake__suborder,taxongroup_topic,3,19
