feat	count	weight	rel_role	group_name
amod> ...	34.0	0.926	adaptation_comment	Snake__suborder
nmod>case> ...	25.0	1.015	adaptation_comment	Snake__suborder
nmod> ...	23.0	0.605	adaptation_comment	Snake__suborder
nsubj<obj>conj> ...	22.0	0.448	adaptation_comment	Snake__suborder
case> ...	22.0	0.932	adaptation_comment	Snake__suborder
obj< ...	18.0	0.362	adaptation_comment	Snake__suborder
nmod>conj> ...	16.0	0.513	adaptation_comment	Snake__suborder
obl< ...	15.0	0.44	adaptation_comment	Snake__suborder
nsubj> ...	14.0	0.446	adaptation_comment	Snake__suborder
cop> ...	14.0	0.337	adaptation_comment	Snake__suborder
cop> be	14.0	0.369	adaptation_comment	Snake__suborder
conj> ...	13.0	1.0	adaptation_comment	Snake__suborder
det> ...	11.0	0.742	adaptation_comment	Snake__suborder
conj>cc> ...	11.0	0.568	adaptation_comment	Snake__suborder
nmod>case> of	11.0	1.124	adaptation_comment	Snake__suborder
nsubj<conj> ...	11.0	0.53	adaptation_comment	Snake__suborder
nsubj< ...	10.0	0.739	adaptation_comment	Snake__suborder
nsubj>conj> ...	10.0	0.272	adaptation_comment	Snake__suborder
nmod>det> ...	9.0	0.604	adaptation_comment	Snake__suborder
case> from	9.0	0.966	adaptation_comment	Snake__suborder
nmod>amod> ...	8.0	0.292	adaptation_comment	Snake__suborder
nmod>case>fixed> ...	8.0	0.356	adaptation_comment	Snake__suborder
obj<nsubj> ...	8.0	0.557	adaptation_comment	Snake__suborder
obl<obj> ...	8.0	0.44	adaptation_comment	Snake__suborder
nmod>conj>cc> ...	7.0	0.34	adaptation_comment	Snake__suborder
nmod>case>fixed> as	7.0	0.358	adaptation_comment	Snake__suborder
nmod>case> such	7.0	0.95	adaptation_comment	Snake__suborder
obl<nsubj> ...	7.0	0.681	adaptation_comment	Snake__suborder
conj>cc> and	7.0	0.743	adaptation_comment	Snake__suborder
obj<mark> ...	6.0	0.527	adaptation_comment	Snake__suborder
nmod>det> the	6.0	0.582	adaptation_comment	Snake__suborder
nsubj<conj>amod> ...	6.0	0.429	adaptation_comment	Snake__suborder
