token	relrole	arcpath	lemma	upos	widx	token
Bad-5841_50_nocturnal-3	adaptation_comment	nsubj>	Badger	NOUN	1	Bad-5841_50_nocturnal-3
Bad-5841_50_nocturnal-3	adaptation_comment	cop>	be	AUX	2	Bad-5841_50_nocturnal-3
Tas-3df1_148_nocturnal-4	adaptation_comment	amod<nsubj>	it	PRON	1	Tas-3df1_148_nocturnal-4
Tas-3df1_148_nocturnal-4	adaptation_comment	amod<cop>	be	AUX	2	Tas-3df1_148_nocturnal-4
Tas-3df1_148_nocturnal-4	adaptation_comment	amod<det>	a	DET	3	Tas-3df1_148_nocturnal-4
Tas-3df1_148_nocturnal-4	adaptation_comment	conj>cc>	and	CCONJ	5	Tas-3df1_148_nocturnal-4
Tas-3df1_148_nocturnal-4	adaptation_comment	conj>	crepuscular	ADJ	6	Tas-3df1_148_nocturnal-4
Tas-3df1_148_nocturnal-4	adaptation_comment	amod<	hunter	NOUN	7	Tas-3df1_148_nocturnal-4
Tas-3df1_148_nocturnal-4	adaptation_comment	amod<advcl>	spend	VERB	9	Tas-3df1_148_nocturnal-4
Tas-3df1_148_nocturnal-4	adaptation_comment	amod<advcl>obj>	day	NOUN	11	Tas-3df1_148_nocturnal-4
Tas-3df1_148_nocturnal-4	adaptation_comment	amod<advcl>conj>	hole	NOUN	18	Tas-3df1_148_nocturnal-4
Tas-3df1_189_nocturnal-27	adaptation_comment	amod<obj<advcl>	have	VERB	5	Tas-3df1_189_nocturnal-27
Tas-3df1_189_nocturnal-27	adaptation_comment	amod<obj<nsubj>	they	PRON	23	Tas-3df1_189_nocturnal-27
Tas-3df1_189_nocturnal-27	adaptation_comment	amod<obj<	take	VERB	24	Tas-3df1_189_nocturnal-27
Tas-3df1_189_nocturnal-27	adaptation_comment	amod<obj<compound:prt>	up	ADP	25	Tas-3df1_189_nocturnal-27
Tas-3df1_189_nocturnal-27	adaptation_comment	amod<det>	a	DET	26	Tas-3df1_189_nocturnal-27
Tas-3df1_189_nocturnal-27	adaptation_comment	amod<	lifestyle	NOUN	28	Tas-3df1_189_nocturnal-27
Tas-3df1_189_nocturnal-27	adaptation_comment	amod<obj<conj>	drop	VERB	30	Tas-3df1_189_nocturnal-27
Tas-3df1_158_social-8	adaptation_comment	amod<nsubj:pass<advcl>	consider	VERB	2	Tas-3df1_158_social-8
Tas-3df1_158_social-8	adaptation_comment	amod<nmod:poss>	they	PRON	7	Tas-3df1_158_social-8
Tas-3df1_158_social-8	adaptation_comment	amod<	interaction	NOUN	9	Tas-3df1_158_social-8
