	kldiv	group	g_N
kldiv_adaptation_comment	1.9016792114460666	Life__life	304
kldiv_adaptation_topic	2.012677829478492	Life__life	304
kldiv_free_topic	0.5975903440648815	Life__life	304
kldiv_location_comment	2.8481465603985816	Life__life	304
kldiv_location_topic	2.6686566542178833	Life__life	304
kldiv_taxongroup_comment	1.8055793952608474	Life__life	304
kldiv_taxongroup_topic	1.1574586756654843	Life__life	304
