relation	btoken	rtoken	btag	bloc	rtag	rloc	rdist	bterm	rterm	tagscore
location	Tho-9ab9_37_devil-3	Tho-9ab9_37_desert-11	Tho-9ab9_37_devil-3_5554	37	Tho-9ab9_37_desert-11_34	37	0	thorny devil	Desert	100.0
location	Asi-7d4f_3_lizards-9	Asi-7d4f_3_coastal-15	Asi-7d4f_3_lizards-9_5599	3	Asi-7d4f_3_coastal-15_1353	3	0	common lizard	Coastal	100.0
location	San-a712_5_lizard-52	San-a712_5_heathlands-30	San-a712_5_lizard-52_5445	5	San-a712_5_heathlands-30_4518	5	0	sand lizard	heathland	100.0
location	San-a712_5_lizard-8	San-a712_5_heathlands-30	San-a712_5_lizard-8_5445	5	San-a712_5_heathlands-30_4518	5	0	sand lizard	heathland	100.0
location	Tho-9ab9_27_devil-3	Tho-9ab9_27_desert-13	Tho-9ab9_27_devil-3_5554	27	Tho-9ab9_27_desert-13_34	27	0	thorny devil	Desert	100.0
location	Tho-9ab9_37_devil-3	Tho-9ab9_37_desert-22	Tho-9ab9_37_devil-3_5554	37	Tho-9ab9_37_desert-22_34	37	0	thorny devil	Desert	100.0
location	Asi-7d4f_57_monitor-4	Asi-7d4f_57_swamps-25	Asi-7d4f_57_monitor-4_5605	57	Asi-7d4f_57_swamps-25_3808	57	0	water monitor	swamp	100.0
location	Com-b39d_27_basilisk-3	Com-b39d_27_rainforests-8	Com-b39d_27_basilisk-3_1785	27	Com-b39d_27_rainforests-8_3811	27	0	 Common basilisk	rainforest	83.0
location	San-a712_35_lizard-7	San-a712_34_heathland-15	San-a712_35_lizard-7_5445	35	San-a712_34_heathland-15_4518	34	1	sand lizard	heathland	50.0
location	Tho-9ab9_26_devil-3	Tho-9ab9_27_desert-13	Tho-9ab9_26_devil-3_5554	26	Tho-9ab9_27_desert-13_3805	27	1	thorny devil	desert	50.0
location	San-a712_33_lizard-3	San-a712_34_heathland-15	San-a712_33_lizard-3_5445	33	San-a712_34_heathland-15_4518	34	1	sand lizard	heathland	50.0
location	Viv-ac84_40_lizard-3	Viv-ac84_39_heathland-5	Viv-ac84_40_lizard-3_5600	40	Viv-ac84_39_heathland-5_4518	39	1	viviparous lizard	heathland	41.5
location	Viv-ac84_40_lizard-3	Viv-ac84_39_moorland-7	Viv-ac84_40_lizard-3_5600	40	Viv-ac84_39_moorland-7_4526	39	1	viviparous lizard	moorland	41.5
location	Com-b39d_2_basilisk-3	Com-b39d_3_rainforests-21	Com-b39d_2_basilisk-3_1785	2	Com-b39d_3_rainforests-21_3811	3	1	 Common basilisk	rainforest	41.5
location	Com-b39d_26_basilisk-2	Com-b39d_27_rainforests-8	Com-b39d_26_basilisk-2_1785	26	Com-b39d_27_rainforests-8_3811	27	1	 Common basilisk	rainforest	41.5
location	San-6e1f_40_monitor-8	San-6e1f_39_desert-14	San-6e1f_40_monitor-8_5444	40	San-6e1f_39_desert-14_3805	39	1	sand monitor	desert	41.5
location	San-a712_36_lizards-19	San-a712_34_heathland-15	San-a712_36_lizards-19_5445	36	San-a712_34_heathland-15_4518	34	2	sand lizard	heathland	33.333
location	San-a712_32_lizard-2	San-a712_34_heathland-15	San-a712_32_lizard-2_3269	32	San-a712_34_heathland-15_4518	34	2	Sand lizard	heathland	33.333
location	Asi-7d4f_62_monitor-3	Asi-7d4f_60_swamps-13	Asi-7d4f_62_monitor-3_5605	62	Asi-7d4f_60_swamps-13_3808	60	2	water monitor	swamp	33.333
location	San-a712_36_lizards-3	San-a712_34_heathland-15	San-a712_36_lizards-3_5445	36	San-a712_34_heathland-15_4518	34	2	sand lizard	heathland	33.333
location	Liz-2f75_178_chameleons-2	Liz-2f75_179_desert-13	Liz-2f75_178_chameleons-2_1835	178	Liz-2f75_179_desert-13_34	179	1	Cape dwarf chameleon	Desert	33.0
location	Liz-2f75_178_chameleon-26	Liz-2f75_179_desert-13	Liz-2f75_178_chameleon-26_1835	178	Liz-2f75_179_desert-13_34	179	1	Cape dwarf chameleon	Desert	33.0
location	Com-b39d_4_lizard-17	Com-b39d_3_rainforests-21	Com-b39d_4_lizard-17_1786	4	Com-b39d_3_rainforests-21_3811	3	1	Jesus Christ lizard	rainforest	27.0
location	San-a712_2_lizard-11	San-a712_5_heathlands-30	San-a712_2_lizard-11_5445	2	San-a712_5_heathlands-30_4518	5	3	sand lizard	heathland	25.0
location	Asi-7d4f_57_monitor-4	Asi-7d4f_60_swamps-13	Asi-7d4f_57_monitor-4_5605	57	Asi-7d4f_60_swamps-13_3808	60	3	water monitor	swamp	25.0
location	Tho-9ab9_44_devil-2	Tho-9ab9_47_desert-9	Tho-9ab9_44_devil-2_3518	44	Tho-9ab9_47_desert-9_3805	47	3	Thorny devil	desert	25.0
location	San-a712_2_lizard-3	San-a712_5_heathlands-30	San-a712_2_lizard-3_5445	2	San-a712_5_heathlands-30_4518	5	3	sand lizard	heathland	25.0
location	Asi-7d4f_54_monitor-4	Asi-7d4f_57_swamps-25	Asi-7d4f_54_monitor-4_5605	54	Asi-7d4f_57_swamps-25_3808	57	3	water monitor	swamp	25.0
location	San-6e1f_42_monitor-10	San-6e1f_39_desert-14	San-6e1f_42_monitor-10_5444	42	San-6e1f_39_desert-14_3805	39	3	sand monitor	desert	20.75
location	San-6e1f_43_goanna-21	San-6e1f_39_desert-14	San-6e1f_43_goanna-21_5442	43	San-6e1f_39_desert-14_3805	39	4	sand goanna	desert	20.0
location	San-6e1f_10_goanna-8	San-6e1f_14_desert-11	San-6e1f_10_goanna-8_5442	10	San-6e1f_14_desert-11_34	14	4	sand goanna	Desert	20.0
location	Asi-7d4f_64_monitors-2	Asi-7d4f_60_swamps-13	Asi-7d4f_64_monitors-2_3629	64	Asi-7d4f_60_swamps-13_3808	60	4	Water monitor	swamp	20.0
