feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
conj> dog,0.967,0.0,0.756,0.03,2,Carnivora__order,adaptation_comment
conj> prey,0.953,0.0,0.756,0.03,2,Carnivora__order,adaptation_comment
conj>cc> and,0.938,0.001,0.626,0.097,18,Carnivora__order,adaptation_comment
nmod>conj> wolverine,0.93,0.001,0.756,0.03,2,Carnivora__order,adaptation_comment
nmod>conj> stoat,0.875,0.004,0.756,0.03,2,Carnivora__order,adaptation_comment
conj>cc> but,0.869,0.005,0.577,0.134,2,Carnivora__order,adaptation_comment
nsubj<obj>conj> bear,0.868,0.005,0.791,0.019,9,Carnivora__order,adaptation_comment
nmod:poss>det> the,0.867,0.005,0.733,0.039,3,Carnivora__order,adaptation_comment
conj<nmod>case> such,0.861,0.006,0.764,0.027,3,Carnivora__order,adaptation_comment
nsubj<obj>conj> wolf,0.857,0.007,0.733,0.039,5,Carnivora__order,adaptation_comment
conj<nmod>case> ...,0.844,0.008,0.577,0.134,2,Carnivora__order,adaptation_comment
nmod>conj> hyena,0.842,0.009,0.733,0.039,3,Carnivora__order,adaptation_comment
conj> ...,0.834,0.01,0.393,0.336,25,Carnivora__order,adaptation_comment
nsubj<obj>conj> badger,0.825,0.012,0.733,0.039,3,Carnivora__order,adaptation_comment
nmod>conj>compound> pine,0.824,0.012,0.756,0.03,2,Carnivora__order,adaptation_comment
nsubj<obl>conj> ...,0.823,0.012,0.577,0.134,6,Carnivora__order,adaptation_comment
nmod<conj> ...,0.82,0.013,0.764,0.027,11,Carnivora__order,adaptation_comment
nmod> eagle,0.82,0.013,0.756,0.03,2,Carnivora__order,adaptation_comment
nmod<case> with,0.811,0.015,0.756,0.03,2,Carnivora__order,adaptation_comment
amod<cc> and,-0.795,0.018,-0.577,0.134,5,Carnivora__order,adaptation_comment
conj<conj>compound> ...,0.795,0.018,0.655,0.078,3,Carnivora__order,adaptation_comment
nmod>conj> bird,0.792,0.019,0.733,0.039,3,Carnivora__order,adaptation_comment
obl<obl>conj> ...,0.79,0.02,0.577,0.134,4,Carnivora__order,adaptation_comment
conj<case> ...,0.79,0.02,0.674,0.067,7,Carnivora__order,adaptation_comment
amod> many,0.789,0.02,0.764,0.027,6,Carnivora__order,adaptation_comment
obj<obl>det> the,-0.789,0.02,-0.756,0.03,2,Carnivora__order,adaptation_comment
nsubj>list> ...,0.779,0.023,0.436,0.28,5,Carnivora__order,adaptation_comment
amod<nmod> pack,0.779,0.023,0.577,0.134,2,Carnivora__order,adaptation_comment
nmod>conj> fox,0.773,0.024,0.733,0.039,3,Carnivora__order,adaptation_comment
advcl<obl>case> ...,0.76,0.029,0.63,0.094,2,Carnivora__order,adaptation_comment
