,token,token_form,concept_uri,arcpath,lemma,upos,widx,feat,elongation_x,elongation_y,group,relrole,comp_id,N_tokens
8,All-1529_9_bear-20,bear,Bear#family,det>,the,DET,18,det> the,-0.6377069758507954,0.3015824762218867,Carnivora__order,taxongroup_comment,2,31
7,All-1529_9_bears-29,bears,Brown_Bear#species,det>,the,DET,28,det> the,-0.6377069758507954,0.3015824762218867,Carnivora__order,taxongroup_comment,2,31
4,Mus-0b8e_6_weasel-7,weasel,Weasel#genus,det>,the,DET,5,det> the,-0.6377069758507954,0.3015824762218867,Carnivora__order,taxongroup_comment,2,31
9,Sea-fb32_3_family-26,family,Mustelidae#family,det>,the,DET,24,det> the,-0.6377069758507954,0.3015824762218867,Carnivora__order,taxongroup_comment,2,31
2,Dog-c935_15_dog-5,dog,Canidae#family,det>,the,DET,3,det> the,-0.6377069758507954,0.3015824762218867,Carnivora__order,taxongroup_comment,2,31
7,Afr-3b7b_80_dog-12,dog,Canidae#family,det>,the,DET,9,det> the,-0.6377069758507954,0.3015824762218867,Carnivora__order,taxongroup_comment,2,31
3,Afr-3b7b_48_dog-12,dog,African_Wild_Dog#species,det>,the,DET,9,det> the,-0.6377069758507954,0.3015824762218867,Carnivora__order,taxongroup_comment,2,31
0,Lio-60d2_355_animals-3,animals,Animal#kingdom,det>,another,DET,1,det> another,-0.5781486092351865,0.3556235247729304,Carnivora__order,taxongroup_comment,2,31
2,Lio-60d2_412_animals-12,animals,Animal#kingdom,det>,the,DET,11,det> the,-0.6377069758507954,0.3015824762218867,Carnivora__order,taxongroup_comment,2,31
5,Lio-60d2_302_animal-14,animal,Animal#kingdom,det>,the,DET,13,det> the,-0.6377069758507954,0.3015824762218867,Carnivora__order,taxongroup_comment,2,31
6,Pin-2f45_415_animal-14,animal,Animal#kingdom,det>,the,DET,13,det> the,-0.6377069758507954,0.3015824762218867,Carnivora__order,taxongroup_comment,2,31
6,Smi-7190_199_animals-86,animals,Animal#kingdom,det>,the,DET,83,det> the,-0.6377069758507954,0.3015824762218867,Carnivora__order,taxongroup_comment,2,31
6,Pin-2f45_505_animals-10,animals,Animal#kingdom,det>,the,DET,9,det> the,-0.6377069758507954,0.3015824762218867,Carnivora__order,taxongroup_comment,2,31
5,Liobc52_6_cat-22,cat,Felidae#family,det>,a,DET,21,det> a,-0.6355192713323969,0.30935097223726093,Carnivora__order,taxongroup_comment,2,31
9,Sno-d342_2_Felidae-26,Felidae,Felidae#family,det>,the,DET,24,det> the,-0.6377069758507954,0.3015824762218867,Carnivora__order,taxongroup_comment,2,31
9,Spe-2571_77_bear-22,bear,Spectacled_Bear#species,det>,any,DET,20,det> any,-0.5933843386866144,0.28905309082308317,Carnivora__order,taxongroup_comment,2,31
2,Ear750e_4_phocidae-4,phocidae,Earless_seal#family,det>,the,DET,3,det> the,-0.6377069758507954,0.3015824762218867,Carnivora__order,taxongroup_comment,2,31
8,Cou-56f5_159_cats-29,cats,Felidae#family,det>,the,DET,27,det> the,-0.6377069758507954,0.3015824762218867,Carnivora__order,taxongroup_comment,2,31
7,Jag-fac8_44_Panthera-10,Panthera,Panthera#genus,det>,the,DET,8,det> the,-0.6377069758507954,0.3015824762218867,Carnivora__order,taxongroup_comment,2,31
9,Can-f359_26_dog-29,dog,Canidae#family,det>,the,DET,24,det> the,-0.6377069758507954,0.3015824762218867,Carnivora__order,taxongroup_comment,2,31
10,Man-d9fd_69_dog-30,dog,Canidae#family,det>,the,DET,28,det> the,-0.6377069758507954,0.3015824762218867,Carnivora__order,taxongroup_comment,2,31
11,Rac-2d62_270_animal-17,animal,Animal#kingdom,det>,a,DET,15,det> a,-0.6355192713323969,0.30935097223726093,Carnivora__order,taxongroup_comment,2,31
5,Rac-2d62_70_mammals-22,mammals,Mammal#class,det>,the,DET,18,det> the,-0.6377069758507954,0.3015824762218867,Carnivora__order,taxongroup_comment,2,31
5,Wea-8e57_39_weasel-26,weasel,Weasel#genus,det>,a,DET,25,det> a,-0.6355192713323969,0.30935097223726093,Carnivora__order,taxongroup_comment,2,31
3,Lea-7a1c_178_animal-42,animal,Animal#kingdom,det>,the,DET,41,det> the,-0.6377069758507954,0.3015824762218867,Carnivora__order,taxongroup_comment,2,31
6,Bad-5841_2_Mustelidae-10,Mustelidae,Mustelidae#family,det>,the,DET,8,det> the,-0.6377069758507954,0.3015824762218867,Carnivora__order,taxongroup_comment,2,31
8,Nor-d13e_5_family-16,family,Mustelidae#family,det>,the,DET,14,det> the,-0.6377069758507954,0.3015824762218867,Carnivora__order,taxongroup_comment,2,31
4,Wil-a4b1_155_Cats-14,Cats,Felidae#family,det>,the,DET,13,det> the,-0.6377069758507954,0.3015824762218867,Carnivora__order,taxongroup_comment,2,31
