	kldiv	group	g_N
kldiv_adaptation_comment	0.7278831786475127	Carnivora__order	3368
kldiv_adaptation_topic	0.5955617009554645	Carnivora__order	3368
kldiv_free_topic	0.2392813328325084	Carnivora__order	3368
kldiv_location_comment	1.5002481613589227	Carnivora__order	3368
kldiv_location_topic	0.4927738247371608	Carnivora__order	3368
kldiv_taxongroup_comment	0.5434248572075954	Carnivora__order	3368
kldiv_taxongroup_topic	0.4779313524939467	Carnivora__order	3368
