feat	count	weight	rel_role	group_name
amod> ...	220.0	1.131	adaptation_comment	Carnivora__order
nsubj<obj>conj> ...	131.0	1.263	adaptation_comment	Carnivora__order
nmod>case> ...	115.0	0.877	adaptation_comment	Carnivora__order
nmod> ...	114.0	0.704	adaptation_comment	Carnivora__order
nmod>conj> ...	86.0	0.781	adaptation_comment	Carnivora__order
case> ...	81.0	0.859	adaptation_comment	Carnivora__order
nsubj< ...	77.0	0.701	adaptation_comment	Carnivora__order
det> ...	66.0	0.747	adaptation_comment	Carnivora__order
cop> be	62.0	0.324	adaptation_comment	Carnivora__order
cop> ...	62.0	0.299	adaptation_comment	Carnivora__order
nsubj> ...	53.0	0.538	adaptation_comment	Carnivora__order
nsubj<conj> ...	52.0	0.177	adaptation_comment	Carnivora__order
amod< ...	52.0	0.294	adaptation_comment	Carnivora__order
nmod>case> of	50.0	0.941	adaptation_comment	Carnivora__order
nsubj<obj> ...	44.0	0.211	adaptation_comment	Carnivora__order
nmod>conj>cc> ...	42.0	0.162	adaptation_comment	Carnivora__order
nmod< ...	40.0	0.42	adaptation_comment	Carnivora__order
nmod>conj>cc> and	39.0	0.216	adaptation_comment	Carnivora__order
nmod>amod> ...	38.0	0.501	adaptation_comment	Carnivora__order
obl< ...	38.0	0.675	adaptation_comment	Carnivora__order
conj> ...	37.0	1.084	adaptation_comment	Carnivora__order
advmod> ...	35.0	0.426	adaptation_comment	Carnivora__order
conj<conj> ...	33.0	0.518	adaptation_comment	Carnivora__order
nsubj< include	33.0	0.707	adaptation_comment	Carnivora__order
det> the	32.0	0.793	adaptation_comment	Carnivora__order
nmod>det> ...	32.0	0.494	adaptation_comment	Carnivora__order
nmod>case>fixed> ...	30.0	0.207	adaptation_comment	Carnivora__order
nmod>case> such	30.0	0.832	adaptation_comment	Carnivora__order
nmod>case>fixed> as	30.0	0.275	adaptation_comment	Carnivora__order
conj< ...	30.0	0.487	adaptation_comment	Carnivora__order
obj< ...	30.0	0.281	adaptation_comment	Carnivora__order
nsubj<conj>amod> ...	29.0	0.517	adaptation_comment	Carnivora__order
nmod>det> the	27.0	0.501	adaptation_comment	Carnivora__order
amod> other	26.0	0.963	adaptation_comment	Carnivora__order
det> a	26.0	0.763	adaptation_comment	Carnivora__order
amod<amod> ...	26.0	0.192	adaptation_comment	Carnivora__order
nsubj<conj>cc> ...	26.0	0.579	adaptation_comment	Carnivora__order
cc> ...	25.0	0.44	adaptation_comment	Carnivora__order
conj>cc> ...	24.0	0.752	adaptation_comment	Carnivora__order
case> of	24.0	0.865	adaptation_comment	Carnivora__order
nmod>conj>amod> ...	23.0	0.475	adaptation_comment	Carnivora__order
nsubj<cop> be	22.0	0.517	adaptation_comment	Carnivora__order
nsubj<cop> ...	22.0	0.44	adaptation_comment	Carnivora__order
nsubj<conj>cc> and	22.0	0.535	adaptation_comment	Carnivora__order
nsubj<obj>amod> ...	22.0	0.401	adaptation_comment	Carnivora__order
compound> ...	22.0	0.386	adaptation_comment	Carnivora__order
amod<det> ...	22.0	0.72	adaptation_comment	Carnivora__order
amod<case> ...	22.0	0.618	adaptation_comment	Carnivora__order
nsubj>amod> ...	21.0	0.201	adaptation_comment	Carnivora__order
nmod<case> ...	21.0	0.612	adaptation_comment	Carnivora__order
amod>advmod> ...	20.0	0.411	adaptation_comment	Carnivora__order
nmod<det> ...	20.0	0.381	adaptation_comment	Carnivora__order
cc> and	19.0	0.437	adaptation_comment	Carnivora__order
conj>cc> and	18.0	0.79	adaptation_comment	Carnivora__order
nsubj>conj> ...	18.0	0.503	adaptation_comment	Carnivora__order
nsubj>det> ...	18.0	0.373	adaptation_comment	Carnivora__order
nmod<amod> ...	18.0	0.545	adaptation_comment	Carnivora__order
obj<nsubj> ...	17.0	0.257	adaptation_comment	Carnivora__order
conj>amod> ...	17.0	0.409	adaptation_comment	Carnivora__order
nsubj<aux> ...	16.0	0.567	adaptation_comment	Carnivora__order
nmod>compound> ...	16.0	0.331	adaptation_comment	Carnivora__order
nsubj<amod> ...	16.0	0.286	adaptation_comment	Carnivora__order
nsubj>det> the	16.0	0.434	adaptation_comment	Carnivora__order
conj<conj>amod> ...	15.0	0.765	adaptation_comment	Carnivora__order
obl<advmod> ...	14.0	0.311	adaptation_comment	Carnivora__order
obl<nsubj> ...	14.0	0.543	adaptation_comment	Carnivora__order
case> from	14.0	0.908	adaptation_comment	Carnivora__order
nsubj<obl> ...	13.0	0.42	adaptation_comment	Carnivora__order
mark> ...	13.0	0.283	adaptation_comment	Carnivora__order
obl<mark> ...	13.0	0.537	adaptation_comment	Carnivora__order
nmod>conj>compound> ...	13.0	0.215	adaptation_comment	Carnivora__order
nsubj<obl>case> ...	12.0	0.74	adaptation_comment	Carnivora__order
obl<obl>case> ...	12.0	0.346	adaptation_comment	Carnivora__order
obl<obl> ...	12.0	0.543	adaptation_comment	Carnivora__order
nmod<nmod< ...	12.0	0.254	adaptation_comment	Carnivora__order
nmod>case> in	12.0	0.896	adaptation_comment	Carnivora__order
acl:relcl>nsubj> ...	11.0	0.237	adaptation_comment	Carnivora__order
acl:relcl> ...	11.0	0.621	adaptation_comment	Carnivora__order
nmod<conj> ...	11.0	0.455	adaptation_comment	Carnivora__order
amod<obl< ...	11.0	0.412	adaptation_comment	Carnivora__order
conj<case> ...	11.0	0.408	adaptation_comment	Carnivora__order
nsubj<advmod> ...	11.0	0.605	adaptation_comment	Carnivora__order
compound< ...	11.0	0.257	adaptation_comment	Carnivora__order
nmod:poss> ...	11.0	0.291	adaptation_comment	Carnivora__order
nmod<det> a	11.0	0.404	adaptation_comment	Carnivora__order
amod<det> a	11.0	0.778	adaptation_comment	Carnivora__order
conj<amod> ...	10.0	0.687	adaptation_comment	Carnivora__order
obj<conj<conj> ...	10.0	0.441	adaptation_comment	Carnivora__order
obj<nsubj>amod> ...	10.0	0.344	adaptation_comment	Carnivora__order
amod<det> the	10.0	0.752	adaptation_comment	Carnivora__order
conj<nsubj> ...	10.0	0.304	adaptation_comment	Carnivora__order
conj<conj>cc> ...	10.0	0.457	adaptation_comment	Carnivora__order
nsubj<det> ...	10.0	0.451	adaptation_comment	Carnivora__order
amod<obj< ...	10.0	0.464	adaptation_comment	Carnivora__order
nsubj>compound> ...	10.0	0.403	adaptation_comment	Carnivora__order
obj<conj> ...	9.0	0.256	adaptation_comment	Carnivora__order
advcl> ...	9.0	0.359	adaptation_comment	Carnivora__order
nsubj> cat	9.0	0.578	adaptation_comment	Carnivora__order
nsubj<det> the	9.0	0.408	adaptation_comment	Carnivora__order
nsubj<obj>conj> bear	9.0	1.189	adaptation_comment	Carnivora__order
nmod<nmod>conj> ...	9.0	0.302	adaptation_comment	Carnivora__order
obj<mark> ...	9.0	0.379	adaptation_comment	Carnivora__order
obl<advcl< ...	9.0	0.235	adaptation_comment	Carnivora__order
nsubj>conj>cc> and	8.0	0.444	adaptation_comment	Carnivora__order
obl> ...	8.0	0.269	adaptation_comment	Carnivora__order
amod<cop> ...	8.0	0.317	adaptation_comment	Carnivora__order
nsubj<obl>amod> ...	8.0	0.321	adaptation_comment	Carnivora__order
nmod<nmod> ...	8.0	0.347	adaptation_comment	Carnivora__order
obj<aux> ...	8.0	0.344	adaptation_comment	Carnivora__order
amod<nmod>case> ...	8.0	0.186	adaptation_comment	Carnivora__order
amod<nmod> ...	8.0	0.499	adaptation_comment	Carnivora__order
nmod<obj< ...	8.0	0.565	adaptation_comment	Carnivora__order
acl> ...	8.0	0.419	adaptation_comment	Carnivora__order
nmod<nmod>case> ...	8.0	0.229	adaptation_comment	Carnivora__order
nsubj<conj>nmod> ...	8.0	0.233	adaptation_comment	Carnivora__order
nsubj<obj>nmod> ...	8.0	0.265	adaptation_comment	Carnivora__order
amod<nsubj> ...	8.0	0.482	adaptation_comment	Carnivora__order
nsubj<obj>appos> ...	8.0	0.197	adaptation_comment	Carnivora__order
obl<nsubj>amod> ...	8.0	0.247	adaptation_comment	Carnivora__order
nmod<det> the	8.0	0.458	adaptation_comment	Carnivora__order
acl:relcl>obj> ...	8.0	0.291	adaptation_comment	Carnivora__order
obl>case> ...	8.0	0.35	adaptation_comment	Carnivora__order
nsubj>conj>cc> ...	8.0	0.453	adaptation_comment	Carnivora__order
nmod>nmod> ...	8.0	0.521	adaptation_comment	Carnivora__order
case> for	8.0	0.817	adaptation_comment	Carnivora__order
nsubj<mark> ...	8.0	0.431	adaptation_comment	Carnivora__order
nsubj<obj>conj> fox	8.0	1.314	adaptation_comment	Carnivora__order
nmod<nmod<det> ...	8.0	0.676	adaptation_comment	Carnivora__order
obl<obj> ...	8.0	0.132	adaptation_comment	Carnivora__order
obl<aux> ...	8.0	0.47	adaptation_comment	Carnivora__order
nmod>nmod>case> ...	8.0	0.624	adaptation_comment	Carnivora__order
obj< have	8.0	0.352	adaptation_comment	Carnivora__order
nsubj<appos> ...	8.0	0.454	adaptation_comment	Carnivora__order
case> to	8.0	0.824	adaptation_comment	Carnivora__order
amod<cop> be	8.0	0.317	adaptation_comment	Carnivora__order
conj>obj> ...	8.0	0.436	adaptation_comment	Carnivora__order
amod>advmod> most	8.0	0.478	adaptation_comment	Carnivora__order
conj<conj>cc> and	8.0	0.567	adaptation_comment	Carnivora__order
nmod> fox	7.0	0.8	adaptation_comment	Carnivora__order
amod<conj< ...	7.0	0.302	adaptation_comment	Carnivora__order
nsubj>conj>amod> ...	7.0	0.334	adaptation_comment	Carnivora__order
appos< ...	7.0	0.342	adaptation_comment	Carnivora__order
nsubj<obj>det> ...	7.0	0.352	adaptation_comment	Carnivora__order
case> with	7.0	0.876	adaptation_comment	Carnivora__order
acl:relcl>nsubj> that	7.0	0.269	adaptation_comment	Carnivora__order
conj<nmod< ...	7.0	0.294	adaptation_comment	Carnivora__order
amod<obj<nsubj> ...	7.0	0.134	adaptation_comment	Carnivora__order
obj<advcl< ...	7.0	0.271	adaptation_comment	Carnivora__order
nmod> egg	7.0	0.67	adaptation_comment	Carnivora__order
xcomp< ...	7.0	0.229	adaptation_comment	Carnivora__order
compound>conj> ...	7.0	0.328	adaptation_comment	Carnivora__order
amod<conj> ...	7.0	0.238	adaptation_comment	Carnivora__order
amod<nmod< ...	7.0	0.639	adaptation_comment	Carnivora__order
nmod:poss> they	7.0	0.58	adaptation_comment	Carnivora__order
conj>nsubj> ...	7.0	0.451	adaptation_comment	Carnivora__order
nmod<nmod<case> ...	6.0	0.325	adaptation_comment	Carnivora__order
conj<det> ...	6.0	0.556	adaptation_comment	Carnivora__order
obj<advmod> ...	6.0	0.347	adaptation_comment	Carnivora__order
conj>aux> ...	6.0	0.388	adaptation_comment	Carnivora__order
acl:relcl>obl> ...	6.0	0.333	adaptation_comment	Carnivora__order
obj<nmod>conj> ...	6.0	0.383	adaptation_comment	Carnivora__order
nmod<obl< ...	6.0	0.12	adaptation_comment	Carnivora__order
nsubj>nmod> ...	6.0	0.124	adaptation_comment	Carnivora__order
nsubj>nmod>case> ...	6.0	0.431	adaptation_comment	Carnivora__order
nsubj<parataxis> ...	6.0	0.203	adaptation_comment	Carnivora__order
nmod> cat	6.0	0.828	adaptation_comment	Carnivora__order
conj<nmod<case> ...	6.0	0.593	adaptation_comment	Carnivora__order
obl<obl>amod> ...	6.0	0.312	adaptation_comment	Carnivora__order
amod<nmod<det> ...	6.0	0.376	adaptation_comment	Carnivora__order
amod<case> of	6.0	0.626	adaptation_comment	Carnivora__order
nsubj<obl>conj> ...	6.0	0.451	adaptation_comment	Carnivora__order
nmod<obj<nsubj> ...	6.0	0.31	adaptation_comment	Carnivora__order
nsubj<ccomp< ...	6.0	0.585	adaptation_comment	Carnivora__order
acl:relcl>obl>case> ...	6.0	0.511	adaptation_comment	Carnivora__order
nsubj<conj>appos> ...	6.0	0.255	adaptation_comment	Carnivora__order
compound<case> ...	6.0	0.155	adaptation_comment	Carnivora__order
nmod>case> include	6.0	0.853	adaptation_comment	Carnivora__order
