feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
conj<conj> eagle,0.947,0.0,0.764,0.027,11,Carnivora__order,free_topic
conj< wolf,0.945,0.0,0.546,0.162,14,Carnivora__order,free_topic
nmod>case> such,0.925,0.001,0.764,0.027,3,Carnivora__order,free_topic
nmod>case> ...,0.921,0.001,0.764,0.027,8,Carnivora__order,free_topic
conj> eagle,0.917,0.001,0.577,0.134,3,Carnivora__order,free_topic
acl>advcl>mark> ...,0.915,0.001,0.577,0.134,1,Carnivora__order,free_topic
nmod>case> in,0.914,0.001,0.548,0.16,15,Carnivora__order,free_topic
acl>advcl>mark> while,0.913,0.002,0.577,0.134,2,Carnivora__order,free_topic
nsubj:pass<obl> ...,0.912,0.002,0.577,0.134,22,Carnivora__order,free_topic
conj>amod> golden,0.902,0.002,0.577,0.134,2,Carnivora__order,free_topic
nmod>case> from,0.902,0.002,0.577,0.134,6,Carnivora__order,free_topic
nmod< species,0.898,0.002,0.764,0.027,3,Carnivora__order,free_topic
nmod>case> include,0.897,0.003,0.577,0.134,2,Carnivora__order,free_topic
conj> hyena,0.895,0.003,0.577,0.134,5,Carnivora__order,free_topic
conj>amod> gray,0.892,0.003,0.577,0.134,2,Carnivora__order,free_topic
nmod<det> a,0.892,0.003,0.764,0.027,17,Carnivora__order,free_topic
conj<nmod<conj> ...,0.89,0.003,0.77,0.025,5,Carnivora__order,free_topic
nmod>case> on,0.89,0.003,0.577,0.134,3,Carnivora__order,free_topic
nmod< ...,0.889,0.003,0.507,0.199,96,Carnivora__order,free_topic
conj< cat,0.888,0.003,0.655,0.078,9,Carnivora__order,free_topic
conj>amod> ...,0.888,0.003,0.571,0.14,26,Carnivora__order,free_topic
nmod<conj<conj> pair,0.888,0.003,0.577,0.134,2,Carnivora__order,free_topic
nmod>case> of,0.887,0.003,0.577,0.134,8,Carnivora__order,free_topic
conj> fox,0.884,0.004,0.764,0.027,7,Carnivora__order,free_topic
nmod>case> with,0.881,0.004,0.577,0.134,2,Carnivora__order,free_topic
nmod<nsubj:pass<obl> %,0.88,0.004,0.577,0.134,2,Carnivora__order,free_topic
conj> lions,0.879,0.004,0.577,0.134,5,Carnivora__order,free_topic
conj< whale,0.876,0.004,0.577,0.134,4,Carnivora__order,free_topic
conj<conj>amod> spot,-0.876,0.004,-0.764,0.027,6,Carnivora__order,free_topic
conj<appos> Mustela,0.873,0.005,0.866,0.005,5,Carnivora__order,free_topic
conj>amod> wild,0.872,0.005,0.577,0.134,2,Carnivora__order,free_topic
conj> ...,0.871,0.005,0.494,0.213,134,Carnivora__order,free_topic
conj< lions,0.868,0.005,0.655,0.078,7,Carnivora__order,free_topic
conj>amod> domestic,0.868,0.005,0.577,0.134,3,Carnivora__order,free_topic
nsubj:pass<conj> use,0.864,0.006,0.577,0.134,2,Carnivora__order,free_topic
nmod>nmod>case> of,0.861,0.006,0.577,0.134,3,Carnivora__order,free_topic
conj< ...,0.86,0.006,0.898,0.002,138,Carnivora__order,free_topic
appos< weasel,0.856,0.007,0.577,0.134,2,Carnivora__order,free_topic
