feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
nsubj< have,0.983,0.0,0.764,0.027,6,Cetacea__order,free_topic
nsubj< common,0.974,0.0,0.577,0.134,2,Cetacea__order,free_topic
conj< species,0.971,0.0,0.764,0.027,3,Cetacea__order,free_topic
conj<conj> orangutan,0.969,0.0,0.577,0.134,3,Cetacea__order,free_topic
nsubj< ...,0.967,0.0,0.546,0.162,41,Cetacea__order,free_topic
conj<conj> orca,0.964,0.0,0.577,0.134,3,Cetacea__order,free_topic
conj<conj> dolphin,0.937,0.001,0.327,0.429,5,Cetacea__order,free_topic
conj<conj> bonobo,0.936,0.001,0.577,0.134,3,Cetacea__order,free_topic
nmod< whistle,0.933,0.001,0.577,0.134,2,Cetacea__order,free_topic
conj<conj> human,0.924,0.001,0.577,0.134,3,Cetacea__order,free_topic
nsubj:pass<aux:pass> be,0.924,0.001,0.748,0.033,29,Cetacea__order,free_topic
conj<conj> shark,0.921,0.001,0.577,0.134,2,Cetacea__order,free_topic
cc> Orcinus,0.918,0.001,0.764,0.027,3,Cetacea__order,free_topic
conj<nmod< predator,0.912,0.002,0.577,0.134,2,Cetacea__order,free_topic
compound<list> ...,0.911,0.002,0.577,0.134,7,Cetacea__order,free_topic
conj>advmod> ...,0.909,0.002,0.756,0.03,4,Cetacea__order,free_topic
nsubj< use,0.901,0.002,0.577,0.134,3,Cetacea__order,free_topic
nsubj< one,0.898,0.002,0.577,0.134,2,Cetacea__order,free_topic
compound<list>compound> ...,0.897,0.003,0.577,0.134,7,Cetacea__order,free_topic
nsubj< species,0.895,0.003,0.764,0.027,3,Cetacea__order,free_topic
nmod<det> ...,0.893,0.003,0.577,0.134,1,Cetacea__order,free_topic
nmod<det> a,0.891,0.003,0.577,0.134,9,Cetacea__order,free_topic
conj< ...,0.891,0.003,0.764,0.027,28,Cetacea__order,free_topic
conj< whale,0.888,0.003,0.436,0.28,7,Cetacea__order,free_topic
