	kldiv	group	g_N
kldiv_adaptation_comment	1.4083975928989116	Cetacea__order	1310
kldiv_adaptation_topic	0.8746040010585288	Cetacea__order	1310
kldiv_free_topic	0.36334895599795036	Cetacea__order	1310
kldiv_location_comment	2.233281569675765	Cetacea__order	1310
kldiv_location_topic	1.1240494100087743	Cetacea__order	1310
kldiv_taxongroup_comment	0.5977440950925115	Cetacea__order	1310
kldiv_taxongroup_topic	0.5945677461147302	Cetacea__order	1310
