feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
conj>amod> ...,0.924,0.001,0.764,0.027,9,Cetacea__order,adaptation_topic
conj< whale,0.898,0.002,0.764,0.027,7,Cetacea__order,adaptation_topic
nsubj<cop> ...,0.896,0.003,0.756,0.03,2,Cetacea__order,adaptation_topic
nsubj:pass<obl> ...,0.893,0.003,0.577,0.134,11,Cetacea__order,adaptation_topic
nsubj:pass<obl>case> ...,0.891,0.003,0.577,0.134,4,Cetacea__order,adaptation_topic
nsubj> it,0.891,0.003,0.756,0.03,2,Cetacea__order,adaptation_topic
nsubj<obl>case> than,0.888,0.003,0.577,0.134,2,Cetacea__order,adaptation_topic
nsubj:pass<obl>case> in,0.887,0.003,0.577,0.134,5,Cetacea__order,adaptation_topic
conj> ...,0.886,0.003,0.472,0.237,9,Cetacea__order,adaptation_topic
nsubj<obl>case> to,0.879,0.004,0.655,0.078,5,Cetacea__order,adaptation_topic
nsubj<obl>case> in,0.879,0.004,0.655,0.078,7,Cetacea__order,adaptation_topic
nsubj<obl>det> a,0.873,0.005,0.577,0.134,2,Cetacea__order,adaptation_topic
nsubj<obl>det> the,0.872,0.005,0.577,0.134,5,Cetacea__order,adaptation_topic
nsubj<advmod> not,0.868,0.005,0.577,0.134,2,Cetacea__order,adaptation_topic
nmod>det> a,0.866,0.005,0.764,0.027,3,Cetacea__order,adaptation_topic
nmod< predator,0.863,0.006,0.577,0.134,2,Cetacea__order,adaptation_topic
nmod>case> on,0.863,0.006,0.577,0.134,2,Cetacea__order,adaptation_topic
conj< dolphing,0.852,0.007,0.577,0.134,2,Cetacea__order,adaptation_topic
nmod>case> in,0.844,0.008,0.577,0.134,3,Cetacea__order,adaptation_topic
conj<conj> beluga,0.844,0.008,0.577,0.134,2,Cetacea__order,adaptation_topic
cc> ...,0.838,0.009,0.577,0.134,1,Cetacea__order,adaptation_topic
nsubj:pass<obl>case> as,0.837,0.01,0.577,0.134,2,Cetacea__order,adaptation_topic
conj<nsubj<obj> ...,0.835,0.01,0.764,0.027,3,Cetacea__order,adaptation_topic
conj> dolphin,0.821,0.013,0.577,0.134,2,Cetacea__order,adaptation_topic
nmod>amod> ...,0.815,0.014,0.764,0.027,6,Cetacea__order,adaptation_topic
nsubj<ccomp< find,0.81,0.015,0.756,0.03,2,Cetacea__order,adaptation_topic
nsubj<obl>case> during,0.803,0.016,0.577,0.134,2,Cetacea__order,adaptation_topic
nmod< species,0.8,0.017,0.764,0.027,7,Cetacea__order,adaptation_topic
nmod>det> the,0.799,0.017,0.577,0.134,3,Cetacea__order,adaptation_topic
conj<nmod<amod> other,0.784,0.021,0.756,0.03,2,Cetacea__order,adaptation_topic
nmod>case> ...,0.783,0.022,0.096,0.821,8,Cetacea__order,adaptation_topic
cc> and,0.78,0.022,0.218,0.604,8,Cetacea__order,adaptation_topic
conj< ...,0.78,0.022,0.436,0.28,7,Cetacea__order,adaptation_topic
conj<conj>nmod> ...,-0.776,0.024,-0.577,0.134,1,Cetacea__order,adaptation_topic
nmod< ...,0.775,0.024,0.577,0.134,10,Cetacea__order,adaptation_topic
nmod<det> the,0.774,0.024,0.764,0.027,11,Cetacea__order,adaptation_topic
nsubj<obl>case> for,0.771,0.025,0.546,0.162,3,Cetacea__order,adaptation_topic
conj<conj>cc> and,0.766,0.027,0.577,0.134,3,Cetacea__order,adaptation_topic
nmod> ...,0.764,0.027,0.639,0.088,14,Cetacea__order,adaptation_topic
nsubj<obj>amod> ...,0.758,0.029,0.546,0.162,10,Cetacea__order,adaptation_topic
conj<case> of,0.757,0.029,0.577,0.134,3,Cetacea__order,adaptation_topic
nmod<amod> early,0.756,0.03,0.577,0.134,3,Cetacea__order,adaptation_topic
conj<case> ...,0.756,0.03,0.577,0.134,3,Cetacea__order,adaptation_topic
conj<conj> dolphin,0.739,0.036,0.577,0.134,4,Cetacea__order,adaptation_topic
nsubj<advcl> ...,0.738,0.037,0.436,0.28,10,Cetacea__order,adaptation_topic
conj<nmod< species,0.737,0.037,0.577,0.134,2,Cetacea__order,adaptation_topic
nsubj<obl>case> ...,0.734,0.038,0.63,0.094,6,Cetacea__order,adaptation_topic
nsubj:pass<obl>compound> ...,0.734,0.038,0.577,0.134,3,Cetacea__order,adaptation_topic
conj<det> the,0.731,0.04,0.577,0.134,5,Cetacea__order,adaptation_topic
nmod<det> ...,0.728,0.041,0.577,0.134,1,Cetacea__order,adaptation_topic
acl>obl>det> the,0.723,0.043,0.577,0.134,2,Cetacea__order,adaptation_topic
nsubj:pass<aux:pass> be,0.711,0.048,0.436,0.28,9,Cetacea__order,adaptation_topic
nsubj<obl> ...,0.71,0.049,0.327,0.429,18,Cetacea__order,adaptation_topic
nsubj:pass<advmod> ...,0.706,0.05,0.577,0.134,4,Cetacea__order,adaptation_topic
nmod< number,0.705,0.051,0.577,0.134,2,Cetacea__order,adaptation_topic
conj<conj> orca,0.702,0.052,0.436,0.28,3,Cetacea__order,adaptation_topic
nmod<det> a,0.7,0.053,0.577,0.134,2,Cetacea__order,adaptation_topic
appos>amod> ...,-0.69,0.058,-0.732,0.039,3,Cetacea__order,adaptation_topic
case> of,0.682,0.062,0.873,0.005,26,Cetacea__order,adaptation_topic
nsubj< ...,0.672,0.068,0.723,0.043,26,Cetacea__order,adaptation_topic
nsubj<ccomp< ...,0.67,0.069,0.504,0.203,2,Cetacea__order,adaptation_topic
nmod>case> with,0.669,0.07,0.63,0.094,2,Cetacea__order,adaptation_topic
nsubj:pass< ...,0.653,0.079,0.218,0.604,7,Cetacea__order,adaptation_topic
conj>cc> and,0.651,0.08,0.733,0.039,6,Cetacea__order,adaptation_topic
nmod:poss> Baird,0.647,0.083,0.577,0.134,2,Cetacea__order,adaptation_topic
appos>compound> ...,0.645,0.084,0.109,0.797,3,Cetacea__order,adaptation_topic
nsubj:pass<obl>amod> ...,0.641,0.087,0.577,0.134,3,Cetacea__order,adaptation_topic
nmod< population,0.636,0.09,0.577,0.134,3,Cetacea__order,adaptation_topic
nmod<amod> ...,0.635,0.091,0.577,0.134,14,Cetacea__order,adaptation_topic
conj<compound> ...,0.633,0.092,0.764,0.027,4,Cetacea__order,adaptation_topic
nmod< group,0.632,0.093,0.577,0.134,4,Cetacea__order,adaptation_topic
compound>compound> spectacle,0.63,0.094,0.577,0.134,2,Cetacea__order,adaptation_topic
conj<nmod<conj< ...,0.628,0.096,0.577,0.134,1,Cetacea__order,adaptation_topic
det> the,0.626,0.097,0.578,0.133,33,Cetacea__order,adaptation_topic
nmod<obj< give,0.623,0.099,0.577,0.134,3,Cetacea__order,adaptation_topic
amod> beak,-0.616,0.104,-0.825,0.012,4,Cetacea__order,adaptation_topic
case> such,0.616,0.104,0.577,0.134,4,Cetacea__order,adaptation_topic
obl<nsubj>det> the,0.615,0.105,0.577,0.134,2,Cetacea__order,adaptation_topic
conj<case> such,0.614,0.105,0.504,0.203,2,Cetacea__order,adaptation_topic
appos> ecology,0.613,0.106,0.577,0.134,2,Cetacea__order,adaptation_topic
conj<obl< ...,0.61,0.108,0.577,0.134,1,Cetacea__order,adaptation_topic
nmod<conj> ...,0.608,0.11,0.514,0.192,4,Cetacea__order,adaptation_topic
nsubj< be,0.606,0.111,0.577,0.134,2,Cetacea__order,adaptation_topic
compound<nsubj<mark> ...,-0.605,0.112,-0.577,0.134,1,Cetacea__order,adaptation_topic
nmod:poss< ...,0.589,0.124,0.577,0.134,4,Cetacea__order,adaptation_topic
compound> Sperm,0.581,0.131,0.481,0.227,7,Cetacea__order,adaptation_topic
conj<nmod< those,0.58,0.132,0.577,0.134,2,Cetacea__order,adaptation_topic
case> for,0.577,0.134,0.577,0.134,2,Cetacea__order,adaptation_topic
case> 's,0.573,0.137,0.577,0.134,4,Cetacea__order,adaptation_topic
appos> threats,0.57,0.14,0.412,0.31,2,Cetacea__order,adaptation_topic
nsubj<det> ...,0.569,0.141,0.577,0.134,1,Cetacea__order,adaptation_topic
nsubj<obj> ...,0.566,0.143,0.393,0.336,13,Cetacea__order,adaptation_topic
case> by,0.566,0.144,0.577,0.134,2,Cetacea__order,adaptation_topic
compound< ...,0.564,0.146,0.702,0.052,9,Cetacea__order,adaptation_topic
nsubj<xcomp> ...,-0.561,0.148,-0.504,0.203,2,Cetacea__order,adaptation_topic
nmod<cop> be,0.558,0.15,0.632,0.093,4,Cetacea__order,adaptation_topic
nsubj<conj< ...,-0.556,0.152,-0.62,0.101,3,Cetacea__order,adaptation_topic
conj<conj> dolphing,0.551,0.157,0.577,0.134,2,Cetacea__order,adaptation_topic
nsubj<cop> be,0.55,0.158,0.733,0.039,12,Cetacea__order,adaptation_topic
conj<conj>amod> ...,0.544,0.164,0.577,0.134,5,Cetacea__order,adaptation_topic
