token	relrole	arcpath	lemma	upos	widx	token
Ama-9e7a_178_migration-3	adaptation_comment	conj<	habitat	NOUN	1	Ama-9e7a_178_migration-3
Ama-9e7a_178_migration-3	adaptation_comment	cc>	and	CCONJ	2	Ama-9e7a_178_migration-3
Ama-9e7a_207_predators-5	adaptation_comment	obj<acl<case>	in	ADP	1	Ama-9e7a_207_predators-5
Ama-9e7a_207_predators-5	adaptation_comment	obj<acl<	addition	NOUN	2	Ama-9e7a_207_predators-5
Ama-9e7a_207_predators-5	adaptation_comment	obj<mark>	to	SCONJ	3	Ama-9e7a_207_predators-5
Ama-9e7a_207_predators-5	adaptation_comment	obj<	attract	VERB	4	Ama-9e7a_207_predators-5
Ama-9e7a_207_predators-5	adaptation_comment	nmod>case>	such	ADJ	6	Ama-9e7a_207_predators-5
Ama-9e7a_207_predators-5	adaptation_comment	nmod>case>fixed>	as	ADP	7	Ama-9e7a_207_predators-5
Ama-9e7a_207_predators-5	adaptation_comment	nmod>det>	the	DET	8	Ama-9e7a_207_predators-5
Ama-9e7a_207_predators-5	adaptation_comment	nmod>compound>compound>	Amazon	PROPN	9	Ama-9e7a_207_predators-5
Ama-9e7a_207_predators-5	adaptation_comment	nmod>compound>	river	NOUN	10	Ama-9e7a_207_predators-5
Ama-9e7a_207_predators-5	adaptation_comment	nmod>	dolphing	NOUN	11	Ama-9e7a_207_predators-5
Ama-9e7a_207_predators-5	adaptation_comment	obj<acl<obl<	location	NOUN	21	Ama-9e7a_207_predators-5
Ama-9e7a_93_predators-27	adaptation_comment	nmod<nsubj<acl:relcl<	dolphin	NOUN	22	Ama-9e7a_93_predators-27
Ama-9e7a_93_predators-27	adaptation_comment	nmod<nsubj<advmod>	where	ADV	23	Ama-9e7a_93_predators-27
Ama-9e7a_93_predators-27	adaptation_comment	nmod<	protection	NOUN	24	Ama-9e7a_93_predators-27
Ama-9e7a_93_predators-27	adaptation_comment	case>	from	ADP	25	Ama-9e7a_93_predators-27
Ama-9e7a_93_predators-27	adaptation_comment	amod>	larger	ADJ	26	Ama-9e7a_93_predators-27
Ama-9e7a_93_predators-27	adaptation_comment	nmod<nsubj<cop>	be	AUX	28	Ama-9e7a_93_predators-27
Ama-9e7a_93_predators-27	adaptation_comment	nmod<nsubj<	necessary	ADJ	29	Ama-9e7a_93_predators-27
Ama-9e7a_93_predators-8	adaptation_comment	obl>case>	in	ADP	1	Ama-9e7a_93_predators-8
Ama-9e7a_93_predators-8	adaptation_comment	obl>nmod:poss>	they	PRON	2	Ama-9e7a_93_predators-8
Ama-9e7a_93_predators-8	adaptation_comment	obl>compound>	freshwater	NOUN	3	Ama-9e7a_93_predators-8
Ama-9e7a_93_predators-8	adaptation_comment	obl>	habitat	NOUN	4	Ama-9e7a_93_predators-8
Ama-9e7a_93_predators-8	adaptation_comment	nsubj>	they	PRON	5	Ama-9e7a_93_predators-8
Ama-9e7a_93_predators-8	adaptation_comment	cop>	be	AUX	6	Ama-9e7a_93_predators-8
Ama-9e7a_93_predators-8	adaptation_comment	amod>	apex	ADJ	7	Ama-9e7a_93_predators-8
Ama-9e7a_93_predators-8	adaptation_comment	conj>cc>	and	CCONJ	9	Ama-9e7a_93_predators-8
Ama-9e7a_93_predators-8	adaptation_comment	conj>	gatherings	NOUN	10	Ama-9e7a_93_predators-8
Ama-9e7a_93_predators-8	adaptation_comment	nsubj<	depend	VERB	11	Ama-9e7a_93_predators-8
Ama-9e7a_93_predators-8	adaptation_comment	nsubj<obj>	more	ADJ	12	Ama-9e7a_93_predators-8
Ama-9e7a_93_predators-8	adaptation_comment	nsubj<obj>obl>	source	NOUN	15	Ama-9e7a_93_predators-8
Ama-9e7a_18_predator-17	adaptation_comment	compound<conj<nmod<	use	NOUN	12	Ama-9e7a_18_predator-17
Ama-9e7a_18_predator-17	adaptation_comment	compound<conj<case>	as	ADP	13	Ama-9e7a_18_predator-17
Ama-9e7a_18_predator-17	adaptation_comment	compound<conj<amod>	fish	ADJ	14	Ama-9e7a_18_predator-17
Ama-9e7a_18_predator-17	adaptation_comment	compound<conj<	bait	NOUN	15	Ama-9e7a_18_predator-17
Ama-9e7a_18_predator-17	adaptation_comment	compound<cc>	or	CCONJ	16	Ama-9e7a_18_predator-17
Ama-9e7a_18_predator-17	adaptation_comment	compound<	control	NOUN	18	Ama-9e7a_18_predator-17
Ama-9e7a_18_predator-17	adaptation_comment	compound<conj<conj>	damming	NOUN	20	Ama-9e7a_18_predator-17
Ama-9e7a_18_predator-17	adaptation_comment	compound<conj<conj>	pollution	NOUN	23	Ama-9e7a_18_predator-17
Ini-09cc_5_dimorphism-9	adaptation_comment	nmod<obj<nsubj>	they	PRON	1	Ini-09cc_5_dimorphism-9
Ini-09cc_5_dimorphism-9	adaptation_comment	nmod<obj<advmod>	also	ADV	2	Ini-09cc_5_dimorphism-9
Ini-09cc_5_dimorphism-9	adaptation_comment	nmod<obj<	display	VERB	3	Ini-09cc_5_dimorphism-9
Ini-09cc_5_dimorphism-9	adaptation_comment	nmod<det>	a	DET	4	Ini-09cc_5_dimorphism-9
Ini-09cc_5_dimorphism-9	adaptation_comment	nmod<amod>	high	ADJ	5	Ini-09cc_5_dimorphism-9
Ini-09cc_5_dimorphism-9	adaptation_comment	nmod<	amount	NOUN	6	Ini-09cc_5_dimorphism-9
Ini-09cc_5_dimorphism-9	adaptation_comment	case>	of	ADP	7	Ini-09cc_5_dimorphism-9
Ini-09cc_5_dimorphism-9	adaptation_comment	nmod<obj<obl>	form	NOUN	12	Ini-09cc_5_dimorphism-9
Ama-9e7a_11_dimorphism-2	adaptation_comment	nsubj<cop>	be	AUX	3	Ama-9e7a_11_dimorphism-2
Ama-9e7a_11_dimorphism-2	adaptation_comment	nsubj<advmod>	very	ADV	4	Ama-9e7a_11_dimorphism-2
Ama-9e7a_11_dimorphism-2	adaptation_comment	nsubj<	evident	ADJ	5	Ama-9e7a_11_dimorphism-2
Ama-9e7a_11_dimorphism-2	adaptation_comment	nsubj<advcl>mark>	with	SCONJ	7	Ama-9e7a_11_dimorphism-2
Ama-9e7a_11_dimorphism-2	adaptation_comment	nsubj<advcl>nsubj>	male	NOUN	8	Ama-9e7a_11_dimorphism-2
Ama-9e7a_11_dimorphism-2	adaptation_comment	nsubj<advcl>	measure	VERB	9	Ama-9e7a_11_dimorphism-2
Ama-9e7a_11_dimorphism-2	adaptation_comment	nsubj<advcl>advmod>	longer	ADV	12	Ama-9e7a_11_dimorphism-2
