relation	btoken	rtoken	btag	bloc	rtag	rloc	rdist	bterm	rterm	tagscore
location	Pol-28e5_64_worm-7	Pol-28e5_64_vents-18	Pol-28e5_64_worm-7_3122	64	Pol-28e5_64_vents-18_4520	64	0	Pompeii worm	hydrothermal vents	100.0
location	Cro-4b5e_324_starfish-7	Cro-4b5e_324_reef-28	Cro-4b5e_324_starfish-7_4849	324	Cro-4b5e_324_reef-28_4532	324	0	crown-of-thorns starfish	reefs	100.0
location	Cro-4b5e_337_starfish-11	Cro-4b5e_337_Reefs-20	Cro-4b5e_337_starfish-11_4849	337	Cro-4b5e_337_Reefs-20_1371	337	0	crown-of-thorns starfish	Reefs	100.0
location	Ech-1003_298_planci-22	Ech-1003_298_reef-40	Ech-1003_298_planci-22_2008	298	Ech-1003_298_reef-40_4532	298	0	Acanthaster planci	reefs	87.0
location	Alv-7b43_83_pachyptila-6	Alv-7b43_83_vents-12	Alv-7b43_83_pachyptila-6_2361	83	Alv-7b43_83_vents-12_4520	83	0	Riftia pachyptila	hydrothermal vents	87.0
location	Bra-cd5f_233_brachiopods-2	Bra-cd5f_233_seas-9	Bra-cd5f_233_brachiopods-2_4728	233	Bra-cd5f_233_seas-9_4528	233	0	brachiopods	shallow seas	83.0
location	Cro-4b5e_115_starfish-32	Cro-4b5e_115_reef-16	Cro-4b5e_115_starfish-32_4849	115	Cro-4b5e_115_reef-16_4532	115	0	crown-of-thorns starfish	reefs	83.0
location	Gia7637_6_worms-3	Gia7637_6_vents-17	Gia7637_6_worms-3_2360	6	Gia7637_6_vents-17_4520	6	0	Giant tube worm	hydrothermal vents	66.0
location	Sym-a4bb_43_worms-14	Sym-a4bb_43_vents-22	Sym-a4bb_43_worms-14_5012	43	Sym-a4bb_43_vents-22_4520	43	0	giant tube worm	hydrothermal vents	66.0
location	Hyd-d7b9_133_worms-3	Hyd-d7b9_133_vent-33	Hyd-d7b9_133_worms-3_5012	133	Hyd-d7b9_133_vent-33_4520	133	0	giant tube worm	hydrothermal vents	66.0
location	Hyd-d7b9_9_worms-23	Hyd-d7b9_9_vents-8	Hyd-d7b9_9_worms-23_5012	9	Hyd-d7b9_9_vents-8_4520	9	0	giant tube worm	hydrothermal vents	66.0
location	Sea-a026_10_urchins-2	Sea-a026_10_bed-27	Sea-a026_10_urchins-2_5528	10	Sea-a026_10_bed-27_4510	10	0	purple sea urchin	sea bed	66.0
location	Gia7637_7_worms-9	Gia7637_6_vents-17	Gia7637_7_worms-9_5012	7	Gia7637_6_vents-17_4520	6	1	giant tube worm	hydrothermal vents	50.0
location	Alv-7b43_2_worm-6	Alv-7b43_3_vents-9	Alv-7b43_2_worm-6_3122	2	Alv-7b43_3_vents-9_4520	3	1	Pompeii worm	hydrothermal vents	50.0
location	Alv-7b43_5_worm-39	Alv-7b43_6_vents-16	Alv-7b43_5_worm-39_3122	5	Alv-7b43_6_vents-16_4520	6	1	Pompeii worm	hydrothermal vents	50.0
location	Alv-7b43_2_worm-16	Alv-7b43_3_vents-9	Alv-7b43_2_worm-16_3122	2	Alv-7b43_3_vents-9_4520	3	1	Pompeii worm	hydrothermal vents	50.0
location	Alv-7b43_97_worm-14	Alv-7b43_96_vents-28	Alv-7b43_97_worm-14_3122	97	Alv-7b43_96_vents-28_4520	96	1	Pompeii worm	hydrothermal vents	50.0
location	Alv-7b43_2_worms-24	Alv-7b43_3_vents-9	Alv-7b43_2_worms-24_3122	2	Alv-7b43_3_vents-9_4520	3	1	Pompeii worm	hydrothermal vents	50.0
location	Alv-7b43_83_pachyptila-6	Alv-7b43_84_vent-24	Alv-7b43_83_pachyptila-6_2361	83	Alv-7b43_84_vent-24_4520	84	1	Riftia pachyptila	hydrothermal vents	43.5
location	Alv-7b43_83_pachyptila-6	Alv-7b43_84_vents-10	Alv-7b43_83_pachyptila-6_2361	83	Alv-7b43_84_vents-10_4520	84	1	Riftia pachyptila	hydrothermal vents	43.5
location	Alv-7b43_85_pompejana-2	Alv-7b43_84_vent-24	Alv-7b43_85_pompejana-2_3123	85	Alv-7b43_84_vent-24_4520	84	1	Alvinella pompejana	hydrothermal vents	43.5
