relation	btoken	rtoken	btag	bloc	rtag	rloc	rdist	bterm	rterm	tagscore
location	Tai-3286_130_mink-35	Tai-3286_130_taiga-5	Tai-3286_130_mink-35_56	130	Tai-3286_130_taiga-5_4534	130	0	American mink	taiga	100.0
location	Pol-a6a6_432_bear-13	Pol-a6a6_432_polar-12	Pol-a6a6_432_bear-13_5367	432	Pol-a6a6_432_polar-12_4531	432	0	polar bear	polar	100.0
location	Pol-a6a6_56_bears-16	Pol-a6a6_56_polar-15	Pol-a6a6_56_bears-16_5367	56	Pol-a6a6_56_polar-15_4531	56	0	polar bear	polar	100.0
location	Pol-a6a6_49_bear-15	Pol-a6a6_49_polar-35	Pol-a6a6_49_bear-15_5367	49	Pol-a6a6_49_polar-35_4531	49	0	polar bear	polar	100.0
location	Pol-a6a6_49_bear-15	Pol-a6a6_49_polar-14	Pol-a6a6_49_bear-15_5367	49	Pol-a6a6_49_polar-14_4531	49	0	polar bear	polar	100.0
location	Pol-a6a6_48_bears-9	Pol-a6a6_48_polar-8	Pol-a6a6_48_bears-9_5367	48	Pol-a6a6_48_polar-8_4531	48	0	polar bear	polar	100.0
location	Pol-a6a6_48_bears-17	Pol-a6a6_48_polar-8	Pol-a6a6_48_bears-17_5367	48	Pol-a6a6_48_polar-8_4531	48	0	polar bear	polar	100.0
location	Pol-a6a6_46_bears-4	Pol-a6a6_46_polar-3	Pol-a6a6_46_bears-4_5367	46	Pol-a6a6_46_polar-3_4531	46	0	polar bear	polar	100.0
location	Pol-a6a6_49_bear-22	Pol-a6a6_49_polar-14	Pol-a6a6_49_bear-22_5367	49	Pol-a6a6_49_polar-14_4531	49	0	polar bear	polar	100.0
location	Pol-a6a6_72_bears-3	Pol-a6a6_72_polar-2	Pol-a6a6_72_bears-3_5367	72	Pol-a6a6_72_polar-2_4531	72	0	polar bear	polar	100.0
location	Pol-a6a6_20_bear-3	Pol-a6a6_20_polar-2	Pol-a6a6_20_bear-3_5367	20	Pol-a6a6_20_polar-2_4531	20	0	polar bear	polar	100.0
location	Pol-a6a6_456_bears-25	Pol-a6a6_456_polar-9	Pol-a6a6_456_bears-25_5367	456	Pol-a6a6_456_polar-9_4531	456	0	polar bear	polar	100.0
location	Rei-38eb_416_bears-2	Rei-38eb_416_polar-4	Rei-38eb_416_bears-2_5367	416	Rei-38eb_416_polar-4_4531	416	0	polar bear	polar	100.0
location	Pol-a6a6_436_bears-4	Pol-a6a6_436_polar-3	Pol-a6a6_436_bears-4_5367	436	Pol-a6a6_436_polar-3_4531	436	0	polar bear	polar	100.0
location	Pol-a6a6_433_bear-8	Pol-a6a6_433_polar-7	Pol-a6a6_433_bear-8_5367	433	Pol-a6a6_433_polar-7_4531	433	0	polar bear	polar	100.0
location	Pol-a6a6_430_bear-18	Pol-a6a6_430_polar-17	Pol-a6a6_430_bear-18_5367	430	Pol-a6a6_430_polar-17_4531	430	0	polar bear	polar	100.0
location	Pol-a6a6_427_bear-15	Pol-a6a6_427_polar-14	Pol-a6a6_427_bear-15_5367	427	Pol-a6a6_427_polar-14_4531	427	0	polar bear	polar	100.0
location	Pol-a6a6_429_bear-38	Pol-a6a6_429_polar-26	Pol-a6a6_429_bear-38_5367	429	Pol-a6a6_429_polar-26_4531	429	0	polar bear	polar	100.0
location	Wald2cb_20_bear-3	Wald2cb_20_polar-2	Wald2cb_20_bear-3_5367	20	Wald2cb_20_polar-2_4531	20	0	polar bear	polar	100.0
location	Pol-a6a6_426_bears-12	Pol-a6a6_426_polar-11	Pol-a6a6_426_bears-12_5367	426	Pol-a6a6_426_polar-11_4531	426	0	polar bear	polar	100.0
location	Pol-a6a6_426_bears-12	Pol-a6a6_426_polar-22	Pol-a6a6_426_bears-12_5367	426	Pol-a6a6_426_polar-22_4531	426	0	polar bear	polar	100.0
location	Rin-ae1a_103_bear-16	Rin-ae1a_103_polar-15	Rin-ae1a_103_bear-16_5367	103	Rin-ae1a_103_polar-15_4531	103	0	polar bear	polar	100.0
location	Sou-be79_5_bear-51	Sou-be79_5_polar-54	Sou-be79_5_bear-51_5367	5	Sou-be79_5_polar-54_4531	5	0	polar bear	polar	100.0
location	Tai-3286_130_bear-67	Tai-3286_130_polar-73	Tai-3286_130_bear-67_5367	130	Tai-3286_130_polar-73_4531	130	0	polar bear	polar	100.0
location	Tai-3286_130_bear-71	Tai-3286_130_polar-73	Tai-3286_130_bear-71_5367	130	Tai-3286_130_polar-73_4531	130	0	polar bear	polar	100.0
location	Tai-3286_130_bear-63	Tai-3286_130_polar-73	Tai-3286_130_bear-63_5367	130	Tai-3286_130_polar-73_4531	130	0	polar bear	polar	100.0
location	Tai-3286_130_bear-74	Tai-3286_130_polar-73	Tai-3286_130_bear-74_5367	130	Tai-3286_130_polar-73_4531	130	0	polar bear	polar	100.0
location	Spe-2571_17_bear-35	Spe-2571_17_polar-27	Spe-2571_17_bear-35_5367	17	Spe-2571_17_polar-27_4531	17	0	polar bear	polar	100.0
location	Spe-2571_17_bear-28	Spe-2571_17_polar-27	Spe-2571_17_bear-28_5367	17	Spe-2571_17_polar-27_4531	17	0	polar bear	polar	100.0
location	Sou-be79_5_bear-55	Sou-be79_5_polar-54	Sou-be79_5_bear-55_5367	5	Sou-be79_5_polar-54_4531	5	0	polar bear	polar	100.0
location	Pol-a6a6_56_bears-25	Pol-a6a6_56_polar-15	Pol-a6a6_56_bears-25_5367	56	Pol-a6a6_56_polar-15_4531	56	0	polar bear	polar	100.0
location	Pol-a6a6_68_bear-10	Pol-a6a6_68_polar-2	Pol-a6a6_68_bear-10_5367	68	Pol-a6a6_68_polar-2_4531	68	0	polar bear	polar	100.0
location	Pol-a6a6_68_bear-18	Pol-a6a6_68_polar-2	Pol-a6a6_68_bear-18_5367	68	Pol-a6a6_68_polar-2_4531	68	0	polar bear	polar	100.0
location	Pol-a6a6_208_bears-2	Pol-a6a6_208_Polar-1	Pol-a6a6_208_bears-2_5367	208	Pol-a6a6_208_Polar-1_4531	208	0	polar bear	polar	100.0
location	Pol-a6a6_52_bears-17	Pol-a6a6_52_polar-10	Pol-a6a6_52_bears-17_5367	52	Pol-a6a6_52_polar-10_4531	52	0	polar bear	polar	100.0
