relation	btoken	rtoken	btag	bloc	rtag	rloc	rdist	bterm	rterm	tagscore
location	Amo-ffe8_98_arum-11	Amo-ffe8_98_rainforest-5	Amo-ffe8_98_arum-11_3552	98	Amo-ffe8_98_rainforest-5_3811	98	0	Titan arum	rainforest	100.0
location	Lar-2baf_25_bamboo-29	Lar-2baf_25_rainforest-25	Lar-2baf_25_bamboo-29_4656	25	Lar-2baf_25_rainforest-25_3811	25	0	bamboo	rainforest	100.0
location	Gag-a05b_6_Snowdon-18	Gag-a05b_6_mountain-36	Gag-a05b_6_Snowdon-18_2736	6	Gag-a05b_6_mountain-36_4527	6	0	Snowdon lily	mountains	100.0
location	Gag-a05b_6_Snowdon-18	Gag-a05b_6_mountain-6	Gag-a05b_6_Snowdon-18_2736	6	Gag-a05b_6_mountain-6_4527	6	0	Snowdon lily	mountains	100.0
location	Oph-1439_10_orchids-6	Oph-1439_10_Mountains-23	Oph-1439_10_orchids-6_4169	10	Oph-1439_10_Mountains-23_1366	10	0	orchids	Mountains	100.0
location	Amo-ffe8_45_arum-3	Amo-ffe8_45_rainforests-12	Amo-ffe8_45_arum-3_5571	45	Amo-ffe8_45_rainforests-12_3811	45	0	titan arum	rainforest	100.0
location	Gag-a05b_6_spiderwort-7	Gag-a05b_6_mountain-6	Gag-a05b_6_spiderwort-7_5191	6	Gag-a05b_6_mountain-6_4527	6	0	mountain spiderwort	mountains	83.0
location	Gag-a05b_6_spiderwort-7	Gag-a05b_6_mountain-36	Gag-a05b_6_spiderwort-7_2739	6	Gag-a05b_6_mountain-36_4527	6	0	Mountain spiderwort	mountains	83.0
location	Red-e311_122_bamboo-33	Red-e311_122_forest-11	Red-e311_122_bamboo-33_4656	122	Red-e311_122_forest-11_4538	122	0	bamboo	tropical coniferous forest	66.0
location	Red-e311_122_bamboo-39	Red-e311_122_forest-11	Red-e311_122_bamboo-39_4656	122	Red-e311_122_forest-11_1378	122	0	bamboo	Tropical coniferous forest	66.0
location	Tun-c63e_62_orchids-16	Tun-c63e_63_moorland-8	Tun-c63e_62_orchids-16_4169	62	Tun-c63e_63_moorland-8_1365	63	1	orchids	Moorland	50.0
location	Pol-516e_76_orchid-40	Pol-516e_75_mountains-15	Pol-516e_76_orchid-40_4169	76	Pol-516e_75_mountains-15_4527	75	1	orchids	mountains	50.0
