	kldiv	group	g_N
kldiv_adaptation_comment	3.456812084464238	Plant__kingdom	1716
kldiv_adaptation_topic	3.1869208971998946	Plant__kingdom	1716
kldiv_free_topic	0.1396034871048606	Plant__kingdom	1716
kldiv_location_comment	1.419661951957142	Plant__kingdom	1716
kldiv_location_topic	1.2683153221069894	Plant__kingdom	1716
kldiv_taxongroup_comment	0.5750383701003396	Plant__kingdom	1716
kldiv_taxongroup_topic	0.6713229248627985	Plant__kingdom	1716
