feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
nmod< family,0.953,0.0,0.655,0.078,8,Plant__kingdom,taxongroup_topic
appos<nmod< ...,0.949,0.0,0.577,0.134,7,Plant__kingdom,taxongroup_topic
conj<conj> larch,0.929,0.001,0.791,0.019,6,Plant__kingdom,taxongroup_topic
obl<nsubj:pass> seed,0.928,0.001,0.577,0.134,2,Plant__kingdom,taxongroup_topic
obl<obl>case> in,0.921,0.001,0.764,0.027,3,Plant__kingdom,taxongroup_topic
conj<conj> fir,0.917,0.001,0.873,0.005,7,Plant__kingdom,taxongroup_topic
nmod< species,0.912,0.002,0.577,0.134,5,Plant__kingdom,taxongroup_topic
obl<aux> have,0.912,0.002,0.764,0.027,3,Plant__kingdom,taxongroup_topic
case> of,0.895,0.003,0.549,0.159,40,Plant__kingdom,taxongroup_topic
amod> other,0.894,0.003,0.577,0.134,3,Plant__kingdom,taxongroup_topic
case> such,0.893,0.003,0.764,0.027,3,Plant__kingdom,taxongroup_topic
nsubj<nmod>amod> ...,0.892,0.003,0.327,0.429,4,Plant__kingdom,taxongroup_topic
nmod< ...,0.891,0.003,0.409,0.314,30,Plant__kingdom,taxongroup_topic
nmod< plant,0.882,0.004,0.764,0.027,3,Plant__kingdom,taxongroup_topic
nsubj<appos>det> the,0.879,0.004,0.764,0.027,4,Plant__kingdom,taxongroup_topic
cc> and,0.876,0.004,0.751,0.032,19,Plant__kingdom,taxongroup_topic
nsubj<nmod> ...,0.859,0.006,0.627,0.096,14,Plant__kingdom,taxongroup_topic
conj< plant,0.85,0.008,0.764,0.027,3,Plant__kingdom,taxongroup_topic
conj>cc> ...,0.85,0.008,0.577,0.134,3,Plant__kingdom,taxongroup_topic
obl<aux> may,0.847,0.008,0.577,0.134,2,Plant__kingdom,taxongroup_topic
compound<conj<conj> ...,0.833,0.01,0.245,0.558,18,Plant__kingdom,taxongroup_topic
obj< ...,-0.827,0.011,-0.764,0.027,3,Plant__kingdom,taxongroup_topic
appos<conj<conj> ...,0.823,0.012,0.577,0.134,4,Plant__kingdom,taxongroup_topic
conj> plant,0.821,0.013,0.577,0.134,2,Plant__kingdom,taxongroup_topic
nmod<amod> ...,0.818,0.013,0.764,0.027,12,Plant__kingdom,taxongroup_topic
conj> ...,0.812,0.014,-0.026,0.952,21,Plant__kingdom,taxongroup_topic
conj>cc> and,0.812,0.014,-0.096,0.821,13,Plant__kingdom,taxongroup_topic
appos<nsubj:pass<obl> which,-0.807,0.016,-0.577,0.134,2,Plant__kingdom,taxongroup_topic
conj> pine,0.806,0.016,0.655,0.078,6,Plant__kingdom,taxongroup_topic
conj<case> ...,0.798,0.018,0.577,0.134,4,Plant__kingdom,taxongroup_topic
conj>cc> or,0.794,0.019,0.546,0.162,4,Plant__kingdom,taxongroup_topic
obl<obl>case> ...,0.786,0.021,0.764,0.027,5,Plant__kingdom,taxongroup_topic
conj<amod>advmod> e.g.,0.782,0.022,0.577,0.134,3,Plant__kingdom,taxongroup_topic
nsubj<obl>case> ...,0.777,0.023,0.77,0.025,5,Plant__kingdom,taxongroup_topic
obl<conj> seedling,0.776,0.024,0.577,0.134,2,Plant__kingdom,taxongroup_topic
nmod>case> ...,0.776,0.024,0.464,0.247,6,Plant__kingdom,taxongroup_topic
appos<nsubj<amod> medium,0.773,0.025,0.577,0.134,2,Plant__kingdom,taxongroup_topic
conj<nmod<amod> ...,0.773,0.025,0.655,0.078,3,Plant__kingdom,taxongroup_topic
conj< pine,0.772,0.025,0.733,0.039,5,Plant__kingdom,taxongroup_topic
nsubj<conj>amod> ...,0.768,0.026,0.655,0.078,3,Plant__kingdom,taxongroup_topic
acl>obj> ...,0.767,0.026,0.764,0.027,3,Plant__kingdom,taxongroup_topic
obl< ...,0.767,0.026,0.577,0.134,22,Plant__kingdom,taxongroup_topic
nmod<amod> other,0.766,0.027,0.577,0.134,3,Plant__kingdom,taxongroup_topic
nsubj<appos>det> ...,0.765,0.027,0.577,0.134,2,Plant__kingdom,taxongroup_topic
nmod>det> ...,0.762,0.028,0.733,0.039,3,Plant__kingdom,taxongroup_topic
conj<appos< ...,0.761,0.028,0.577,0.134,4,Plant__kingdom,taxongroup_topic
flat> giganteum,-0.76,0.028,-0.733,0.039,3,Plant__kingdom,taxongroup_topic
appos<conj> ...,0.759,0.029,0.756,0.03,6,Plant__kingdom,taxongroup_topic
conj>compound> ...,0.758,0.029,0.866,0.005,8,Plant__kingdom,taxongroup_topic
nsubj<nmod>case> ...,0.755,0.03,0.674,0.067,4,Plant__kingdom,taxongroup_topic
conj<conj> spruce,0.755,0.031,0.736,0.037,6,Plant__kingdom,taxongroup_topic
conj<conj> ...,0.751,0.032,0.736,0.038,29,Plant__kingdom,taxongroup_topic
appos<nsubj< tree,0.746,0.034,0.577,0.134,2,Plant__kingdom,taxongroup_topic
nsubj<nmod>case> of,0.745,0.034,0.736,0.037,6,Plant__kingdom,taxongroup_topic
nsubj<nmod>compound> pine,0.74,0.036,0.577,0.134,2,Plant__kingdom,taxongroup_topic
compound<appos<compound> ...,-0.736,0.037,-0.577,0.134,4,Plant__kingdom,taxongroup_topic
nmod< group,0.731,0.039,0.756,0.03,2,Plant__kingdom,taxongroup_topic
nmod>det> the,0.731,0.04,0.632,0.093,4,Plant__kingdom,taxongroup_topic
nsubj<nmod>case> in,0.73,0.04,0.756,0.03,2,Plant__kingdom,taxongroup_topic
nsubj<obl>nmod> ...,0.724,0.042,0.577,0.134,3,Plant__kingdom,taxongroup_topic
cc> or,0.724,0.042,0.577,0.134,5,Plant__kingdom,taxongroup_topic
