feat	count	weight	rel_role	group_name
cop> ...	6.0	0.633	adaptation_comment	Plant__kingdom
cop> be	6.0	0.633	adaptation_comment	Plant__kingdom
nsubj> ...	5.0	0.304	adaptation_comment	Plant__kingdom
advmod> ...	4.0	0.491	adaptation_comment	Plant__kingdom
conj<conj> ...	4.0	0.895	adaptation_comment	Plant__kingdom
nsubj>amod> ...	4.0	0.263	adaptation_comment	Plant__kingdom
conj>cc> and	3.0	0.903	adaptation_comment	Plant__kingdom
amod<compound> ...	3.0	0.179	adaptation_comment	Plant__kingdom
nsubj>det> the	3.0	0.587	adaptation_comment	Plant__kingdom
compound> ...	3.0	0.408	adaptation_comment	Plant__kingdom
conj> ...	3.0	0.901	adaptation_comment	Plant__kingdom
conj>cc> ...	3.0	0.817	adaptation_comment	Plant__kingdom
amod< ...	3.0	0.311	adaptation_comment	Plant__kingdom
nsubj>det> ...	3.0	0.553	adaptation_comment	Plant__kingdom
obl> ...	2.0	0.486	adaptation_comment	Plant__kingdom
obl>case> with	2.0	0.394	adaptation_comment	Plant__kingdom
obl>case> ...	2.0	0.36	adaptation_comment	Plant__kingdom
amod> ...	2.0	1.215	adaptation_comment	Plant__kingdom
conj< ...	2.0	0.622	adaptation_comment	Plant__kingdom
amod<conj> ...	2.0	0.285	adaptation_comment	Plant__kingdom
conj<conj>cc> and	2.0	0.612	adaptation_comment	Plant__kingdom
conj<conj>cc> ...	2.0	0.48	adaptation_comment	Plant__kingdom
conj<conj>obj> ...	2.0	0.361	adaptation_comment	Plant__kingdom
cc> ...	2.0	1.001	adaptation_comment	Plant__kingdom
advcl>obj>det> ...	1.0	0.315	adaptation_comment	Plant__kingdom
obl>appos>det> ...	1.0	0.488	adaptation_comment	Plant__kingdom
advcl>obj> ...	1.0	0.323	adaptation_comment	Plant__kingdom
advcl>xcomp>mark> ...	1.0	0.401	adaptation_comment	Plant__kingdom
advcl>xcomp> ...	1.0	0.258	adaptation_comment	Plant__kingdom
nsubj>nmod>case> ...	1.0	0.493	adaptation_comment	Plant__kingdom
nsubj>compound> ...	1.0	0.525	adaptation_comment	Plant__kingdom
nsubj>nmod>det> ...	1.0	0.191	adaptation_comment	Plant__kingdom
nsubj>nmod> ...	1.0	0.387	adaptation_comment	Plant__kingdom
advcl>xcomp>obj> ...	1.0	0.808	adaptation_comment	Plant__kingdom
advcl> ...	1.0	0.299	adaptation_comment	Plant__kingdom
conj>obl> ...	1.0	0.303	adaptation_comment	Plant__kingdom
nsubj>nmod:poss> ...	1.0	0.364	adaptation_comment	Plant__kingdom
nsubj>appos> ...	1.0	0.424	adaptation_comment	Plant__kingdom
conj>aux:pass> ...	1.0	0.342	adaptation_comment	Plant__kingdom
obl>appos> ...	1.0	0.246	adaptation_comment	Plant__kingdom
conj>advmod> ...	1.0	0.406	adaptation_comment	Plant__kingdom
conj>obl>case> ...	1.0	0.408	adaptation_comment	Plant__kingdom
obl>appos>amod> ...	1.0	0.303	adaptation_comment	Plant__kingdom
nsubj<appos>amod> ...	1.0	0.217	adaptation_comment	Plant__kingdom
nsubj<appos>compound> ...	1.0	0.338	adaptation_comment	Plant__kingdom
nsubj<appos> ...	1.0	0.555	adaptation_comment	Plant__kingdom
nsubj<appos>conj> ...	1.0	0.366	adaptation_comment	Plant__kingdom
appos<nsubj>amod> ...	1.0	0.347	adaptation_comment	Plant__kingdom
appos<nsubj>compound> ...	1.0	0.325	adaptation_comment	Plant__kingdom
appos<nsubj> ...	1.0	0.457	adaptation_comment	Plant__kingdom
appos< ...	1.0	0.47	adaptation_comment	Plant__kingdom
appos<obj> ...	1.0	0.279	adaptation_comment	Plant__kingdom
appos<advmod> ...	1.0	0.468	adaptation_comment	Plant__kingdom
conj>compound> ...	1.0	0.353	adaptation_comment	Plant__kingdom
conj<nsubj>det> ...	1.0	0.457	adaptation_comment	Plant__kingdom
conj<nsubj> ...	1.0	0.511	adaptation_comment	Plant__kingdom
conj<cop> ...	1.0	0.52	adaptation_comment	Plant__kingdom
conj<conj>amod> ...	1.0	0.494	adaptation_comment	Plant__kingdom
conj<conj>nsubj> ...	1.0	0.259	adaptation_comment	Plant__kingdom
conj<conj>obl> ...	1.0	0.459	adaptation_comment	Plant__kingdom
nsubj<advmod> ...	1.0	0.474	adaptation_comment	Plant__kingdom
nsubj<obj> ...	1.0	0.292	adaptation_comment	Plant__kingdom
nsubj<obj>nummod> ...	1.0	0.306	adaptation_comment	Plant__kingdom
nsubj< ...	1.0	0.618	adaptation_comment	Plant__kingdom
conj<appos<nsubj> ...	1.0	0.469	adaptation_comment	Plant__kingdom
conj<appos< ...	1.0	0.16	adaptation_comment	Plant__kingdom
conj<appos<advmod> ...	1.0	0.363	adaptation_comment	Plant__kingdom
conj<amod> ...	1.0	0.77	adaptation_comment	Plant__kingdom
conj<compound> ...	1.0	0.203	adaptation_comment	Plant__kingdom
compound>amod> ...	1.0	0.257	adaptation_comment	Plant__kingdom
amod>advmod> ...	1.0	0.334	adaptation_comment	Plant__kingdom
obl>appos>det> the	1.0	0.488	adaptation_comment	Plant__kingdom
nsubj>nmod>det> the	1.0	0.184	adaptation_comment	Plant__kingdom
nsubj>nmod>case> of	1.0	0.493	adaptation_comment	Plant__kingdom
advmod> not	1.0	0.545	adaptation_comment	Plant__kingdom
conj>aux:pass> be	1.0	0.342	adaptation_comment	Plant__kingdom
advcl>obj>det> the	1.0	0.315	adaptation_comment	Plant__kingdom
advcl>xcomp>mark> to	1.0	0.401	adaptation_comment	Plant__kingdom
conj<nsubj>det> the	1.0	0.445	adaptation_comment	Plant__kingdom
conj<cop> be	1.0	0.52	adaptation_comment	Plant__kingdom
cc> but	1.0	1.007	adaptation_comment	Plant__kingdom
cc> and	1.0	1.019	adaptation_comment	Plant__kingdom
