feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
case> of,0.915,0.001,0.756,0.03,6,Plant__kingdom,location_topic
conj> forests,0.902,0.002,0.866,0.005,4,Plant__kingdom,location_topic
conj>cc> and,0.883,0.004,0.66,0.075,10,Plant__kingdom,location_topic
nsubj<nmod>case> ...,0.879,0.004,0.77,0.025,4,Plant__kingdom,location_topic
case> with,0.854,0.007,0.764,0.027,3,Plant__kingdom,location_topic
case> in,0.852,0.007,0.845,0.008,3,Plant__kingdom,location_topic
conj>amod> mix,0.852,0.007,0.764,0.027,3,Plant__kingdom,location_topic
nmod< ...,0.849,0.008,0.866,0.005,11,Plant__kingdom,location_topic
conj>amod> ...,0.847,0.008,0.709,0.049,6,Plant__kingdom,location_topic
conj<obl> ...,0.836,0.01,0.655,0.078,6,Plant__kingdom,location_topic
conj< ...,0.835,0.01,0.548,0.16,12,Plant__kingdom,location_topic
conj< spruce,0.823,0.012,0.577,0.134,3,Plant__kingdom,location_topic
det> the,0.795,0.018,0.626,0.097,9,Plant__kingdom,location_topic
case> ...,0.779,0.023,0.733,0.039,4,Plant__kingdom,location_topic
compound<conj< ...,0.775,0.024,0.577,0.134,3,Plant__kingdom,location_topic
conj<conj>compound> ...,0.768,0.026,0.436,0.28,4,Plant__kingdom,location_topic
conj<conj>cc> and,0.767,0.026,0.764,0.027,6,Plant__kingdom,location_topic
nsubj<obl>amod> ...,0.765,0.027,0.577,0.134,4,Plant__kingdom,location_topic
nmod<obl<obl> ...,0.752,0.031,0.577,0.134,5,Plant__kingdom,location_topic
cc> and,0.743,0.035,0.913,0.002,10,Plant__kingdom,location_topic
obj<obl>amod> ...,0.742,0.035,0.733,0.039,3,Plant__kingdom,location_topic
obj<obl>case> ...,0.731,0.039,0.764,0.027,3,Plant__kingdom,location_topic
nsubj<nmod> ...,0.731,0.039,0.77,0.025,4,Plant__kingdom,location_topic
conj<obl>case> by,0.73,0.04,0.577,0.134,2,Plant__kingdom,location_topic
obl<obl> ...,0.728,0.041,0.655,0.078,3,Plant__kingdom,location_topic
det> some,0.725,0.042,0.63,0.094,2,Plant__kingdom,location_topic
compound<appos<nmod> ...,0.722,0.043,0.63,0.094,4,Plant__kingdom,location_topic
compound< ...,0.697,0.055,0.687,0.06,13,Plant__kingdom,location_topic
obj<cc> ...,0.693,0.056,0.577,0.134,1,Plant__kingdom,location_topic
nmod<amod> ...,0.68,0.063,0.733,0.039,7,Plant__kingdom,location_topic
nmod< tree,0.663,0.073,0.756,0.03,2,Plant__kingdom,location_topic
nmod<det> the,0.657,0.077,0.655,0.078,3,Plant__kingdom,location_topic
amod> great,0.655,0.078,0.764,0.027,3,Plant__kingdom,location_topic
conj<conj> ...,0.655,0.078,0.791,0.019,14,Plant__kingdom,location_topic
cc> ...,0.648,0.082,0.577,0.134,2,Plant__kingdom,location_topic
conj<nsubj> ...,0.646,0.084,0.674,0.067,5,Plant__kingdom,location_topic
amod> Korean,0.637,0.09,0.756,0.03,2,Plant__kingdom,location_topic
nsubj<obl>case> to,0.633,0.092,0.577,0.134,2,Plant__kingdom,location_topic
nsubj<cop> be,0.624,0.098,0.717,0.045,5,Plant__kingdom,location_topic
compound<appos<case> ...,-0.624,0.099,-0.577,0.134,1,Plant__kingdom,location_topic
case> to,0.621,0.1,0.577,0.134,2,Plant__kingdom,location_topic
