relation	btoken	rtoken	btag	bloc	rtag	rloc	rdist	bterm	rterm	tagscore
location	Mou-9e66_4_hare-41	Mou-9e66_4_mountain-2	Mou-9e66_4_hare-41_2874	4	Mou-9e66_4_mountain-2_4527	4	0	Mountain hare	mountains	100.0
location	Whi-b4c3_441_hares-22	Whi-b4c3_441_mountain-21	Whi-b4c3_441_hares-22_5247	441	Whi-b4c3_441_mountain-21_4527	441	0	mountain hare	mountains	100.0
location	Mou-9e66_47_hares-31	Mou-9e66_47_mountain-30	Mou-9e66_47_hares-31_5247	47	Mou-9e66_47_mountain-30_4527	47	0	mountain hare	mountains	100.0
location	Lep1032_1_rabbit-4	Lep1032_1_farmland-23	Lep1032_1_rabbit-4_2239	1	Lep1032_1_farmland-23_4509	1	0	Rabbit	farmland	100.0
location	Eur-d3a5_49_rabbits-13	Eur-d3a5_49_farmlands-34	Eur-d3a5_49_rabbits-13_2239	49	Eur-d3a5_49_farmlands-34_4509	49	0	Rabbit	farmland	100.0
location	Mou-9e66_19_hare-17	Mou-9e66_19_mountain-12	Mou-9e66_19_hare-17_5247	19	Mou-9e66_19_mountain-12_4527	19	0	mountain hare	mountains	100.0
location	Mou-9e66_5_hare-12	Mou-9e66_5_mountain-11	Mou-9e66_5_hare-12_5247	5	Mou-9e66_5_mountain-11_4527	5	0	mountain hare	mountains	100.0
location	Mou-9e66_2_hare-37	Mou-9e66_2_tundra-15	Mou-9e66_2_hare-37_2874	2	Mou-9e66_2_tundra-15_4539	2	0	Mountain hare	tundra	100.0
location	Mou-9e66_2_hare-25	Mou-9e66_2_tundra-15	Mou-9e66_2_hare-25_2874	2	Mou-9e66_2_tundra-15_4539	2	0	Mountain hare	tundra	100.0
location	Mou-9e66_2_hare-3	Mou-9e66_2_tundra-15	Mou-9e66_2_hare-3_2874	2	Mou-9e66_2_tundra-15_4539	2	0	Mountain hare	tundra	100.0
location	Mou-9e66_2_hare-28	Mou-9e66_2_tundra-15	Mou-9e66_2_hare-28_2874	2	Mou-9e66_2_tundra-15_4539	2	0	Mountain hare	tundra	100.0
location	Mou-9e66_2_hare-22	Mou-9e66_2_tundra-15	Mou-9e66_2_hare-22_2874	2	Mou-9e66_2_tundra-15_4539	2	0	Mountain hare	tundra	100.0
location	Mou-9e66_2_hare-16	Mou-9e66_2_tundra-15	Mou-9e66_2_hare-16_2874	2	Mou-9e66_2_tundra-15_4539	2	0	Mountain hare	tundra	100.0
location	Mou-9e66_2_hare-19	Mou-9e66_2_tundra-15	Mou-9e66_2_hare-19_2874	2	Mou-9e66_2_tundra-15_4539	2	0	Mountain hare	tundra	100.0
location	Mou-9e66_2_hare-32	Mou-9e66_2_tundra-15	Mou-9e66_2_hare-32_2874	2	Mou-9e66_2_tundra-15_4539	2	0	Mountain hare	tundra	100.0
location	Mou-9e66_2_hare-13	Mou-9e66_2_tundra-15	Mou-9e66_2_hare-13_2874	2	Mou-9e66_2_tundra-15_4539	2	0	Mountain hare	tundra	100.0
location	Mou-9e66_19_hare-13	Mou-9e66_19_mountain-12	Mou-9e66_19_hare-13_5247	19	Mou-9e66_19_mountain-12_4527	19	0	mountain hare	mountains	100.0
location	Mou-9e66_11_hare-3	Mou-9e66_11_mountain-2	Mou-9e66_11_hare-3_5247	11	Mou-9e66_11_mountain-2_4527	11	0	mountain hare	mountains	100.0
location	Whi-b4c3_441_hares-22	Whi-b4c3_441_mountain-2	Whi-b4c3_441_hares-22_5247	441	Whi-b4c3_441_mountain-2_4527	441	0	mountain hare	mountains	100.0
location	Mou-9e66_2_hare-22	Mou-9e66_2_mountain-2	Mou-9e66_2_hare-22_2874	2	Mou-9e66_2_mountain-2_4527	2	0	Mountain hare	mountains	100.0
location	Tig-b95e_41_quolls-2	Tig-b95e_41_rainforests-18	Tig-b95e_41_quolls-2_3537	41	Tig-b95e_41_rainforests-18_3811	41	0	Tiger quoll	rainforest	100.0
