feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
amod> iguanodontian,0.946,0.0,0.577,0.134,2,Dinosaur__superorder,adaptation_topic
obl< ...,0.937,0.001,0.866,0.005,7,Dinosaur__superorder,adaptation_topic
nmod< ...,0.902,0.002,0.764,0.027,15,Dinosaur__superorder,adaptation_topic
acl:relcl>obl>det> the,0.896,0.003,0.764,0.027,3,Dinosaur__superorder,adaptation_topic
nmod<obl<aux> ...,0.891,0.003,0.577,0.134,1,Dinosaur__superorder,adaptation_topic
det> the,0.885,0.003,0.691,0.058,16,Dinosaur__superorder,adaptation_topic
nsubj<nmod>case> of,0.868,0.005,0.577,0.134,10,Dinosaur__superorder,adaptation_topic
nmod<case> ...,0.864,0.006,0.764,0.027,3,Dinosaur__superorder,adaptation_topic
conj<conj> ...,0.864,0.006,0.577,0.134,10,Dinosaur__superorder,adaptation_topic
conj<conj> ceratopsian,0.86,0.006,0.577,0.134,2,Dinosaur__superorder,adaptation_topic
acl:relcl>obl>compound> Jurassic,0.859,0.006,0.577,0.134,2,Dinosaur__superorder,adaptation_topic
conj> ...,0.852,0.007,0.704,0.051,10,Dinosaur__superorder,adaptation_topic
conj< ...,0.849,0.008,0.846,0.008,13,Dinosaur__superorder,adaptation_topic
nmod< discovery,0.845,0.008,0.577,0.134,2,Dinosaur__superorder,adaptation_topic
nsubj<obl>case> ...,0.839,0.009,0.845,0.008,5,Dinosaur__superorder,adaptation_topic
nsubj<advmod> ...,0.837,0.01,0.756,0.03,4,Dinosaur__superorder,adaptation_topic
nmod>conj> ...,0.834,0.01,0.577,0.134,4,Dinosaur__superorder,adaptation_topic
nmod<det> a,0.825,0.012,0.866,0.005,11,Dinosaur__superorder,adaptation_topic
obl<nsubj> ...,0.819,0.013,0.655,0.078,3,Dinosaur__superorder,adaptation_topic
case> ...,0.819,0.013,0.626,0.097,9,Dinosaur__superorder,adaptation_topic
nsubj<det> a,0.819,0.013,0.577,0.134,9,Dinosaur__superorder,adaptation_topic
nmod< infraorder,0.817,0.013,0.577,0.134,2,Dinosaur__superorder,adaptation_topic
nsubj<nmod>amod> herbivorous,0.813,0.014,0.577,0.134,7,Dinosaur__superorder,adaptation_topic
acl:relcl>obl>compound> ...,0.808,0.015,0.577,0.134,3,Dinosaur__superorder,adaptation_topic
amod> ...,0.803,0.016,0.246,0.558,17,Dinosaur__superorder,adaptation_topic
nmod<nsubj> Apatosaurus,0.794,0.019,0.756,0.03,2,Dinosaur__superorder,adaptation_topic
nmod< tooth,0.793,0.019,0.577,0.134,2,Dinosaur__superorder,adaptation_topic
nmod<cop> be,0.774,0.024,0.784,0.021,8,Dinosaur__superorder,adaptation_topic
