	kldiv	group	g_N
kldiv_adaptation_comment	2.1595939005011626	Dinosaur__superorder	1741
kldiv_adaptation_topic	0.9888296588309824	Dinosaur__superorder	1741
kldiv_free_topic	0.2840965294597595	Dinosaur__superorder	1741
kldiv_taxongroup_comment	0.4162480915936232	Dinosaur__superorder	1741
kldiv_taxongroup_topic	0.37433255449716674	Dinosaur__superorder	1741
