,token,token_form,concept_uri,arcpath,lemma,upos,widx,feat,elongation_x,elongation_y,group,relrole,comp_id,N_tokens
7,Thy-db39_6_Ankylosauria-9,Ankylosauria,Ankylosauria#infraorder,conj>,Stegosauria,PROPN,11,conj> Stegosauria,-0.7821563176634586,0.4598525980439355,Dinosaur__superorder,taxongroup_topic,7,15
8,All-7078_289_Stegosaurus-31,Stegosaurus,Stegosaurus#genus,compound<nmod>case>,with,ADP,34,compound<nmod>case> ...,-0.4160568890115969,-0.07036040996815933,Dinosaur__superorder,taxongroup_topic,7,15
6,Apa-3e1a_256_Apatosaurus-6,Apatosaurus,Apatosaurus#genus,conj>,Brontosaurus,PROPN,8,conj> Brontosaurus,-0.7809779451023076,0.37926293088543067,Dinosaur__superorder,taxongroup_topic,7,15
6,Bro-f1dc_248_Apatosaurus-6,Apatosaurus,Apatosaurus#genus,conj>,Brontosaurus,PROPN,8,conj> Brontosaurus,-0.7809779451023076,0.37926293088543067,Dinosaur__superorder,taxongroup_topic,7,15
7,Igu-76d2_122_Iguanodon-10,Iguanodon,Iguanodon#genus,compound<nmod>case>,in,ADP,12,compound<nmod>case> in,-0.6513110108670372,-0.0007597067610729128,Dinosaur__superorder,taxongroup_topic,7,15
6,Mut-8383_38_Muttaburrasaurus-6,Muttaburrasaurus,Muttaburrasaurus#genus,conj>,Tenontosaurus,PROPN,8,conj> ...,-0.753171041182703,0.40935823102202507,Dinosaur__superorder,taxongroup_topic,7,15
6,Din-756f_38_Ornithischia-13,Ornithischia,Ornithischia#order,conj>,Theropoda,PROPN,15,conj> Theropoda,-0.7515385174605289,0.46354547826511117,Dinosaur__superorder,taxongroup_topic,7,15
8,Sau-6bc5_50_Sauropodomorpha-26,Sauropodomorpha,Sauropodomorpha#suborder,conj>,Saurischia,PROPN,28,conj> ...,-0.7585967774377034,0.4547158170563069,Dinosaur__superorder,taxongroup_topic,7,15
8,Ste-56e3_150_Stegosaurus-5,Stegosaurus,Stegosaurus#genus,compound<nmod>case>,in,ADP,14,compound<nmod>case> in,-0.6513110108670372,-0.0007597067610729128,Dinosaur__superorder,taxongroup_topic,7,15
5,Ste-56e3_344_Stegosaurus-5,Stegosaurus,Stegosaurus#genus,compound<nmod>case>,of,ADP,7,compound<nmod>case> of,-0.6255924668190322,-0.12033754871052678,Dinosaur__superorder,taxongroup_topic,7,15
3,Sauf0a7_15_dinosaur-3,dinosaur,Dinosaur#superorder,compound<nmod>case>,of,ADP,5,compound<nmod>case> of,-0.6255924668190322,-0.12033754871052678,Dinosaur__superorder,taxongroup_topic,7,15
3,Sau6c08_2_dinosaur-3,dinosaur,Dinosaur#superorder,compound<nmod>case>,of,ADP,5,compound<nmod>case> of,-0.6255924668190322,-0.12033754871052678,Dinosaur__superorder,taxongroup_topic,7,15
8,Pro-b864_570_dinosaur-41,dinosaur,Dinosaur#superorder,compound<nmod>case>,as,ADP,43,compound<nmod>case> ...,-0.6148180586876946,-0.1980896101526415,Dinosaur__superorder,taxongroup_topic,7,15
6,Dip-c98d_187_dinosaur-37,dinosaur,Dinosaur#superorder,compound<nmod>case>,like,ADP,39,compound<nmod>case> ...,-0.233640012089371,-0.27828308445025285,Dinosaur__superorder,taxongroup_topic,7,15
6,Ste-56e3_346_dinosaur-10,dinosaur,Dinosaur#superorder,compound<nmod>case>,include,VERB,12,compound<nmod>case> ...,-0.5493092507831566,-0.11139916576756484,Dinosaur__superorder,taxongroup_topic,7,15
8,Ank-02ea_2_Ornithischia-11,Ornithischia,Ornithischia#order,det>,the,DET,9,det> the,-0.42827637937777374,-0.12128809689877502,Dinosaur__superorder,taxongroup_topic,3,31
7,Din-756f_476_Stegosaurus-39,Stegosaurus,Stegosaurus#genus,nmod<nsubj<,smaller,ADJ,41,nmod<nsubj< smaller,0.4650668281724117,0.09067929731379477,Dinosaur__superorder,taxongroup_topic,3,31
9,Tri-1ad8_191_Triceratops-14,Triceratops,Triceratops#genus,nmod<nsubj<,suggest,VERB,16,nmod<nsubj< ...,0.37182616040093763,-0.32027647520825553,Dinosaur__superorder,taxongroup_topic,3,31
0,Sau-6bc5_52_sauropodomorpha-7,sauropodomorpha,Sauropodomorpha#suborder,nmod<nsubj<,below,ADV,1,nmod<nsubj< ...,0.40623915556446943,-0.07754366697694608,Dinosaur__superorder,taxongroup_topic,3,31
5,Apa-3e1a_61_Apatosaurus-4,Apatosaurus,Apatosaurus#genus,nmod<nsubj<,stout,ADJ,7,nmod<nsubj< stout,0.34306223839553185,-0.024646150838569747,Dinosaur__superorder,taxongroup_topic,3,31
6,Apa-3e1a_75_Apatosaurus-27,Apatosaurus,Apatosaurus#genus,nmod<nsubj<,show,VERB,28,nmod<nsubj< ...,0.4741208422868679,-0.1825155750949897,Dinosaur__superorder,taxongroup_topic,3,31
4,Orn1510_3_dinosaurs-9,dinosaurs,Ornithischia#order,det>,the,DET,5,det> the,-0.42827637937777374,-0.12128809689877502,Dinosaur__superorder,taxongroup_topic,3,31
