feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
compound<case> in,0.957,0.0,0.577,0.134,5,Dinosaur__superorder,free_topic
nmod< group,0.949,0.0,0.546,0.162,9,Dinosaur__superorder,free_topic
compound< suborder,0.94,0.001,0.577,0.134,4,Dinosaur__superorder,free_topic
compound<case> of,0.935,0.001,0.655,0.078,28,Dinosaur__superorder,free_topic
acl:relcl>obl> which,0.932,0.001,0.577,0.134,2,Dinosaur__superorder,free_topic
det> all,0.924,0.001,0.464,0.247,8,Dinosaur__superorder,free_topic
compound<case> with,0.924,0.001,0.577,0.134,2,Dinosaur__superorder,free_topic
compound<case> to,0.923,0.001,0.577,0.134,3,Dinosaur__superorder,free_topic
nmod< ...,0.918,0.001,0.304,0.464,78,Dinosaur__superorder,free_topic
nmod> time,0.918,0.001,0.733,0.039,3,Dinosaur__superorder,free_topic
conj<appos>amod> ...,0.916,0.001,0.577,0.134,6,Dinosaur__superorder,free_topic
nmod>amod> ...,0.914,0.001,0.866,0.005,24,Dinosaur__superorder,free_topic
conj<conj> ...,0.912,0.002,0.675,0.066,42,Dinosaur__superorder,free_topic
obl< ...,0.911,0.002,0.786,0.021,56,Dinosaur__superorder,free_topic
compound<case> ...,0.906,0.002,0.481,0.227,6,Dinosaur__superorder,free_topic
acl:relcl>conj>cc> and,0.904,0.002,0.866,0.005,4,Dinosaur__superorder,free_topic
conj>nmod>case> of,0.897,0.003,0.764,0.027,6,Dinosaur__superorder,free_topic
cc> but,0.897,0.003,0.873,0.005,4,Dinosaur__superorder,free_topic
nsubj<aux> may,0.896,0.003,0.764,0.027,3,Dinosaur__superorder,free_topic
nmod<case> as,0.896,0.003,0.577,0.134,3,Dinosaur__superorder,free_topic
nsubj<obl>case> at,0.889,0.003,0.764,0.027,3,Dinosaur__superorder,free_topic
compound<case> on,0.889,0.003,0.577,0.134,2,Dinosaur__superorder,free_topic
acl:relcl>obl>det> the,0.881,0.004,0.577,0.134,5,Dinosaur__superorder,free_topic
nsubj<advmod> first,0.881,0.004,0.756,0.03,2,Dinosaur__superorder,free_topic
obl<nsubj:pass>det> the,0.875,0.004,0.577,0.134,3,Dinosaur__superorder,free_topic
nmod< type,0.874,0.005,0.577,0.134,5,Dinosaur__superorder,free_topic
conj>cc> ...,0.874,0.005,0.655,0.078,4,Dinosaur__superorder,free_topic
conj>cc> and,0.872,0.005,0.566,0.143,28,Dinosaur__superorder,free_topic
obl<nsubj:pass>det> ...,0.869,0.005,0.577,0.134,1,Dinosaur__superorder,free_topic
conj<parataxis> ...,0.869,0.005,0.764,0.027,3,Dinosaur__superorder,free_topic
acl:relcl>obl> ...,0.867,0.005,0.218,0.604,7,Dinosaur__superorder,free_topic
nmod< those,0.867,0.005,0.577,0.134,6,Dinosaur__superorder,free_topic
conj<obl<obl> ...,0.867,0.005,0.674,0.067,4,Dinosaur__superorder,free_topic
acl:relcl>obl> period,0.866,0.005,0.577,0.134,3,Dinosaur__superorder,free_topic
nmod<obl<nsubj> that,0.865,0.006,0.577,0.134,2,Dinosaur__superorder,free_topic
det> a,0.864,0.006,0.581,0.131,40,Dinosaur__superorder,free_topic
nmod>case> with,0.86,0.006,0.764,0.027,14,Dinosaur__superorder,free_topic
conj<conj> weaver,0.857,0.007,0.577,0.134,4,Dinosaur__superorder,free_topic
