feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
amod<nmod<case> as,0.884,0.004,0.756,0.03,2,Dinosaur__superorder,adaptation_comment
obl>conj> ...,0.77,0.025,0.733,0.039,5,Dinosaur__superorder,adaptation_comment
amod<amod> ...,0.768,0.026,0.736,0.038,19,Dinosaur__superorder,adaptation_comment
amod<det> the,0.759,0.029,0.73,0.04,7,Dinosaur__superorder,adaptation_comment
amod<nmod>det> the,0.747,0.033,0.77,0.025,4,Dinosaur__superorder,adaptation_comment
amod<case> to,0.741,0.035,0.756,0.03,2,Dinosaur__superorder,adaptation_comment
amod<case> for,0.739,0.036,0.756,0.03,2,Dinosaur__superorder,adaptation_comment
amod<nmod> period,0.738,0.036,0.756,0.03,2,Dinosaur__superorder,adaptation_comment
amod<amod> ornithischian,0.738,0.037,0.756,0.03,2,Dinosaur__superorder,adaptation_comment
obl>case> ...,0.696,0.055,0.733,0.039,3,Dinosaur__superorder,adaptation_comment
nsubj> ...,0.672,0.068,0.791,0.019,10,Dinosaur__superorder,adaptation_comment
amod<amod> small,0.67,0.069,0.756,0.03,2,Dinosaur__superorder,adaptation_comment
advcl> ...,0.651,0.08,0.577,0.134,4,Dinosaur__superorder,adaptation_comment
amod<acl:relcl>obl> period,0.638,0.089,0.577,0.134,2,Dinosaur__superorder,adaptation_comment
amod< group,0.627,0.096,0.472,0.237,7,Dinosaur__superorder,adaptation_comment
amod<compound> dinosaur,0.624,0.098,0.592,0.122,3,Dinosaur__superorder,adaptation_comment
conj> omnivorous,0.62,0.101,0.577,0.134,3,Dinosaur__superorder,adaptation_comment
amod<conj<conj> limb,0.616,0.104,0.577,0.134,2,Dinosaur__superorder,adaptation_comment
amod<nmod< ...,0.605,0.112,0.646,0.083,10,Dinosaur__superorder,adaptation_comment
amod<nmod<amod> extinct,0.593,0.121,0.504,0.203,2,Dinosaur__superorder,adaptation_comment
