token	relrole	arcpath	lemma	upos	widx	token
Abs2465_8_Fungi-1	free_topic	conj>cc>	and	CCONJ	2	Abs2465_8_Fungi-1
Abs2465_8_Fungi-1	free_topic	conj>nsubj>advmod>	even	ADV	3	Abs2465_8_Fungi-1
Abs2465_8_Fungi-1	free_topic	conj>nsubj>det>	some	DET	4	Abs2465_8_Fungi-1
Abs2465_8_Fungi-1	free_topic	conj>nsubj>	animal	NOUN	5	Abs2465_8_Fungi-1
Abs2465_8_Fungi-1	free_topic	conj>	shed	VERB	6	Abs2465_8_Fungi-1
Abs2465_8_Fungi-1	free_topic	conj>obj>compound>	body	NOUN	7	Abs2465_8_Fungi-1
Abs2465_8_Fungi-1	free_topic	conj>obj>	part	NOUN	8	Abs2465_8_Fungi-1
Abs2465_8_Fungi-1	free_topic	nmod>case>	for	ADP	9	Abs2465_8_Fungi-1
Abs2465_8_Fungi-1	free_topic	nmod>amod>	different	ADJ	10	Abs2465_8_Fungi-1
Abs2465_8_Fungi-1	free_topic	nmod>	reason	NOUN	11	Abs2465_8_Fungi-1
Ace-0af3_13_fungi-17	free_topic	conj<nmod<obl<	associate	VERB	9	Ace-0af3_13_fungi-17
Ace-0af3_13_fungi-17	free_topic	conj<nmod<case>	with	ADP	10	Ace-0af3_13_fungi-17
Ace-0af3_13_fungi-17	free_topic	conj<nmod<det>	a	DET	11	Ace-0af3_13_fungi-17
Ace-0af3_13_fungi-17	free_topic	conj<nmod<compound>	biodiverse	NOUN	12	Ace-0af3_13_fungi-17
Ace-0af3_13_fungi-17	free_topic	conj<nmod<	range	NOUN	13	Ace-0af3_13_fungi-17
Ace-0af3_13_fungi-17	free_topic	conj<case>	of	ADP	14	Ace-0af3_13_fungi-17
Ace-0af3_13_fungi-17	free_topic	conj<	invertebrate	NOUN	15	Ace-0af3_13_fungi-17
Ace-0af3_13_fungi-17	free_topic	cc>	and	CCONJ	16	Ace-0af3_13_fungi-17
Aes-55d6_84_fungi-3	free_topic	flat<	Wood	PROPN	1	Aes-55d6_84_fungi-3
Aes-55d6_84_fungi-3	free_topic	amod>	rot	VERB	2	Aes-55d6_84_fungi-3
Aes-55d6_84_fungi-3	free_topic	flat<list>	e.g.	X	5	Aes-55d6_84_fungi-3
Aes-55d6_84_fungi-3	free_topic	flat<list>nmod>	scale	NOUN	13	Aes-55d6_84_fungi-3
Aes-55d6_84_fungi-3	free_topic	flat<acl>	cause	VERB	15	Aes-55d6_84_fungi-3
Aes-55d6_84_fungi-3	free_topic	flat<acl>obl>	Pulvinaria	PROPN	19	Aes-55d6_84_fungi-3
Aes-55d6_84_fungi-3	free_topic	flat<nsubj<	regali	VERB	20	Aes-55d6_84_fungi-3
Aes-55d6_84_fungi-3	free_topic	flat<nsubj<obj>	miner	NOUN	25	Aes-55d6_84_fungi-3
All-7078_388_fungi-15	free_topic	conj<nmod<obl<	reveal	VERB	8	All-7078_388_fungi-15
All-7078_388_fungi-15	free_topic	conj<nmod<case>	by	ADP	9	All-7078_388_fungi-15
