feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
conj> stinkhorn,0.952,0.001,0.791,0.034,4.0,Fungus__kingdom,taxongroup_topic
conj> ...,0.91,0.004,0.757,0.049,5.0,Fungus__kingdom,taxongroup_topic
conj<conj> stinkhorn,0.821,0.024,0.791,0.034,4.0,Fungus__kingdom,taxongroup_topic
conj>compound> ...,0.718,0.069,0.791,0.034,6.0,Fungus__kingdom,taxongroup_topic
conj<obj>conj> ...,0.626,0.132,0.612,0.144,3.0,Fungus__kingdom,taxongroup_topic
conj<conj> lady,0.624,0.134,0.668,0.101,3.0,Fungus__kingdom,taxongroup_topic
conj< ...,0.617,0.14,0.612,0.144,1.0,Fungus__kingdom,taxongroup_topic
conj<conj> pith,0.597,0.157,0.612,0.144,2.0,Fungus__kingdom,taxongroup_topic
conj<obj>conj> stinkhorn,0.595,0.159,0.612,0.144,2.0,Fungus__kingdom,taxongroup_topic
conj<conj> fungus,0.546,0.204,0.134,0.775,3.0,Fungus__kingdom,taxongroup_topic
conj<conj> veil,0.543,0.208,0.612,0.144,2.0,Fungus__kingdom,taxongroup_topic
conj<obj<conj> stinkhorn,0.541,0.21,0.612,0.144,2.0,Fungus__kingdom,taxongroup_topic
conj<obj<conj> fungus,0.523,0.228,0.408,0.363,2.0,Fungus__kingdom,taxongroup_topic
conj<obj<conj> lady,0.494,0.26,0.408,0.363,2.0,Fungus__kingdom,taxongroup_topic
conj<conj>compound> ...,0.47,0.287,0.579,0.173,3.0,Fungus__kingdom,taxongroup_topic
conj<conj> mushroom,0.46,0.299,0.408,0.363,2.0,Fungus__kingdom,taxongroup_topic
conj<conj>amod> bridal,0.423,0.345,0.474,0.282,4.0,Fungus__kingdom,taxongroup_topic
conj>amod> bridal,0.412,0.358,0.474,0.282,2.0,Fungus__kingdom,taxongroup_topic
conj<compound> net,0.392,0.385,0.408,0.363,2.0,Fungus__kingdom,taxongroup_topic
conj<conj>compound> bamboo,0.375,0.408,0.612,0.144,2.0,Fungus__kingdom,taxongroup_topic
nsubj< ...,0.345,0.448,0.408,0.363,3.0,Fungus__kingdom,taxongroup_topic
conj<conj>compound> veil,0.342,0.453,0.612,0.144,2.0,Fungus__kingdom,taxongroup_topic
conj<conj>cc> and,0.325,0.477,0.408,0.363,2.0,Fungus__kingdom,taxongroup_topic
conj<conj>compound> bambo,0.323,0.48,0.204,0.661,2.0,Fungus__kingdom,taxongroup_topic
conj<conj>amod> ...,-0.305,0.506,-0.408,0.363,1.0,Fungus__kingdom,taxongroup_topic
conj<conj>cc> ...,0.232,0.616,0.204,0.661,1.0,Fungus__kingdom,taxongroup_topic
obj<conj> ...,0.227,0.624,0.408,0.363,3.0,Fungus__kingdom,taxongroup_topic
conj<compound> basket,0.193,0.678,0.204,0.661,2.0,Fungus__kingdom,taxongroup_topic
amod> ...,-0.168,0.719,-0.045,0.924,3.0,Fungus__kingdom,taxongroup_topic
conj>amod> ...,0.147,0.754,0.0,1.0,1.0,Fungus__kingdom,taxongroup_topic
compound> ...,-0.098,0.834,0.158,0.735,2.0,Fungus__kingdom,taxongroup_topic
conj<conj>amod> veile,0.027,0.955,0.0,1.0,2.0,Fungus__kingdom,taxongroup_topic
conj< stinkhorn,0.022,0.963,-0.158,0.735,4.0,Fungus__kingdom,taxongroup_topic
compound> basket,0.019,0.967,0.158,0.735,2.0,Fungus__kingdom,taxongroup_topic
compound> net,-0.012,0.98,0.158,0.735,2.0,Fungus__kingdom,taxongroup_topic
