	kldiv	group	g_N
kldiv_free_topic	0.07111981049653196	Fungus__kingdom	249
kldiv_location_comment	4.824305715904762	Fungus__kingdom	249
kldiv_location_topic	4.824305715904762	Fungus__kingdom	249
kldiv_taxongroup_comment	2.3541211831747377	Fungus__kingdom	249
kldiv_taxongroup_topic	2.5702102082665554	Fungus__kingdom	249
