feat	count	weight	rel_role	group_name
conj<conj> ...	210.0	0.561	free_topic	Fungus__kingdom
conj< ...	90.0	0.743	free_topic	Fungus__kingdom
case> ...	78.0	0.822	free_topic	Fungus__kingdom
conj<conj>cc> ...	64.0	0.722	free_topic	Fungus__kingdom
conj> ...	57.0	0.844	free_topic	Fungus__kingdom
conj<conj>cc> and	56.0	0.821	free_topic	Fungus__kingdom
conj<case> ...	50.0	0.705	free_topic	Fungus__kingdom
nmod< ...	46.0	0.434	free_topic	Fungus__kingdom
cc> ...	41.0	0.993	free_topic	Fungus__kingdom
amod> ...	38.0	1.077	free_topic	Fungus__kingdom
cc> and	36.0	1.021	free_topic	Fungus__kingdom
conj>cc> ...	35.0	0.595	free_topic	Fungus__kingdom
conj<nmod< ...	35.0	0.581	free_topic	Fungus__kingdom
conj<conj>amod> ...	34.0	0.3	free_topic	Fungus__kingdom
case> of	32.0	0.81	free_topic	Fungus__kingdom
det> ...	31.0	0.818	free_topic	Fungus__kingdom
conj>cc> and	31.0	0.638	free_topic	Fungus__kingdom
obl< ...	28.0	0.55	free_topic	Fungus__kingdom
conj<conj>compound> ...	25.0	0.759	free_topic	Fungus__kingdom
nmod<det> ...	24.0	0.666	free_topic	Fungus__kingdom
det> the	22.0	0.854	free_topic	Fungus__kingdom
conj<nmod<case> ...	21.0	0.617	free_topic	Fungus__kingdom
conj<obj< ...	20.0	0.316	free_topic	Fungus__kingdom
conj<amod> ...	19.0	0.726	free_topic	Fungus__kingdom
nmod<case> ...	19.0	0.922	free_topic	Fungus__kingdom
nmod<amod> ...	18.0	0.525	free_topic	Fungus__kingdom
conj<obj<nsubj> ...	17.0	0.363	free_topic	Fungus__kingdom
conj< bacteria	17.0	0.638	free_topic	Fungus__kingdom
conj<nmod<obl< ...	15.0	0.638	free_topic	Fungus__kingdom
conj>compound> ...	15.0	0.525	free_topic	Fungus__kingdom
nmod> ...	15.0	0.531	free_topic	Fungus__kingdom
nmod>case> ...	15.0	0.724	free_topic	Fungus__kingdom
conj<conj> plant	14.0	0.624	free_topic	Fungus__kingdom
nsubj< ...	14.0	0.685	free_topic	Fungus__kingdom
obj< ...	13.0	0.463	free_topic	Fungus__kingdom
conj<obl< ...	13.0	0.369	free_topic	Fungus__kingdom
conj<conj>nmod> ...	13.0	0.346	free_topic	Fungus__kingdom
acl> ...	13.0	0.437	free_topic	Fungus__kingdom
conj<nmod<nmod> ...	12.0	0.293	free_topic	Fungus__kingdom
conj<nmod<det> ...	12.0	0.63	free_topic	Fungus__kingdom
conj<case> of	12.0	0.682	free_topic	Fungus__kingdom
nmod<obl< ...	12.0	0.413	free_topic	Fungus__kingdom
nmod<det> the	12.0	0.731	free_topic	Fungus__kingdom
compound> ...	12.0	0.43	free_topic	Fungus__kingdom
conj< alga	11.0	0.78	free_topic	Fungus__kingdom
conj<conj> bacteria	11.0	0.695	free_topic	Fungus__kingdom
conj<nmod<amod> ...	11.0	0.506	free_topic	Fungus__kingdom
