feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
conj<case> such,0.953,0.0,0.577,0.134,2,Bovid__family,adaptation_topic
conj<conj> goat,0.939,0.001,0.577,0.134,2,Bovid__family,adaptation_topic
conj<case> ...,0.928,0.001,0.577,0.134,5,Bovid__family,adaptation_topic
nmod>case> in,0.92,0.001,0.764,0.027,3,Bovid__family,adaptation_topic
conj<conj> ammon,0.918,0.001,0.577,0.134,2,Bovid__family,adaptation_topic
conj<case> like,0.914,0.001,0.577,0.134,2,Bovid__family,adaptation_topic
conj<case> for,0.909,0.002,0.577,0.134,2,Bovid__family,adaptation_topic
nmod> ...,0.909,0.002,0.327,0.429,7,Bovid__family,adaptation_topic
conj< impala,0.903,0.002,0.577,0.134,2,Bovid__family,adaptation_topic
conj< ...,0.902,0.002,0.77,0.025,11,Bovid__family,adaptation_topic
nsubj<conj>amod> ...,0.889,0.003,0.546,0.162,4,Bovid__family,adaptation_topic
nmod<conj> ...,0.88,0.004,0.577,0.134,6,Bovid__family,adaptation_topic
appos>nmod>case> of,0.876,0.004,0.577,0.134,2,Bovid__family,adaptation_topic
conj<conj> tahr,0.872,0.005,0.577,0.134,2,Bovid__family,adaptation_topic
compound<nmod>amod> ...,0.87,0.005,0.764,0.027,5,Bovid__family,adaptation_topic
amod> ...,0.865,0.006,0.396,0.332,23,Bovid__family,adaptation_topic
nsubj< species,0.864,0.006,0.756,0.03,2,Bovid__family,adaptation_topic
nmod< ...,0.86,0.006,0.736,0.037,20,Bovid__family,adaptation_topic
compound<det> ...,0.859,0.006,0.577,0.134,1,Bovid__family,adaptation_topic
compound<obj< ...,0.857,0.007,0.764,0.027,3,Bovid__family,adaptation_topic
compound<det> the,0.851,0.007,0.327,0.429,7,Bovid__family,adaptation_topic
nsubj<det> ...,0.844,0.008,0.577,0.134,1,Bovid__family,adaptation_topic
nsubj<det> a,0.84,0.009,0.436,0.28,6,Bovid__family,adaptation_topic
nsubj<obl>case> in,0.836,0.01,0.733,0.039,5,Bovid__family,adaptation_topic
nsubj<nmod>amod> ...,0.83,0.011,0.577,0.134,3,Bovid__family,adaptation_topic
nsubj<obl>case> ...,0.822,0.012,0.577,0.134,5,Bovid__family,adaptation_topic
amod> male,0.812,0.014,0.577,0.134,4,Bovid__family,adaptation_topic
nsubj<cop> be,0.811,0.015,0.601,0.115,17,Bovid__family,adaptation_topic
nsubj< ...,0.804,0.016,0.846,0.008,19,Bovid__family,adaptation_topic
nsubj<advmod> ...,0.797,0.018,0.791,0.019,9,Bovid__family,adaptation_topic
nsubj<nmod>case> ...,0.784,0.021,0.764,0.027,3,Bovid__family,adaptation_topic
cc> ...,0.779,0.023,0.577,0.134,1,Bovid__family,adaptation_topic
nsubj<obl>case> at,0.775,0.024,0.733,0.039,3,Bovid__family,adaptation_topic
conj< bison,0.774,0.024,0.577,0.134,2,Bovid__family,adaptation_topic
cc> and,0.773,0.024,0.577,0.134,6,Bovid__family,adaptation_topic
obl<nsubj:pass> ...,0.772,0.025,0.218,0.604,5,Bovid__family,adaptation_topic
nsubj<advcl< ...,0.769,0.026,0.733,0.039,3,Bovid__family,adaptation_topic
nsubj<conj>obj> ...,0.762,0.028,0.674,0.067,4,Bovid__family,adaptation_topic
nmod< number,0.76,0.029,0.577,0.134,4,Bovid__family,adaptation_topic
nsubj<obl>conj> ...,0.76,0.029,0.639,0.088,11,Bovid__family,adaptation_topic
nsubj<obl>amod> ...,0.755,0.03,0.825,0.012,6,Bovid__family,adaptation_topic
compound<case> of,0.752,0.031,0.218,0.604,6,Bovid__family,adaptation_topic
nsubj<obj>amod> ...,0.743,0.035,0.784,0.021,10,Bovid__family,adaptation_topic
nmod<case> of,0.743,0.035,0.733,0.039,3,Bovid__family,adaptation_topic
compound< population,0.742,0.035,0.577,0.134,2,Bovid__family,adaptation_topic
conj<appos> nayaur,0.74,0.036,0.577,0.134,2,Bovid__family,adaptation_topic
nmod<nmod> ...,0.739,0.036,0.577,0.134,3,Bovid__family,adaptation_topic
cc> or,0.734,0.038,0.63,0.094,2,Bovid__family,adaptation_topic
conj<nmod< ...,0.73,0.04,0.577,0.134,4,Bovid__family,adaptation_topic
nsubj:pass<obl> ...,0.73,0.04,0.218,0.604,5,Bovid__family,adaptation_topic
nsubj<obj>det> a,0.729,0.04,0.63,0.094,6,Bovid__family,adaptation_topic
nsubj:pass<obl>case> by,0.726,0.041,0.577,0.134,2,Bovid__family,adaptation_topic
obj<parataxis<amod> ...,0.725,0.042,0.756,0.03,2,Bovid__family,adaptation_topic
nsubj:pass<obl>case> in,0.721,0.044,0.577,0.134,2,Bovid__family,adaptation_topic
case> in,0.72,0.044,0.674,0.067,7,Bovid__family,adaptation_topic
compound<amod> ...,0.72,0.044,0.764,0.027,11,Bovid__family,adaptation_topic
compound<nmod>compound> ...,0.717,0.045,0.655,0.078,4,Bovid__family,adaptation_topic
nsubj<parataxis> ...,0.715,0.046,0.546,0.162,4,Bovid__family,adaptation_topic
conj<conj>appos> jemlahicus,0.712,0.048,0.577,0.134,2,Bovid__family,adaptation_topic
nsubj:pass<obl> group,0.709,0.049,0.63,0.094,2,Bovid__family,adaptation_topic
nsubj<amod>advmod> ...,0.704,0.051,0.577,0.134,3,Bovid__family,adaptation_topic
obj<parataxis<amod> blue,0.699,0.054,0.63,0.094,2,Bovid__family,adaptation_topic
case> of,0.697,0.055,0.741,0.036,20,Bovid__family,adaptation_topic
nsubj:pass<aux:pass> be,0.693,0.057,0.136,0.747,9,Bovid__family,adaptation_topic
compound< herd,0.691,0.058,0.577,0.134,2,Bovid__family,adaptation_topic
nsubj<advcl> ...,0.691,0.058,0.701,0.053,5,Bovid__family,adaptation_topic
nsubj<obl> ...,0.687,0.06,0.826,0.012,14,Bovid__family,adaptation_topic
compound<conj< ...,0.687,0.06,0.655,0.078,3,Bovid__family,adaptation_topic
nmod< range,0.684,0.061,0.577,0.134,2,Bovid__family,adaptation_topic
nmod<det> the,0.677,0.065,0.546,0.162,9,Bovid__family,adaptation_topic
conj> ...,0.677,0.065,0.549,0.159,15,Bovid__family,adaptation_topic
obj< call,0.676,0.066,0.577,0.134,2,Bovid__family,adaptation_topic
compound<case> ...,0.676,0.066,0.218,0.604,4,Bovid__family,adaptation_topic
nmod<det> a,0.673,0.067,0.577,0.134,7,Bovid__family,adaptation_topic
conj<appos>compound> ...,0.66,0.075,0.577,0.134,1,Bovid__family,adaptation_topic
nmod<amod> ...,0.655,0.078,0.409,0.314,17,Bovid__family,adaptation_topic
nsubj<nmod> ...,0.653,0.079,0.784,0.021,5,Bovid__family,adaptation_topic
appos>nmod> ...,0.65,0.081,0.577,0.134,1,Bovid__family,adaptation_topic
conj<appos<conj> ...,0.646,0.083,0.577,0.134,3,Bovid__family,adaptation_topic
nsubj:pass<xcomp>obl> wildebeest,-0.645,0.084,-0.577,0.134,2,Bovid__family,adaptation_topic
conj<parataxis<amod> prefer,-0.641,0.087,-0.577,0.134,2,Bovid__family,adaptation_topic
nmod>case> ...,0.638,0.089,0.577,0.134,5,Bovid__family,adaptation_topic
amod> domestic,0.628,0.095,0.358,0.385,9,Bovid__family,adaptation_topic
nsubj< antelope,0.626,0.097,0.577,0.134,2,Bovid__family,adaptation_topic
nmod<det> ...,0.622,0.1,0.577,0.134,2,Bovid__family,adaptation_topic
nmod< population,0.616,0.104,0.577,0.134,2,Bovid__family,adaptation_topic
appos< ...,0.613,0.106,0.577,0.134,1,Bovid__family,adaptation_topic
parataxis>obj>amod> ...,0.609,0.109,0.577,0.134,1,Bovid__family,adaptation_topic
