feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
conj> ...,0.949,0.0,0.576,0.135,17,Bovid__family,location_topic
amod> blue,0.948,0.0,0.709,0.049,6,Bovid__family,location_topic
conj<conj> occur,0.936,0.001,0.577,0.134,2,Bovid__family,location_topic
nmod< range,0.923,0.001,0.577,0.134,2,Bovid__family,location_topic
conj<conj> goat,0.92,0.001,0.577,0.134,3,Bovid__family,location_topic
nmod< ...,0.919,0.001,0.577,0.134,14,Bovid__family,location_topic
conj<conj> ...,0.913,0.002,0.546,0.162,14,Bovid__family,location_topic
conj<conj> fox,0.91,0.002,0.577,0.134,2,Bovid__family,location_topic
conj>amod> ...,0.902,0.002,0.866,0.005,5,Bovid__family,location_topic
nmod< species,0.897,0.002,0.577,0.134,3,Bovid__family,location_topic
conj<conj> grassland,0.889,0.003,0.577,0.134,2,Bovid__family,location_topic
nsubj<advmod> far,0.884,0.004,0.577,0.134,2,Bovid__family,location_topic
nsubj<advmod> ...,0.884,0.004,0.577,0.134,7,Bovid__family,location_topic
nmod< type,0.882,0.004,0.577,0.134,2,Bovid__family,location_topic
conj<conj> tahr,0.865,0.006,0.577,0.134,2,Bovid__family,location_topic
conj<conj> ammon,0.864,0.006,0.577,0.134,2,Bovid__family,location_topic
nsubj<obl> rest,0.855,0.007,0.756,0.03,2,Bovid__family,location_topic
nmod>case> of,0.849,0.008,0.756,0.03,2,Bovid__family,location_topic
cop> be,0.837,0.009,0.733,0.039,3,Bovid__family,location_topic
nsubj<obl>case> in,0.827,0.011,0.655,0.078,6,Bovid__family,location_topic
amod> Himalayan,0.814,0.014,0.733,0.039,3,Bovid__family,location_topic
nmod< ancestor,0.804,0.016,0.577,0.134,2,Bovid__family,location_topic
nsubj<obl>case> ...,0.803,0.016,0.764,0.027,7,Bovid__family,location_topic
nmod<det> a,0.803,0.016,0.577,0.134,7,Bovid__family,location_topic
nsubj< species,0.797,0.018,0.577,0.134,2,Bovid__family,location_topic
nmod<det> the,0.792,0.019,0.577,0.134,9,Bovid__family,location_topic
conj<conj> anoa,0.788,0.02,0.577,0.134,2,Bovid__family,location_topic
nmod<det> ...,0.784,0.021,0.577,0.134,1,Bovid__family,location_topic
case> of,0.784,0.021,0.577,0.134,21,Bovid__family,location_topic
obj<nsubj>det> the,0.783,0.022,0.577,0.134,3,Bovid__family,location_topic
obl<nsubj> it,0.779,0.023,0.845,0.008,3,Bovid__family,location_topic
nsubj<obl>det> the,0.778,0.023,0.546,0.162,6,Bovid__family,location_topic
nsubj<obl>det> ...,0.777,0.023,0.577,0.134,1,Bovid__family,location_topic
compound>conj>cc> and,0.777,0.023,0.577,0.134,3,Bovid__family,location_topic
appos>compound> Syncerus,0.772,0.025,0.577,0.134,3,Bovid__family,location_topic
appos>flat> ...,0.765,0.027,0.577,0.134,4,Bovid__family,location_topic
compound> Dall,0.764,0.027,0.764,0.027,3,Bovid__family,location_topic
acl>obl>conj> ...,0.76,0.029,0.825,0.012,4,Bovid__family,location_topic
case> ...,0.755,0.03,0.549,0.159,8,Bovid__family,location_topic
nmod<case> ...,0.753,0.031,0.577,0.134,5,Bovid__family,location_topic
nsubj<conj>amod> ...,0.749,0.033,0.655,0.078,7,Bovid__family,location_topic
compound<appos<det> the,-0.744,0.034,-0.577,0.134,3,Bovid__family,location_topic
nsubj<obl>case> of,0.742,0.035,0.577,0.134,2,Bovid__family,location_topic
conj<conj>appos> jemlahicus,0.735,0.038,0.577,0.134,2,Bovid__family,location_topic
nsubj<nsubj> ...,0.734,0.038,0.655,0.078,3,Bovid__family,location_topic
conj<appos> nayaur,0.732,0.039,0.577,0.134,2,Bovid__family,location_topic
nsubj<obl>nmod> ...,0.73,0.04,0.756,0.03,2,Bovid__family,location_topic
nsubj<obl>case> to,0.727,0.041,0.756,0.03,2,Bovid__family,location_topic
nmod<obj< ...,0.718,0.045,0.577,0.134,5,Bovid__family,location_topic
nsubj<conj> ...,0.718,0.045,0.6,0.116,8,Bovid__family,location_topic
conj>amod> wild,0.718,0.045,0.577,0.134,2,Bovid__family,location_topic
cc> and,0.714,0.046,0.682,0.062,6,Bovid__family,location_topic
nsubj<obl> ...,0.714,0.047,0.655,0.078,15,Bovid__family,location_topic
nmod> ...,0.709,0.049,0.674,0.067,7,Bovid__family,location_topic
compound<amod> ...,0.709,0.049,0.577,0.134,2,Bovid__family,location_topic
nsubj<det> the,0.708,0.05,0.577,0.134,4,Bovid__family,location_topic
nmod>case> ...,0.707,0.05,0.733,0.039,3,Bovid__family,location_topic
nsubj<obl>case> due,0.702,0.052,0.63,0.094,2,Bovid__family,location_topic
nsubj<obl>nmod> Asia,0.699,0.054,0.756,0.03,2,Bovid__family,location_topic
appos>amod> ...,0.697,0.055,0.764,0.027,3,Bovid__family,location_topic
nsubj< call,0.69,0.058,0.756,0.03,2,Bovid__family,location_topic
appos> nayaur,0.688,0.059,0.63,0.094,2,Bovid__family,location_topic
amod> deser,0.687,0.06,0.577,0.134,2,Bovid__family,location_topic
appos>compound> caffer,0.686,0.06,0.577,0.134,3,Bovid__family,location_topic
appos<case> ...,-0.686,0.06,-0.62,0.101,3,Bovid__family,location_topic
conj< ...,0.684,0.061,0.66,0.075,9,Bovid__family,location_topic
nmod<obl< ...,0.683,0.062,0.577,0.134,3,Bovid__family,location_topic
conj>appos>compound> ...,0.675,0.066,0.577,0.134,2,Bovid__family,location_topic
nsubj<nmod>amod> ...,0.675,0.066,0.577,0.134,3,Bovid__family,location_topic
obl<advmod> ...,0.671,0.069,0.577,0.134,2,Bovid__family,location_topic
cc> or,0.668,0.07,0.577,0.134,2,Bovid__family,location_topic
conj<conj>compound> inhabit,0.664,0.072,0.577,0.134,2,Bovid__family,location_topic
nmod<amod> ...,0.664,0.073,0.577,0.134,17,Bovid__family,location_topic
nsubj<cop> be,0.662,0.073,0.436,0.28,8,Bovid__family,location_topic
conj<conj>cc> and,0.66,0.075,0.577,0.134,7,Bovid__family,location_topic
nmod<compound> ...,0.657,0.077,0.577,0.134,3,Bovid__family,location_topic
nmod< analysis,0.649,0.082,0.577,0.134,2,Bovid__family,location_topic
conj<conj>amod> Arctic,0.646,0.083,0.577,0.134,3,Bovid__family,location_topic
appos> Capra,0.642,0.086,0.577,0.134,2,Bovid__family,location_topic
nsubj:pass<advmod> ...,0.64,0.087,0.577,0.134,3,Bovid__family,location_topic
nsubj<det> a,0.64,0.087,0.577,0.134,3,Bovid__family,location_topic
appos>compound> Pseudois,0.632,0.093,0.63,0.094,2,Bovid__family,location_topic
nsubj< ...,0.63,0.094,0.729,0.04,19,Bovid__family,location_topic
acl>obl>amod> ...,0.623,0.099,0.577,0.134,5,Bovid__family,location_topic
compound<appos<compound> ...,-0.617,0.103,-0.577,0.134,1,Bovid__family,location_topic
case> on,0.612,0.107,0.289,0.488,4,Bovid__family,location_topic
conj<conj>compound> Himalayan,0.605,0.112,0.577,0.134,2,Bovid__family,location_topic
obl<advcl>mark> ...,0.604,0.113,0.577,0.134,3,Bovid__family,location_topic
compound<amod> african,0.603,0.114,0.577,0.134,2,Bovid__family,location_topic
conj<conj>amod> ...,0.602,0.115,0.577,0.134,3,Bovid__family,location_topic
conj<case> ...,0.601,0.115,0.546,0.162,4,Bovid__family,location_topic
