	kldiv	group	g_N
kldiv_adaptation_comment	1.4628288838855061	Bovid__family	1753
kldiv_adaptation_topic	0.8595271586326876	Bovid__family	1753
kldiv_free_topic	0.2828059740358094	Bovid__family	1753
kldiv_location_comment	1.468280845092312	Bovid__family	1753
kldiv_location_topic	0.8150998800265357	Bovid__family	1753
kldiv_taxongroup_comment	0.562438744589473	Bovid__family	1753
kldiv_taxongroup_topic	0.5263484304564082	Bovid__family	1753
