feat,pearson,p_pvalue,spearman,s_pvalue,N,group,relrole
conj<conj> rabbit,0.981,0.0,0.764,0.027,3,Bovid__family,free_topic
conj<conj> deer,0.974,0.0,0.764,0.027,9,Bovid__family,free_topic
appos<appos>amod> high,0.973,0.0,0.577,0.134,2,Bovid__family,free_topic
appos<appos> singer,0.956,0.0,0.577,0.134,2,Bovid__family,free_topic
appos<appos> baseball,0.955,0.0,0.577,0.134,4,Bovid__family,free_topic
appos<appos>amod> young,0.947,0.0,0.577,0.134,2,Bovid__family,free_topic
appos<appos>amod> hand,0.944,0.0,0.577,0.134,2,Bovid__family,free_topic
conj> camel,0.942,0.0,0.577,0.134,2,Bovid__family,free_topic
appos<appos> school,0.935,0.001,0.577,0.134,2,Bovid__family,free_topic
appos<appos> Tommie,0.934,0.001,0.577,0.134,8,Bovid__family,free_topic
appos<appos>amod> major,0.932,0.001,0.577,0.134,4,Bovid__family,free_topic
case> for,0.928,0.001,0.764,0.027,8,Bovid__family,free_topic
conj> horse,0.925,0.001,0.577,0.134,2,Bovid__family,free_topic
appos<appos>compound> ...,0.923,0.001,0.913,0.002,5,Bovid__family,free_topic
appos<appos> musician,0.923,0.001,0.577,0.134,2,Bovid__family,free_topic
nmod<obl<nsubj> ...,0.918,0.001,0.327,0.429,14,Bovid__family,free_topic
appos<appos> Texas,0.918,0.001,0.577,0.134,2,Bovid__family,free_topic
conj<conj> camel,0.917,0.001,0.756,0.03,2,Bovid__family,free_topic
nmod< that,0.914,0.001,0.577,0.134,3,Bovid__family,free_topic
case> ...,0.914,0.001,0.791,0.019,29,Bovid__family,free_topic
conj> cattle,0.913,0.002,0.655,0.078,4,Bovid__family,free_topic
appos<appos>amod> former,0.911,0.002,0.577,0.134,4,Bovid__family,free_topic
case> from,0.908,0.002,0.764,0.027,13,Bovid__family,free_topic
case> by,0.902,0.002,0.674,0.067,11,Bovid__family,free_topic
case> in,0.9,0.002,0.464,0.247,12,Bovid__family,free_topic
appos<appos>amod> public,0.895,0.003,0.577,0.134,2,Bovid__family,free_topic
nmod<nmod>case> in,-0.893,0.003,-0.791,0.019,6,Bovid__family,free_topic
nmod<nmod<nsubj< ...,0.882,0.004,0.577,0.134,3,Bovid__family,free_topic
conj<conj> giraffe,0.882,0.004,0.756,0.03,2,Bovid__family,free_topic
case> to,0.88,0.004,0.764,0.027,12,Bovid__family,free_topic
conj<conj> moose,0.879,0.004,0.577,0.134,2,Bovid__family,free_topic
appos<appos>amod> american,0.875,0.004,0.577,0.134,2,Bovid__family,free_topic
obl< lead,0.873,0.005,0.756,0.03,2,Bovid__family,free_topic
compound<obj<nsubj> ...,-0.87,0.005,-0.709,0.049,6,Bovid__family,free_topic
nmod:poss<conj<conj> garlic,0.868,0.005,0.577,0.134,4,Bovid__family,free_topic
nmod< %,0.868,0.005,0.577,0.134,2,Bovid__family,free_topic
nsubj<appos> ...,0.867,0.005,0.764,0.027,7,Bovid__family,free_topic
conj< auroch,0.866,0.005,0.577,0.134,3,Bovid__family,free_topic
case> like,0.862,0.006,0.674,0.067,10,Bovid__family,free_topic
compound<case> for,0.854,0.007,0.577,0.134,2,Bovid__family,free_topic
conj>amod> domestic,0.853,0.007,0.577,0.134,2,Bovid__family,free_topic
case> than,0.852,0.007,0.764,0.027,9,Bovid__family,free_topic
appos<appos>flat> Gorman,0.848,0.008,0.577,0.134,2,Bovid__family,free_topic
case> of,0.846,0.008,0.35,0.395,72,Bovid__family,free_topic
appos<appos> 1904–1993,0.84,0.009,0.577,0.134,2,Bovid__family,free_topic
appos<appos>flat> Leegte,0.835,0.01,0.577,0.134,2,Bovid__family,free_topic
compound<compound< fluke,-0.832,0.01,-0.764,0.027,3,Bovid__family,free_topic
appos<appos>flat> hill,0.828,0.011,0.577,0.134,2,Bovid__family,free_topic
nmod<nmod>case> ...,-0.827,0.011,-0.764,0.027,5,Bovid__family,free_topic
conj<obl<nsubj> ...,0.822,0.012,0.764,0.027,3,Bovid__family,free_topic
nmod< ...,0.822,0.012,-0.098,0.817,85,Bovid__family,free_topic
obl<mark> to,0.819,0.013,0.756,0.03,2,Bovid__family,free_topic
nmod<nmod>case> of,-0.817,0.013,-0.764,0.027,6,Bovid__family,free_topic
conj< horse,0.817,0.013,0.577,0.134,4,Bovid__family,free_topic
nmod:poss<conj<conj> ...,0.816,0.013,0.577,0.134,6,Bovid__family,free_topic
nmod<obj<aux> ...,0.814,0.014,0.577,0.134,4,Bovid__family,free_topic
compound<case> of,0.813,0.014,0.674,0.067,21,Bovid__family,free_topic
appos<appos>compound> Tommie,0.813,0.014,0.577,0.134,2,Bovid__family,free_topic
conj<conj< ...,0.812,0.014,0.655,0.078,3,Bovid__family,free_topic
appos<appos>flat> Lindsey,0.811,0.015,0.577,0.134,2,Bovid__family,free_topic
conj<conj> ...,0.809,0.015,0.682,0.062,86,Bovid__family,free_topic
nmod<amod> natural,0.808,0.015,0.577,0.134,2,Bovid__family,free_topic
compound< ...,0.805,0.016,0.393,0.336,57,Bovid__family,free_topic
conj> ...,0.805,0.016,0.558,0.151,50,Bovid__family,free_topic
appos<acl>nummod> 1951,0.805,0.016,0.577,0.134,2,Bovid__family,free_topic
nsubj:pass<obl> ...,-0.804,0.016,-0.577,0.134,21,Bovid__family,free_topic
nmod<case> with,0.802,0.017,0.577,0.134,6,Bovid__family,free_topic
case> such,0.802,0.017,0.546,0.162,6,Bovid__family,free_topic
nmod<obl< similar,0.799,0.017,0.577,0.134,2,Bovid__family,free_topic
compound<case> on,0.798,0.018,0.577,0.134,3,Bovid__family,free_topic
nmod< flock,0.798,0.018,0.577,0.134,3,Bovid__family,free_topic
appos<appos>compound> League,0.797,0.018,0.577,0.134,4,Bovid__family,free_topic
conj< deer,0.794,0.019,0.577,0.134,5,Bovid__family,free_topic
obl<obl> ...,0.794,0.019,0.436,0.28,16,Bovid__family,free_topic
nsubj:pass< ...,0.793,0.019,0.451,0.263,12,Bovid__family,free_topic
compound<nmod<det> a,0.791,0.019,0.577,0.134,3,Bovid__family,free_topic
nmod< bull,0.79,0.02,0.577,0.134,2,Bovid__family,free_topic
